model_name,Input_Name,status,rag_top1,rag_candidates,error_message,gt_standard_name,is_correct
qwen3.5:9b,롱노우즈,error,롱노즈플라이어,"롱노즈플라이어, 양용드라이버, 토크렌치, 렌치, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈 1개,error,스패너세트,"스패너세트, 만능렌치, 빠루망치, 소켓렌치세트, 편구스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈 바이스 플라이어,error,롱노즈플라이어,"롱노즈플라이어, 바이스그립플라이어, 앵글그라인더, 냉동라쳇렌치, 다이아고날플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈 프라이어,error,롱노즈플라이어,"롱노즈플라이어, 다이아고날플라이어, 옵셋렌치, 스냅링플라이어, 플라이어렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈 플라이어,error,롱노즈플라이어,"롱노즈플라이어, 앵글그라인더, 다이아고날플라이어, 냉동라쳇렌치, 바이스그립플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈 플라이어(6인치),error,롱노즈플라이어,"롱노즈플라이어, 굽은노즈플라이어, 옵셋렌치, 다이아고날플라이어, 플라이어렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈라디오펜치,error,양용드라이버,"양용드라이버, 와이어스트리퍼, 편구스패너, 소켓렌치세트, 전동드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈플라이어,error,롱노즈플라이어,"롱노즈플라이어, 앵글그라인더, 다이아고날플라이어, 냉동라쳇렌치, 바이스그립플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈플라이어 1개,error,롱노즈플라이어,"롱노즈플라이어, 굽은노즈플라이어, 라쳇렌치세트, 플라이어렌치, 옵셋렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노우즈플라이어 8'' 2개,error,편구스패너,"편구스패너, 소켓렌치세트, 라쳇렌치세트, 스패너세트, 볼렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노즈,error,빠루망치,"빠루망치, 육각렌치, 장도리, 카운터싱크, 강력니퍼",Expecting value: line 1 column 1 (char 0),롱노즈플라이어,False
qwen3.5:9b,롱노즈 6,error,소켓렌치세트,"소켓렌치세트, 기어렌치세트, 강력니퍼, T렌치세트, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노즈 6인치,error,소켓렌치세트,"소켓렌치세트, 스패너세트, 기어렌치세트, 전동공구세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노즈 플라이어,error,롱노즈플라이어,"롱노즈플라이어, 다이아고날플라이어, 앵글그라인더, 플라이어렌치, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노즈 플라이어(150mm),error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 철공용드릴비트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노즈6',error,소켓렌치세트,"소켓렌치세트, 스패너세트, 별렌치세트, 기어렌치세트, 강력니퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱노즈플라이어,error,롱노즈플라이어,"롱노즈플라이어, 다이아고날플라이어, 앵글그라인더, 스냅링플라이어, 옵셋렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로우즈,error,빠루망치,"빠루망치, 장도리, 편구스패너, 육각렌치, 고무망치",Expecting value: line 1 column 1 (char 0),롱노즈플라이어,False
qwen3.5:9b,롱로우즈 2개,error,기어렌치세트,"기어렌치세트, 스패너세트, T렌치세트, 목공줄, 만능렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로우즈 6″,error,소켓렌치세트,"소켓렌치세트, 편구스패너, 스패너세트, 볼렌치세트, 라쳇렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로우즈 곡선 45도 11인치(TL),error,고속절단기,"고속절단기, 클램프미터, 육각렌치세트, 라돈측정기, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로우즈(6인치),error,스패너세트,"스패너세트, 소켓렌치세트, 만능렌치, 기어렌치세트, 빠루망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로우즈(8' 펜치),error,기어렌치세트,"기어렌치세트, 스패너세트, 전동공구세트, T렌치세트, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로우즈6,error,소켓렌치세트,"소켓렌치세트, 스패너세트, 기어렌치세트, T렌치세트, 볼렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로우즈플라이어 4개,error,라쳇렌치세트,"라쳇렌치세트, 굽은노즈플라이어, 플라이어렌치, 옵셋렌치, 편구스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로즈,error,빠루망치,"빠루망치, 장도리, 육각렌치, 다이스세트, 강력니퍼",Expecting value: line 1 column 1 (char 0),롱노즈플라이어,False
qwen3.5:9b,롱로즈 1개,error,스패너세트,"스패너세트, 소켓렌치세트, 기어렌치세트, T렌치세트, 만능렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로즈 2개,error,기어렌치세트,"기어렌치세트, 스패너세트, T렌치세트, 소켓렌치세트, 만능렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로즈 플라이어 1개,error,편구스패너,"편구스패너, 소켓렌치세트, 스패너세트, 플라이어세트, 볼렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로즈 플라이어 2개,error,편구스패너,"편구스패너, 스패너세트, 소켓렌치세트, 볼렌치세트, 플라이어세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로즈(1),error,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 스패너세트, T렌치세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로즈(2),error,소켓렌치세트,"소켓렌치세트, 볼렌치세트, T렌치세트, 기어렌치세트, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱로즈(6″),error,스패너세트,"스패너세트, 기어렌치세트, 소켓렌치세트, 전동공구세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱별렌치세트(T10~T40),error,전동공구세트,"전동공구세트, 정밀드라이버세트, T렌치세트, 고속절단기, 철공용드릴비트세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱볼렌치세트,error,기어렌치세트,"기어렌치세트, T렌치세트, 전동공구세트, 육각렌치세트, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱볼렌치세트(9pcs),error,고속절단기,"고속절단기, 육각렌치세트, 전동공구세트, 클램프미터, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,롱볼렌치셋트(육각렌치),error,전동공구세트,"전동공구세트, 육각렌치세트, 기어렌치세트, T렌치세트, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,루미큐브,error,플라이어,"플라이어, 플라이어렌치, 렌치, 라쳇렌치세트, 스크레퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,루핑루이,error,플라이어렌치,"플라이어렌치, 플라이어, 옵셋렌치, 전선릴, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,룩스패드43 203스탠드,error,전동공구세트,"전동공구세트, 정밀드라이버세트, SDS드릴비트, 공구세트, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리드선,error,니퍼,"니퍼, 글루건, 장도리, 줄자, 돌망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리베터,error,돌망치,"돌망치, 장도리, 줄자, 빠루망치, 카운터싱크",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리베트건,error,글루건,"글루건, 돌망치, 줄자, 니퍼, 장도리",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리벳건,error,렌치,"렌치, 플라이어, 핀펀치, 전선릴, 스크레퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리벳트건,error,장도리,"장도리, 커터, 고무망치, 빠루망치, 편구스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리튬이온 밧데리,error,충전해머드릴,"충전해머드릴, 끌세트, 고압세척기, 드릴비트세트, 충전드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리튬이온 배터리 충전기,error,배터리팩,"배터리팩, 충전임팩트드라이버, 충전드릴, 전기인두, 충전해머드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리튬충전드릴 1개,error,충전드릴,"충전드릴, 고속절단기, 전동공구세트, 드릴비트세트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,리튬헤머드릴,error,충전해머드릴,"충전해머드릴, 타일컷터, 해머드릴, 고압세척기, 에어컴프레서",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴 선,error,다이아고날플라이어,"다이아고날플라이어, 옵셋렌치, 냉동라쳇렌치, 앵글그라인더, 플라이어렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴 전선(50m),error,고속절단기,"고속절단기, 클램프미터, 전동공구세트, 철공용드릴비트, 목공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴선,error,렌치,"렌치, 전선릴, 장도리, 스크레퍼, 다이스세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"릴선 1,530M",error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 만능렌치, 별렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴선 1개,error,편구스패너,"편구스패너, 만능렌치, 전선릴, 스크레퍼, 장도리",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴선(28M),error,클램프미터,"클램프미터, 고속절단기, SDS드릴비트, 전동공구세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴선(30M),error,고속절단기,"고속절단기, 클램프미터, 빠루망치, 만능렌치, 전지가위",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴선(45M),error,고속절단기,"고속절단기, 클램프미터, 전동공구세트, 강력니퍼, 전동압착기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴선(48M),error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 공구세트, 전동압착기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴선(50M),error,고속절단기,"고속절단기, 클램프미터, 전동공구세트, 공구세트, 전동압착기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴전선,error,전선릴,"전선릴, 스크레퍼, 플라이어, 굽은노즈플라이어, 렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴전선(50mm),error,클램프미터,"클램프미터, 철공용드릴비트, 고속절단기, 전동공구세트, 목공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴호스,error,플라이어,"플라이어, 렌치, 전선릴, 스크레퍼, 플라이어렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,릴호스(20M),error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, SDS드릴비트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,링 육각렌치,error,육각렌치,"육각렌치, 편구스패너, 카운터싱크, 소켓렌치세트, 볼렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,링고리렌치,error,옵셋렌치,"옵셋렌치, 플라이어렌치, 다이아고날플라이어, 스냅링플라이어, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,링고리세트,error,라쳇렌치세트,"라쳇렌치세트, 편구스패너, 핀펀치, 볼렌치세트, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,링고리셋트,error,플라이어렌치,"플라이어렌치, 굽은노즈플라이어, 옵셋렌치, 라쳇렌치세트, 전동드라이버",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,마끼다 충전해머드릴(무선),error,충전해머드릴,"충전해머드릴, 충전드릴, 전동드릴, 타일컷터, 양용드라이버",Expecting value: line 1 column 1 (char 0),충전해머드릴,False
qwen3.5:9b,마끼다 해머드릴(유선),error,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 앵글그라인더, 옵셋렌치, 스냅링플라이어",Expecting value: line 1 column 1 (char 0),해머드릴,False
qwen3.5:9b,마끼타 송풍기,error,전동타카,"전동타카, 편구스패너, 만능렌치, 타일컷터, 건타카",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,마모된 피스 제거용 비트세트,error,피스제거용비트,"피스제거용비트, 비트세트, 공구함세트, 드릴비트세트, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,마모된 피스제거용 비트,error,피스제거용비트,"피스제거용비트, 비트세트, 드릴비트세트, 공구함세트, 스패너세트",Expecting value: line 1 column 1 (char 0),피스제거용비트,False
qwen3.5:9b,마사지 매트,error,전선릴,"전선릴, 편구스패너, 커터, 스크레퍼, 와이어스트리퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,마사지건,error,옵셋렌치,"옵셋렌치, 굽은노즈플라이어, 전선릴, 플라이어렌치, 스냅링플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,마스크 1박스,error,방진마스크,"방진마스크, 직각자, 목공줄, 그립망치, 모종삽",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,막대본드,error,편구스패너,"편구스패너, 타일컷터, 고무망치, 전선릴, 빠루망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,막삽,error,해머드릴,"해머드릴, 그립망치, 임팩트드릴, 빠루망치, 에어건",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,막삽(2),error,라쳇렌치세트,"라쳇렌치세트, 옵셋렌치, 앤드컷팅니퍼, 버니어캘리퍼스, 플라이어렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,막줄자,error,해머드릴,"해머드릴, 전동드릴, 전선릴, 고무망치, 쇠지렛대",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"막줄자(5,5M)",error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 육각렌치세트, 목공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능 렌치,error,만능렌치,"만능렌치, 직각자, 납볼망치, 빠루망치, 전지가위",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능관통기,error,그립망치,"그립망치, 돌망치, 절단석, 고압세척기, 먹통",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능드라이버핸들,error,양용드라이버,"양용드라이버, 전동드릴, 만능렌치, 해머드릴, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능랜지,error,만능렌치,"만능렌치, 전지가위, 직각자, 스패너세트, 납볼망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능렌지,error,전선릴,"전선릴, 만능렌치, 열화상카메라, 편구스패너, 해머드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능렌치,error,만능렌치,"만능렌치, 빠루망치, 납볼망치, 임팩트드릴, 그립망치",Expecting value: line 1 column 1 (char 0),만능렌치,False
qwen3.5:9b,만능작업대,error,만능렌치,"만능렌치, 전지가위, 납볼망치, 빠루망치, 임팩트드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능지렛대,error,만능렌치,"만능렌치, 타일컷터, 전선릴, 편구스패너, 와이어스트리퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능톱,error,쇠톱,"쇠톱, 원형톱, 접톱, 절단석, 전정톱",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능톱 실톱용 톱날,error,쇠톱,"쇠톱, 원형톱, 접톱, 절단석, 목공줄",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,만능톱 패키지,error,스패너세트,"스패너세트, 드릴비트세트, 끌세트, 소켓렌치세트, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망원경,error,라돈측정기,"라돈측정기, 레이저거리측정기, 레이저수평기, 별렌치세트, 클램프미터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치,error,망치,"망치, 고무망치, 에어건, 렌치, 스크레퍼",Expecting value: line 1 column 1 (char 0),망치,False
qwen3.5:9b,망치 1개,error,그립망치,"그립망치, 빠루망치, 만능렌치, 에어건, 임팩트드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치 대,error,망치,"망치, 고무망치, 에어건, 해머드릴, 렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"망치 대,중,소",error,망치,"망치, 고무망치, 에어건, 해머드릴, 그립망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치 빠루,error,고무망치,"고무망치, 해머드릴, 망치, 빠루망치, 전동드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치 소,error,고무망치,"고무망치, 망치, 에어건, 커터, 빠루망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치 장도리,error,전선릴,"전선릴, 플라이어렌치, 굽은노즈플라이어, 와이어스트리퍼, 라쳇렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치 중,error,그립망치,"그립망치, 임팩트드릴, 빠루망치, 고무망치, 만능렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치(2),error,볼렌치세트,"볼렌치세트, 소켓렌치세트, 스패너세트, 만능렌치, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치(中),error,전동타카,"전동타카, 건타카, 니퍼, 타카핀, 강력니퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"망치(노루발o,x)",error,전동타카,"전동타카, 스패너세트, 소켓렌치세트, 만능렌치, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치(대),error,냉동라쳇렌치,"냉동라쳇렌치, 옵셋렌치, 플라이어렌치, 앤드컷팅니퍼, 다이아고날플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"망치(대, 중, 소)",error,옵셋렌치,"옵셋렌치, 냉동라쳇렌치, 플라이어렌치, 굽은노즈플라이어, 다이아고날플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"망치(대,소)",error,옵셋렌치,"옵셋렌치, 냉동라쳇렌치, 앤드컷팅니퍼, 플라이어렌치, 다이아고날플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치(소),error,전동타카,"전동타카, 건타카, 양용드라이버, 고무망치, 강력니퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치(중),error,전동타카,"전동타카, 고무망치, 건타카, 빠루망치, 만능렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치(중형) 2개,error,스패너세트,"스패너세트, 기어렌치세트, T렌치세트, 만능렌치, 목공줄",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치(함마) 중형,error,전동타카,"전동타카, 빠루망치, 건타카, 만능렌치, 강력니퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"망치, 고무망치",error,고무망치,"고무망치, 망치, 해머드릴, 전선릴, 전동드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"망치,장도리",error,망치,"망치, 고무망치, 전선릴, 옵셋렌치, 스냅링플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치/함마/장도리,error,옵셋렌치,"옵셋렌치, 충전해머드릴, 앤드컷팅니퍼, 굽은노즈플라이어, 쇠지렛대",Expecting value: line 1 column 1 (char 0),망치,False
qwen3.5:9b,망치고데기,error,굽은노즈플라이어,"굽은노즈플라이어, 스냅링플라이어, 옵셋렌치, 충전해머드릴, 쇠지렛대",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치빠루,error,고무망치,"고무망치, 망치, 빠루망치, 전동드릴, 해머드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치빠루(도규),error,전선릴,"전선릴, 전동드릴, 충전해머드릴, 굽은노즈플라이어, 고무망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,망치펜치,error,전동타카,"전동타카, 토크렌치, 편구스패너, 스크레퍼, 납볼망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,매직락 KMC-34 5.5M,error,고속절단기,"고속절단기, 클램프미터, 정밀드라이버세트, SDS드릴비트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,매직렌치,error,전선릴,"전선릴, 전동드라이버, 플라이어렌치, 옵셋렌치, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),만능렌치,False
qwen3.5:9b,매직만능렌치,error,만능렌치,"만능렌치, 빠루망치, 해머드릴, 타일컷터, 전동드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,매트,error,커터,"커터, 손타카, 니퍼, 펜치, 스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,매트리스 살균기,error,글루스틱,"글루스틱, 모종삽, 먹통, 목공줄, 고지가위",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,맥그립 화이바줄자,error,냉동라쳇렌치,"냉동라쳇렌치, 바이스그립플라이어, 앤드컷팅니퍼, 버니어캘리퍼스, 다이아고날플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,맥그립줄자(5.5m),error,클램프미터,"클램프미터, 고속절단기, 목공용드릴비트, 육각렌치세트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,맥그립줄자(7.5m),error,클램프미터,"클램프미터, 고속절단기, 목공용드릴비트, 전동공구세트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티 재봉틀,error,목공용접톱,"목공용접톱, 철공용드릴비트세트, 목공용드릴비트, 공구함세트, 드릴비트세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티고기불판,error,고지가위,"고지가위, 목공줄, 피스제거용비트, 공구세트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티공구세트,error,전동공구세트,"전동공구세트, 조합렌치세트, 멀티테스터, 공구세트, 공구함세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티손타카,error,멀티테스터,"멀티테스터, 전동공구세트, 조합렌치세트, 전동압착기, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티카터,error,전동공구세트,"전동공구세트, 정밀드라이버세트, 멀티테스터, 공구세트, 전동압착기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티커터,error,멀티테스터,"멀티테스터, 정밀드라이버세트, 전동공구세트, 공구세트, 조합렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티커터날(스매시),error,전동공구세트,"전동공구세트, 소켓렌치세트, 고속절단기, 스패너세트, 멀티테스터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티타카,error,멀티테스터,"멀티테스터, 조합렌치세트, 전동압착기, 전동공구세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티탭,error,탭세트,"탭세트, 멀티테스터, 다림추, 정밀드라이버세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멀티테스터,error,멀티테스터,"멀티테스터, 전동압착기, 조합렌치세트, 전동공구세트, T렌치세트",Expecting value: line 1 column 1 (char 0),멀티테스터,False
qwen3.5:9b,멍키렌치,error,고무망치,"고무망치, 렌치, 스크레퍼, 전선릴, 쇠지렛대",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,멍키스패너,error,굽은노즈플라이어,"굽은노즈플라이어, 플라이어, 플라이어렌치, 스냅링플라이어, 옵셋렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,메가테스터기,error,만능렌치,"만능렌치, 납볼망치, 그립망치, 타일컷터, 전동압착기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,메리 네지러,error,냉동라쳇렌치,"냉동라쳇렌치, 앤드컷팅니퍼, 다이아고날플라이어, 버니어캘리퍼스, 옵셋렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,메타보 직소,error,전지가위,"전지가위, 납볼망치, 전동압착기, 전동공구세트, 센터펀치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,면줄자,error,만능렌치,"만능렌치, 빠루망치, 그립망치, 납볼망치, 임팩트드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"면줄자(30,50M)",error,클램프미터,"클램프미터, 육각렌치세트, 고속절단기, SDS드릴비트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,면줄자(50M),error,클램프미터,"클램프미터, 육각렌치세트, SDS드릴비트, 고속절단기, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,모두의마블,error,만능렌치,"만능렌치, 해머드릴, 전선릴, 고무망치, 전동드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,모종삽,error,모종삽,"모종삽, 장도리, 스패너세트, 글루스틱, 편구스패너",Expecting value: line 1 column 1 (char 0),모종삽,False
qwen3.5:9b,모종삽(소형),error,소켓렌치세트,"소켓렌치세트, 스패너세트, 기어렌치세트, T렌치세트, 모종삽",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목고용쇠톱,error,쇠톱,"쇠톱, 원형톱, 접톱, 목공줄, 절단석",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공 고무망치,error,목공줄,"목공줄, 고무망치, 빠루망치, 만능렌치, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공 드릴비트,error,목공용드릴비트,"목공용드릴비트, 목공줄, 드릴비트세트, 철공용드릴비트, 드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공 삼각자,error,목공줄,"목공줄, 스패너세트, 기어렌치세트, T렌치세트, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공 톱날(대중소),error,쇠톱,"쇠톱, 원형톱, 목공줄, 목공톱, 접톱",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공기리,error,목공줄,"목공줄, 그립망치, 돌망치, 송풍기, 에어타카",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공본드 1개,error,목공줄,"목공줄, 만능렌치, 드릴비트, 그립망치, 빠루망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공쇠톱,error,쇠톱,"쇠톱, 원형톱, 접톱, 목공줄, 목공용접톱",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공용 끌,error,목공용드릴비트,"목공용드릴비트, 목공줄, 드릴비트세트, 철공용드릴비트, 끌세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공용 쇠톱,error,목공용접톱,"목공용접톱, 쇠톱, 원형톱, 접톱, 목공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"목공용 쇠톱(전정톱, 곡선)",error,목공용접톱,"목공용접톱, 쇠톱, 원형톱, 전정톱, 접톱",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"목공용 쇠톱(전정톱, 직선)",error,목공용접톱,"목공용접톱, 쇠톱, 전정톱, 원형톱, 접톱",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,목공용 외날톱,error,원형톱,"원형톱, 쇠톱, 접톱, 목공용접톱, 목공줄",Expecting value: line 1 column 1 (char 0),,
