Input_Name,status,rag_top1,rag_candidates,standard_name,brand,power_source,specification,fallback_used
3단핸드카트,success,핸드카트,"핸드카트, T핸드드라이버, 전동타카, 고속절단기, 절단석, 타카, 손타카, 드릴비트, SDS드릴비트, 드릴비트세트, 에어타카, 타카핀, 건타카, 드라이버세트, 볼트컷터",핸드카트,,,,False
4구 코드릴,success,충전드릴,"충전드릴, 전동드릴, 드릴비트, 해머드릴, 임팩트드릴, 드릴비트세트, 충전해머드릴, 목공용드릴비트, SDS드릴비트, 철공용드릴비트, 로터리해머드릴, 공구함, 콘크리트용드릴비트, 전선릴, 철공용드릴비트세트",전선릴,,,,False
4단 A형사다리,success,A형사다리,"A형사다리, 사다리, 원형톱, 고속절단기, 절단석, 다목적가위, F클램프, 다이아고날플라이어, 실리콘건, 다림추, 다이스세트, 배터리팩, 플라이어렌치, 목공줄, 와이어스트리퍼",A형사다리,,,4단,False
4단 사다리,success,사다리,"사다리, A형사다리, 절단석, 고속절단기, 다목적가위, 실리콘건, 다림추, 배터리팩, 점프케이블, 다이스세트, 와이어스트리퍼, 타일컷터, F클램프, 전동타카, 플라이어렌치",사다리,,,,False
4단 접이식 사다리,success,사다리,"사다리, A형사다리, 접톱, 고속절단기, 절단석, 목공용접톱, 플라이어렌치, 다목적가위, 다이아고날플라이어, 다이스세트, 와이어스트리퍼, 플라이어세트, 플라이어, 점프케이블, 레이저거리측정기",사다리,,,,False
4단사다리,success,사다리,"사다리, A형사다리, 절단석, 고속절단기, 다목적가위, 실리콘건, 다림추, 배터리팩, 다이스세트, 타일컷터, 와이어스트리퍼, 점프케이블, F클램프, 대패, 에어건",사다리,,,,False
4단접이식사다리(다목적용),success,사다리,"사다리, 다목적가위, A형사다리, 목공용접톱, 접톱, 다림추, 다이스세트, 다이아고날플라이어, 목공용드릴비트, 목공톱, 고속절단기, 목공줄, 절단석, 콘크리트용드릴비트, 양용드라이버",사다리,,,,False
4방항 냉동라쳇,success,냉동라쳇렌치,"냉동라쳇렌치, 라쳇렌치세트, 전동타카, 전동드릴, 전동드라이버, 전동공구세트, 전동압착기, 방진마스크, 라돈측정기, 플라이어렌치, 공구함, 공구함세트, 먹통, 로터리해머드릴, 열화상카메라",냉동라쳇렌치,,,,False
4방향 냉동라쳇,success,냉동라쳇렌치,"냉동라쳇렌치, 라쳇렌치세트, 전동드릴, 전동타카, 전동드라이버, 전동공구세트, 방진마스크, 전동압착기, 라돈측정기, 플라이어렌치, 만능렌치, 로터리해머드릴, 소켓렌치세트, 열화상카메라, 조합렌치세트",냉동라쳇렌치,,,,False
4인용파라솔세트,success,세트,"세트, 플라이어세트, 라쳇렌치세트, 탭세트, 드라이버세트, 공구세트, 끌세트, 철공용드릴비트세트, 비트세트, 스패너세트, T렌치세트, 공구함세트, 별렌치세트, 볼렌치세트, 전동공구세트",세트,,,,False
4인치 그라인더,success,앵글그라인더,"앵글그라인더, 그립망치, 전기인두, 샌더, 플라이어렌치, 바이스그립플라이어, 플라이어, 냉동라쳇렌치, 육각렌치, 만능렌치, 핀펀치, 기어렌치세트, 렌치, 전동드라이버, T핸드드라이버",앵글그라인더,,,,False
4인치 절단석(A형),success,절단석,"절단석, A형사다리, 고속절단기, 연마석, 원형톱, 석고대패, 앵글그라인더, 전기인두, 육각렌치, 직각자, 핀펀치, 망치, 커터칼, 돌망치, 플라이어렌치",절단석,,,4인치,False
50m 줄자,success,줄자,"줄자, 목공줄, 직각자, 자전거펌프, 임팩트드릴, 사다리, 전자산업용니퍼, 목공용드릴비트, A형사다리, 수평기, 볼트컷터, 목공톱, 케이블컷터, 클램프미터, 충전드릴",줄자,,,50m,False
50m릴선(작업선),success,전선릴,"전선릴, LED작업등, 적외선온도계, 목공용드릴비트, 목공줄, 충전드릴, 전동드릴, 철공용드릴비트, 임팩트드릴, 전자산업용니퍼, 드릴비트, 해머드릴, 충전해머드릴, 철공용드릴비트세트, 드릴비트세트",전선릴,,,,False
5단 사다리,success,사다리,"사다리, A형사다리, 절단석, 고속절단기, 다목적가위, 실리콘건, 다림추, 다이스세트, 배터리팩, 로터리해머드릴, 다이아고날플라이어, 쇠톱, 점프케이블, 와이어스트리퍼, 콘크리트니퍼",사다리,,,,False
6각 렌치,success,육각렌치,"육각렌치, 육각렌치세트, 렌치, 만능렌치, 옵셋렌치, 별렌치세트, 볼렌치, 몽키렌치, 냉동라쳇렌치, 라쳇렌치세트, 소켓렌치세트, 토크렌치, 조합렌치세트, 플라이어렌치, 볼렌치세트",육각렌치,,,,False
6각 링고리 세트,success,육각렌치세트,"육각렌치세트, 세트, 비트세트, 탭세트, 공구세트, 끌세트, 콘크리트드릴비트세트, 스패너세트, 기어렌치세트, 드릴비트세트, 별렌치세트, 전동공구세트, 다이스세트, 공구함세트, 볼렌치세트",육각렌치세트,,,,False
6각렌치세트 1개,success,육각렌치세트,"육각렌치세트, 육각렌치, 별렌치세트, 소켓렌치세트, 라쳇렌치세트, 조합렌치세트, 볼렌치세트, 기어렌치세트, T렌치세트, 렌치, 만능렌치, 옵셋렌치, 세트, 냉동라쳇렌치, 몽키렌치",육각렌치세트,,,,False
6각렌치세트 9개,success,육각렌치세트,"육각렌치세트, 육각렌치, 별렌치세트, 소켓렌치세트, 조합렌치세트, 라쳇렌치세트, 기어렌치세트, 볼렌치세트, T렌치세트, 렌치, 만능렌치, 옵셋렌치, 세트, 냉동라쳇렌치, 몽키렌치",육각렌치세트,,,,False
6단 사다리,success,사다리,"사다리, A형사다리, 절단석, 고속절단기, 다목적가위, 실리콘건, 다이스세트, 배터리팩, 다림추, 육각렌치, 로터리해머드릴, 목공줄, 다이아고날플라이어, 점프케이블, 쇠톱",사다리,,,,False
8인치 펜치,success,펜치,"펜치, 렌치, 망치, 핀펀치, 만능렌치, 옵셋렌치, 토크렌치, 육각렌치, 그립망치, 볼렌치, 몽키렌치, 별렌치세트, 센터펀치, 플라이어렌치, 고무망치",펜치,,,8인치,False
8피스 플라이어세트,success,플라이어세트,"플라이어세트, 플라이어, 플라이어렌치, 스냅링플라이어, 롱노즈플라이어, 바이스그립플라이어, 굽은노즈플라이어, 워터펌프플라이어, 다이아고날플라이어, 드라이버세트, 피스제거용비트, 다이스세트, 스패너세트, 세트, 공구세트",플라이어세트,,,,False
?드펌프,success,에어펌프,"에어펌프, 자전거펌프, 워터펌프플라이어, F클램프, 클램프미터, 안전로프, 파이프렌치, 드라이버, 핸드카트, T핸드드라이버, 점프케이블, 에어컴프레서, 앤드컷팅니퍼, 드릴비트, SDS드릴비트",에어펌프,,,,False
?치,success,펜치,"펜치, 렌치, 망치, 볼렌치, 핀펀치, 돌망치, 가스토치, 토크렌치, 센터펀치, 그립망치, 몽키렌치, 옵셋렌치, 만능렌치, 육각렌치, 고무망치",망치,,,,False
A형 4단 사다리,success,A형사다리,"A형사다리, 사다리, 원형톱, 고속절단기, 절단석, 다목적가위, 실리콘건, 다림추, F클램프, 배터리팩, 다이아고날플라이어, 와이어스트리퍼, 다이스세트, 레이저거리측정기, 타일컷터",A형사다리,,,,False
A형 6단 사다리,success,A형사다리,"A형사다리, 사다리, 원형톱, 고속절단기, 절단석, 다목적가위, 배터리팩, 다이아고날플라이어, 로터리해머드릴, 육각렌치, 목공줄, 다림추, 실리콘건, 다이스세트, 레이저거리측정기",A형사다리,,,,False
A형 사다리,success,A형사다리,"A형사다리, 사다리, 원형톱, 다목적가위, 다림추, 배터리팩, 다이아고날플라이어, 다이스세트, 와이어스트리퍼, 로터리해머드릴, 레이저거리측정기, 콘크리트니퍼, 실리콘건, 줄자, 목공줄",A형사다리,,,,False
A형사다리(1.45M),success,A형사다리,"A형사다리, 사다리, 원형톱, 다목적가위, 다이아고날플라이어, 레이저거리측정기, 목공줄, 와이어스트리퍼, 콘크리트니퍼, 배터리팩, 로터리해머드릴, 줄자, 다림추, 수평기, 점프케이블",A형사다리,,,1.45M,False
BOMANN 전동드릴,success,전동드릴,"전동드릴, 전동드라이버, 충전드릴, 전동타카, 전동압착기, 전동공구세트, 임팩트드릴, 충전해머드릴, 해머드릴, 목공용드릴비트, 철공용드릴비트, 로터리해머드릴, 드릴비트, 철공용드릴비트세트, 전선릴",전동드릴,보만(BOMANN),,,False
BOSCH GSB18V-21,success,SDS드릴비트,"SDS드릴비트, PVC컷터, 고압세척기, 바이스그립플라이어, 다목적가위, LED손전등, 송풍기, 글루스틱, 스프링배관청소기, 고속절단기, 철판가위, 테이블톱, 왕복톱(레시프로쏘), 철공용드릴비트세트, 그립망치",SDS드릴비트,보쉬(BOSCH),충전식(무선),,False
BOSCH Professional 전동드라이브,success,전동드라이버,"전동드라이버, 전동드릴, 드라이버, 전동타카, 전동압착기, 전동공구세트, 드라이버세트, 양용드라이버, T핸드드라이버, 충전임팩트드라이버, 정밀드라이버세트, PVC컷터, 임팩트드라이버, SDS드릴비트, 충전드릴",전동드라이버,보쉬(BOSCH),,,False
BOSCH 엑세서리 드릴 세트,success,드릴비트세트,"드릴비트세트, 콘크리트드릴비트세트, 철공용드릴비트세트, SDS드릴비트, 세트, 임팩트드릴, 공구세트, 충전드릴, 전동드릴, 드라이버세트, 끌세트, 탭세트, 공구함세트, 드릴비트, 콘크리트용드릴비트",드릴비트세트,보쉬(BOSCH),,,False
BOSCH 전동드릴,success,전동드릴,"전동드릴, 전동드라이버, 충전드릴, SDS드릴비트, 전동압착기, 전동타카, 전동공구세트, 임팩트드릴, 해머드릴, 충전해머드릴, 목공용드릴비트, 철공용드릴비트, 전선릴, 철공용드릴비트세트, 드릴비트",전동드릴,보쉬(BOSCH),,,False
F 클램프,success,F클램프,"F클램프, 클램프미터, 점프케이블, 자전거펌프, 에어펌프, 안전로프, 파이프렌치, 워터펌프플라이어, 그립망치, 에어컴프레서, 플라이어렌치, 스프링배관청소기, 핀펀치, 스냅링플라이어, T핸드드라이버",F클램프,,,,False
HSS쇠톱날,success,쇠톱,"쇠톱, SDS드릴비트, 쇠지렛대, 접톱, 톱, 전정톱, 목공톱, 원형톱, 테이블톱, 목공용접톱, 다이아고날플라이어, 왕복톱(레시프로쏘), 육각렌치, 그립망치, 전동드릴",쇠톱,,,,False
Kamaki 전지가위(굵은 가지용),success,전지가위,"전지가위, 고지가위, 다목적가위, 철판가위, 쇠지렛대, 전정톱, 전동타카, 전동압착기, 가스토치, 디지털수평기, 전동공구세트, 충전해머드릴, 검전기, 충전드릴, 목공용접톱",전지가위,카마키(Kamaki),, 굵은 가지용,False
Kamaki 전지가위(잔 가지용),success,전지가위,"전지가위, 고지가위, 다목적가위, 철판가위, 쇠지렛대, 전동타카, 전정톱, 가스토치, 전동압착기, 디지털수평기, 충전해머드릴, 전동공구세트, 충전드릴, 검전기, 자전거펌프",전지가위,카마키(Kamaki),,,False
LCD전자 현미경,success,LED손전등,"LED손전등, 전자산업용니퍼, LED투광기, LED작업등, 보안경, PVC컷터, 클램프미터, 자전거펌프, 직각자, 줄자, 검전기, SDS드릴비트, 전기인두, 전선릴, 전동드릴",보안경,,,,False
LED 랜턴,success,LED손전등,"LED손전등, LED작업등, LED투광기, 렌치, 냉동라쳇렌치, 라쳇렌치세트, 라돈측정기, 만능렌치, 옵셋렌치, 레이저거리측정기, 별렌치세트, 플라이어렌치, 소켓렌치세트, 육각렌치, 테이블톱",LED손전등,,,,False
LED 작업등,success,LED작업등,"LED작업등, LED손전등, LED투광기, 전자산업용니퍼, 안전장갑, 전동공구세트, 열화상카메라, 별렌치세트, SDS드릴비트, 공구세트, 만능렌치, 조합렌치세트, 목공톱, 다목적가위, 공구함",LED작업등,,,,False
LED 투광기,success,LED투광기,"LED투광기, LED작업등, LED손전등, 레이저수평기, 전동압착기, 수평기, 라돈측정기, 레이저거리측정기, 고속절단기, 직소기, 검전기, 송풍기, 디지털수평기, 열풍기, 전기인두",LED투광기,,,,False
LED 포토박스,success,LED손전등,"LED손전등, LED작업등, LED투광기, 가스토치, 토크렌치, 열화상카메라, SDS드릴비트, 배터리팩, 다이스세트, 멀티테스터, 스패너세트, 스크레퍼, 스냅링플라이어, 비트세트, 테이블톱",LED작업등,,,,False
LED등,success,LED손전등,"LED손전등, LED작업등, LED투광기, SDS드릴비트, 안전장갑, 렌치, 별렌치세트, 옵셋렌치, 핸드카트, 열화상카메라, 케이블컷터, 라쳇렌치세트, 사다리, 냉동라쳇렌치, 소켓렌치세트",LED손전등,,,,False
LED랜턴,success,LED손전등,"LED손전등, LED작업등, LED투광기, 렌치, 냉동라쳇렌치, 라쳇렌치세트, 라돈측정기, SDS드릴비트, 레이저거리측정기, 옵셋렌치, 별렌치세트, 플라이어렌치, 만능렌치, 소켓렌치세트, 육각렌치",LED손전등,,,,False
LED램프,success,LED손전등,"LED손전등, LED작업등, LED투광기, F클램프, 클램프미터, 에어펌프, 자전거펌프, 안전로프, 점프케이블, 파이프렌치, 워터펌프플라이어, 렌치, 에어컴프레서, 옵셋렌치, 냉동라쳇렌치",LED손전등,,,,False
LED작업등,success,LED작업등,"LED작업등, LED손전등, LED투광기, 전자산업용니퍼, SDS드릴비트, 안전장갑, 전동공구세트, 열화상카메라, 목공톱, 만능렌치, 조합렌치세트, 별렌치세트, 공구세트, 목공용접톱, 공구함",LED작업등,,,,False
LED작업등(충전용),success,LED작업등,"LED작업등, LED손전등, LED투광기, 충전드릴, 충전해머드릴, 충전임팩트드라이버, 전자산업용니퍼, 양용드라이버, 철공용드릴비트, 안전장갑, 목공용접톱, 전동공구세트, 목공용드릴비트, 전정톱, 철공용드릴비트세트",LED작업등,,충전식,,False
LED충전작업등,success,LED작업등,"LED작업등, LED손전등, LED투광기, 충전드릴, 충전해머드릴, 충전임팩트드라이버, 전자산업용니퍼, 전정톱, 안전장갑, 전동공구세트, 전동압착기, SDS드릴비트, 전동타카, 전지가위, 검전기",LED작업등,,충전식,,False
LED후레쉬,success,LED손전등,"LED손전등, LED투광기, LED작업등, 레이저수평기, 레이저거리측정기, 에어컴프레서, 왕복톱(레시프로쏘), SDS드릴비트, 스크레퍼, 옵셋렌치, 별렌치세트, 육각렌치, 렌치, 토크렌치, 파이프렌치",LED손전등,,,,False
LS 사다리 3단,success,사다리,"사다리, A형사다리, SDS드릴비트, 절단석, 고속절단기, LED투광기, LED작업등, LED손전등, 다목적가위, 다이스세트, 실리콘건, 레이저거리측정기, 다림추, 로터리해머드릴, 롱노즈플라이어",사다리,LS,,3단,False
LS사다리,success,사다리,"사다리, A형사다리, SDS드릴비트, 다이스세트, LED손전등, LED작업등, LED투광기, 로터리해머드릴, 레이저수평기, 다목적가위, 롱노즈플라이어, 다림추, 레이저거리측정기, 배터리팩, 장도리",사다리,LS,,,False
LS사다리(1),success,사다리,"사다리, A형사다리, SDS드릴비트, 다이스세트, LED손전등, 로터리해머드릴, LED작업등, LED투광기, 다림추, 다목적가위, 배터리팩, 롱노즈플라이어, 레이저수평기, 레이저거리측정기, 실리콘건",사다리,LS,,,False
LS사다리(3단),success,사다리,"사다리, A형사다리, SDS드릴비트, 절단석, 고속절단기, LED손전등, LED투광기, LED작업등, 다이스세트, 다목적가위, 레이저거리측정기, 로터리해머드릴, 실리콘건, 다림추, 롱노즈플라이어",사다리,LS,,3단,False
L렌지세트,success,T렌치세트,"T렌치세트, 볼렌치세트, 별렌치세트, 세트, 육각렌치세트, 소켓렌치세트, 기어렌치세트, 라쳇렌치세트, 조합렌치세트, 탭세트, 끌세트, 비트세트, 공구세트, 스패너세트, 드릴비트세트",T렌치세트,,,,False
L렌지셋트,success,옵셋렌치,"옵셋렌치, T렌치세트, 별렌치세트, 볼렌치세트, 소켓렌치세트, 육각렌치세트, 라쳇렌치세트, 기어렌치세트, 조합렌치세트, 렌치, LED손전등, 쇠지렛대, 전지가위, 세트, 고지가위",T렌치세트,,,,False
L렌치 세트,success,T렌치세트,"T렌치세트, 볼렌치세트, 별렌치세트, 라쳇렌치세트, 육각렌치세트, 조합렌치세트, 기어렌치세트, 소켓렌치세트, 렌치, 세트, 볼렌치, 몽키렌치, 만능렌치, 육각렌치, 토크렌치",T렌치세트,,,,False
L렌치세트,success,T렌치세트,"T렌치세트, 볼렌치세트, 별렌치세트, 라쳇렌치세트, 조합렌치세트, 기어렌치세트, 육각렌치세트, 소켓렌치세트, 렌치, 세트, 볼렌치, 만능렌치, 몽키렌치, 육각렌치, 옵셋렌치",T렌치세트,,,,False
L렌치세트(9pcs),success,T렌치세트,"T렌치세트, 별렌치세트, 볼렌치세트, 라쳇렌치세트, 기어렌치세트, 조합렌치세트, 육각렌치세트, 소켓렌치세트, 렌치, 세트, 만능렌치, 볼렌치, 육각렌치, 옵셋렌치, 몽키렌치",조합렌치세트,,,,False
L형 랜치세트,success,볼렌치세트,"볼렌치세트, 별렌치세트, T렌치세트, 라쳇렌치세트, 소켓렌치세트, 육각렌치세트, 기어렌치세트, 조합렌치세트, 세트, 탭세트, 끌세트, 공구세트, 비트세트, 공구함세트, 스패너세트",볼렌치세트,,,,False
L형 렌치세트,success,별렌치세트,"별렌치세트, 라쳇렌치세트, T렌치세트, 조합렌치세트, 육각렌치세트, 소켓렌치세트, 볼렌치세트, 기어렌치세트, 렌치, 만능렌치, 옵셋렌치, 세트, 육각렌치, 볼렌치, 몽키렌치",렌치,,,,False
L형 렌치세트,success,별렌치세트,"별렌치세트, 라쳇렌치세트, T렌치세트, 조합렌치세트, 육각렌치세트, 소켓렌치세트, 볼렌치세트, 기어렌치세트, 렌치, 만능렌치, 옵셋렌치, 세트, 육각렌치, 볼렌치, 몽키렌치",렌치,,,,False
L형 렌치세트(9pcs),success,별렌치세트,"별렌치세트, 라쳇렌치세트, 조합렌치세트, 소켓렌치세트, 육각렌치세트, 볼렌치세트, 기어렌치세트, T렌치세트, 렌치, 만능렌치, 옵셋렌치, 육각렌치, 세트, 볼렌치, 냉동라쳇렌치",렌치,,,,False
L형 렌치센트,success,렌치,"렌치, 만능렌치, 라쳇렌치세트, 별렌치세트, 육각렌치, 육각렌치세트, 옵셋렌치, T렌치세트, 볼렌치세트, 조합렌치세트, 소켓렌치세트, 볼렌치, 기어렌치세트, 토크렌치, 센터펀치",렌치,,,,False
N플러스 보행보조차,success,보안경,"보안경, 스냅링플라이어, 조합렌치세트, 바이스그립플라이어, 플라이어세트, 플라이어, 스패너세트, 플라이어렌치, 스패너, 다이스세트, 굽은노즈플라이어, 롱노즈플라이어, 버니어캘리퍼스, 글루스틱, 워터펌프플라이어",보안경,,,,False
OS-265,success,SDS드릴비트,"SDS드릴비트, 다이스세트, 배터리팩, 옵셋렌치, 드라이버세트, 비트세트, 드라이버, 디지털수평기, 스냅링플라이어, 충전임팩트드라이버, 드릴비트, 철공용드릴비트세트, 레이저수평기, 드릴비트세트, 정밀드라이버세트",옵셋렌치,,,,False
PIPE렌치,success,렌치,"렌치, 파이프렌치, PVC컷터, 토크렌치, 옵셋렌치, 육각렌치, 몽키렌치, 볼렌치, 만능렌치, 플라이어렌치, 별렌치세트, 볼렌치세트, 기어렌치세트, 소켓렌치세트, 육각렌치세트",파이프렌치,,,,False
PVC 카타,success,PVC컷터,"PVC컷터, 전동타카, 타카, 에어타카, 건타카, 손타카, 타카핀, 핸드카트, 타일컷터, 열화상카메라, 카운터싱크, 케이블컷터, 전동공구세트, 전동압착기, 커터",PVC컷터,,,,False
PVC카타,success,PVC컷터,"PVC컷터, 전동타카, 타카, 에어타카, 건타카, 핸드카트, 손타카, 타카핀, 타일컷터, 열화상카메라, 케이블컷터, 카운터싱크, 볼트컷터, 전동공구세트, 피스제거용비트",PVC컷터,,,,False
PVC카터,success,PVC컷터,"PVC컷터, 커터, 핸드카트, 케이블컷터, 볼트컷터, 전동타카, 타일컷터, 카운터싱크, 커터칼, 타카, 배터리팩, 클램프미터, 열화상카메라, 에어타카, 멀티테스터",PVC컷터,,,,False
PVC커타,success,PVC컷터,"PVC컷터, 커터, 커터칼, 전동타카, 타일컷터, 타카, 에어타카, 건타카, 케이블컷터, 손타카, 타카핀, 볼트컷터, 고속절단기, 피스제거용비트, 핸드카트",PVC컷터,,,,False
PVC타카,success,PVC컷터,"PVC컷터, 전동타카, 타카, 손타카, 건타카, 에어타카, 타카핀, 타일컷터, 핸드카트, 카운터싱크, 열화상카메라, 고속절단기, 전정톱, 점프케이블, 전동압착기",PVC컷터,,,,False
SB 수평,success,수평기,"수평기, 레이저수평기, 디지털수평기, SDS드릴비트, 바이스그립플라이어, 스냅링플라이어, 스패너, 스프링배관청소기, 테이블톱, 스크레퍼, 임팩트드릴, 사다리, 버니어캘리퍼스, 스패너세트, T핸드드라이버",수평기,,,,False
SDS 기리,success,SDS드릴비트,"SDS드릴비트, 실리콘건, LED투광기, 장도리, 송풍기, 레이저거리측정기, 기어렌치세트, 사다리, 직소기, 수평기, 고압세척기, 열풍기, LED손전등, 디지털수평기, 도끼",SDS드릴비트,,,,False
SDS 앙카드릴,success,SDS드릴비트,"SDS드릴비트, 전동드릴, 충전드릴, 임팩트드릴, 해머드릴, 충전해머드릴, 로터리해머드릴, 목공용드릴비트, 콘크리트드릴비트세트, 핸드카트, 드릴비트세트, 드릴비트, 콘크리트용드릴비트, 철공용드릴비트, 철공용드릴비트세트",SDS드릴비트,,,,False
SDS기리 (14×160),success,SDS드릴비트,"SDS드릴비트, LED투광기, 실리콘건, 레이저거리측정기, 디지털수평기, 수평기, LED손전등, 직소기, 송풍기, 레이저수평기, 전동압착기, LED작업등, 고속절단기, 장도리, 기어렌치세트",SDS드릴비트,,,14×160,False
SDS기리 (17×210),success,SDS드릴비트,"SDS드릴비트, LED투광기, 레이저거리측정기, 직소기, 실리콘건, 송풍기, LED손전등, 전동압착기, 열풍기, 디지털수평기, 수평기, 장도리, 사다리, 기어렌치세트, 콘크리트드릴비트세트",SDS드릴비트,,,17×210,False
SDS척,success,SDS드릴비트,"SDS드릴비트, 고압세척기, LED손전등, LED투광기, 핸드카트, LED작업등, 다이스세트, 드릴비트, 드릴비트세트, 볼트컷터, 목공용드릴비트, 안전장갑, PVC컷터, 도끼, 전동드릴",SDS드릴비트,,,,False
T렌치 세트,success,T렌치세트,"T렌치세트, 별렌치세트, 볼렌치세트, 소켓렌치세트, 육각렌치세트, 기어렌치세트, 조합렌치세트, 라쳇렌치세트, 렌치, 세트, 토크렌치, 몽키렌치, 탭세트, 육각렌치, 볼렌치",T렌치세트,,,,False
T자,success,줄자,"줄자, 직각자, T핸드드라이버, T렌치세트, 자전거펌프, 전자산업용니퍼, 타카, 톱, 손타카, 토크렌치, 전동타카, 타일컷터, 건타카, 타카핀, 에어타카",줄자,,,,False
T핸드 드라이버,success,T핸드드라이버,"T핸드드라이버, 드라이버, 전동드라이버, 양용드라이버, 임팩트드라이버, 드라이버세트, 핸드카트, 정밀드라이버세트, 충전임팩트드라이버, 플라이어, 플라이어렌치, 스냅링플라이어, 드릴비트, T렌치세트, 롱노즈플라이어",T핸드드라이버,,,,False
T핸드드라이버,success,T핸드드라이버,"T핸드드라이버, 드라이버, 양용드라이버, 전동드라이버, 임팩트드라이버, 핸드카트, 드라이버세트, 정밀드라이버세트, 충전임팩트드라이버, 플라이어, 스냅링플라이어, 플라이어렌치, 드릴비트, T렌치세트, 워터펌프플라이어",T핸드드라이버,,,,False
T형 드라이버핸들,success,T핸드드라이버,"T핸드드라이버, 드라이버, 드라이버세트, 양용드라이버, 전동드라이버, 임팩트드라이버, 정밀드라이버세트, 충전임팩트드라이버, 핸드카트, 플라이어, 플라이어렌치, 원형톱, A형사다리, T렌치세트, 스냅링플라이어",T핸드드라이버,,,,False
USB몰래카메라탐지기,success,열화상카메라,"열화상카메라, SDS드릴비트, 라돈측정기, 디지털수평기, 전동타카, 레이저거리측정기, LED투광기, 쇠지렛대, 전동압착기, 핸드카트, 전지가위, 타카, 검전기, 충전임팩트드라이버, 고속절단기",열화상카메라,,,,False
VIP 공구세트 (20PCS),success,공구세트,"공구세트, 전동공구세트, 공구함세트, PVC컷터, 공구함, 세트, 스패너세트, 철공용드릴비트세트, 탭세트, 플라이어세트, 비트세트, 끌세트, 드라이버세트, 볼렌치세트, SDS드릴비트",공구세트,,,,False
X100Ti,success,T핸드드라이버,"T핸드드라이버, T렌치세트, 충전임팩트드라이버, 고속절단기, 임팩트드라이버, 열풍기, 돌망치, F클램프, 육각렌치, 토크렌치, 배터리팩, 직각자, 임팩트드릴, 전동타카, 전동드라이버",임팩트드라이버,,,,False
[고장]그라인더,success,앵글그라인더,"앵글그라인더, 샌더, 그립망치, 고무망치, 고지가위, 고속절단기, 바이스그립플라이어, 고압세척기, 플라이어, 플라이어렌치, 장도리, 안전장갑, 다이아고날플라이어, 석고대패, 드라이버",앵글그라인더,,,,False
[보쉬]테이블쏘(10인치),success,테이블톱,"테이블톱, 케이블컷터, 점프케이블, 왕복톱(레시프로쏘), 보안경, 볼렌치세트, 멀티테스터, 펜치, 플라이어렌치, 볼렌치, 가스토치, 전기인두, 렌치, 파이프렌치, 토크렌치",테이블톱,보쉬(BOSCH),유선,10인치,False
bosch,success,볼렌치,"볼렌치, 볼렌치세트, 렌치, 목공톱, 바이스그립플라이어, 볼트컷터, 가스토치, 송풍기, 펜치, 도끼, 톱, 토크렌치, 사다리, 목공줄, 배터리팩",볼렌치,보쉬(BOSCH),,,False
bosch2(무선전동드릴),success,전동드릴,"전동드릴, 충전드릴, 전동드라이버, 전선릴, 임팩트드릴, 전동압착기, 충전해머드릴, 전동타카, 해머드릴, 전동공구세트, 목공용드릴비트, 철공용드릴비트, 철공용드릴비트세트, 드릴비트, SDS드릴비트",전동드릴,보쉬(BOSCH),충전식(무선),,False
bosch3(무선전동드릴),success,전동드릴,"전동드릴, 충전드릴, 전동드라이버, 전선릴, 임팩트드릴, 전동압착기, 충전해머드릴, 전동타카, 전동공구세트, 해머드릴, 목공용드릴비트, 철공용드릴비트, 철공용드릴비트세트, 드릴비트, SDS드릴비트",전동드릴,보쉬(BOSCH),충전식(무선),,False
led 작업등,success,LED작업등,"LED작업등, LED손전등, 전자산업용니퍼, LED투광기, 전동공구세트, 안전장갑, 별렌치세트, 공구세트, 열화상카메라, 조합렌치세트, 냉동라쳇렌치, 라쳇렌치세트, 공구함, 다목적가위, 목공용접톱",LED작업등,,,,False
led손전등,success,LED손전등,"LED손전등, LED작업등, 손타카, 전정톱, 안전장갑, 전선릴, LED투광기, 전기인두, 전동공구세트, 전동타카, 안전모, 전동드릴, 안전로프, 전지가위, 검전기",LED손전등,,,,False
pvc파이프커터,success,커터,"커터, 파이프렌치, 커터칼, PVC컷터, 케이블컷터, 워터펌프플라이어, 점프케이블, 클램프미터, 볼트컷터, 타일컷터, 에어펌프, F클램프, 자전거펌프, 와이어스트리퍼, 스프링배관청소기",PVC컷터,,,,False
ttc 펜치(6인치),success,펜치,"펜치, 렌치, 토크렌치, 망치, 육각렌치, 핀펀치, 옵셋렌치, T렌치세트, 만능렌치, 그립망치, 몽키렌치, 별렌치세트, 센터펀치, 육각렌치세트, 볼렌치",펜치,TTC,,6인치,False
usb 충전식 드라이버,success,충전임팩트드라이버,"충전임팩트드라이버, 드라이버, 전동드라이버, 양용드라이버, 충전드릴, 드라이버세트, 임팩트드라이버, T핸드드라이버, 충전해머드릴, 정밀드라이버세트, 플라이어, 바이스그립플라이어, 플라이어렌치, 롱노즈플라이어, 스냅링플라이어",충전임팩트드라이버,,충전식(무선),,False
utp케이블타카,success,점프케이블,"점프케이블, 케이블컷터, 타카, 전동타카, 건타카, 손타카, 타카핀, 에어타카, 테이블톱, 타일컷터, 핸드카트, 카운터싱크, 충전임팩트드라이버, T핸드드라이버, 임팩트드라이버",타카,,,,False
