input_name,standard_name_gt,dirty_type,llm_output,llm_raw,exact_match,nearest_name,nearest_sim,nearest_correct
드릴비트세트,드릴비트세트,세트/구성품,드릴비트세트,드릴비트세트,True,드릴비트세트,1.0,True
드릴비트 세트,드릴비트세트,세트/구성품,드릴비트 세트,드릴비트 세트,False,드릴비트세트,0.923,True
비트세트,비트세트,세트/구성품,비트 세트,비트 세트,False,비트세트,0.889,True
기리세트,드릴비트세트,일본어 잔재,,,False,A형사다리,0.0,False
기리셋트,드릴비트세트,일본어 잔재,드릴비트세트,드릴비트세트,True,드릴비트세트,1.0,True
기리세트(10p),드릴비트세트,일본어 잔재,기리 세트,기리 세트,False,세트,0.571,False
12P 3종 기리세트(육각씽크),드릴비트세트,일본어 잔재,육각 씽크 기리 세트,육각 씽크 기리 세트,False,육각렌치세트,0.471,False
(40)철기리 세트,철공용드릴비트세트,메타데이터,철기리 세트,철기리 세트,False,세트,0.5,False
철판드릴비트,철공용드릴비트,오탈자,철판드릴비트,철판드릴비트,False,드릴비트,0.8,False
(37)드릴날 세트(콘크리트용),콘크리트드릴비트세트,메타데이터,콘크리트 드릴날 세트,콘크리트 드릴날 세트,False,콘크리트드릴비트세트,0.762,True
SDS 기리,SDS드릴비트,일본어 잔재,,,False,A형사다리,0.0,False
SDS기리 (14×160),SDS드릴비트,일본어 잔재,,,False,A형사다리,0.0,False
보쉬 비트세트(100PCS),비트세트,브랜드 혼입,비트 세트,비트 세트,False,비트세트,0.889,True
보쉬멀티기리세트,드릴비트세트,일본어 잔재,드릴비트세트,드릴비트세트,True,드릴비트세트,1.0,True
BOSCH 엑세서리 드릴 세트,드릴비트세트,브랜드 혼입,드릴 비트 세트,드릴 비트 세트,False,드릴비트세트,0.857,True
아임삭 비트세트,비트세트,브랜드 혼입,비트세트,비트세트,True,비트세트,1.0,True
피스제거용비트,피스제거용비트,오탈자,피스 제거 비트,피스 제거 비트,False,피스제거용비트,0.8,True
마모된 피스제거용 비트,피스제거용비트,오탈자,피스 제거 비트,피스 제거 비트,False,피스제거용비트,0.8,True
18V 밧데리(디월트),배터리팩,브랜드 혼입,충전지,"충전지

공구명: 드릴 비트 세트(디월트)
표준 공구명:",False,충전드릴,0.571,False
사다리,사다리,오탈자,사다리,사다리,True,사다리,1.0,True
2단 사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
2단사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
3단 사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
3단사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
3단 사다리(접이식),사다리,속성 기입,접이식 사다리,접이식 사다리,False,사다리,0.6,True
4단 사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
4단사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
5단 사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
A형 사다리,A형사다리,오탈자,사다리,사다리,False,사다리,1.0,False
A형 4단 사다리,A형사다리,속성 기입,사다리,사다리,False,사다리,1.0,False
LS 사다리 3단,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
LS사다리,사다리,오탈자,사다리,사다리,True,사다리,1.0,True
LS사다리(3단),사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
가정용 사다리,사다리,오탈자,사다리,사다리,True,사다리,1.0,True
A형사다리(1.45M),A형사다리,특수기호,사다리,사다리,False,사다리,1.0,False
공구세트,공구세트,세트/구성품,공구 세트,공구 세트,False,공구세트,0.889,True
공구셋트,공구세트,오탈자,공구 세트,공구 세트,False,공구세트,0.889,True
가정용 공구세트,공구세트,세트/구성품,공구 세트,공구 세트,False,공구세트,0.889,True
가정용공구세트(18pcs),공구세트,영문/약어,공구세트,공구세트,True,공구세트,1.0,True
가정용공구세트(25pcs),공구세트,영문/약어,공구세트,공구세트,True,공구세트,1.0,True
공구세트(대)-139pcs,공구세트,영문/약어,공구세트,공구세트,True,공구세트,1.0,True
공구세트(JAYA JTS80),공구세트,영문/약어,공구 세트,공구 세트,False,공구세트,0.889,True
공구세트(대)-HARDEN,공구세트,영문/약어,공구세트(대)-경화,공구세트(대)-경화,False,공구세트,0.571,True
공구셋트SMATO(16),공구세트,영문/약어,공구 세트,공구 세트,False,공구세트,0.889,True
공구셋트SMATO(25),공구세트,영문/약어,공구세트,공구세트,True,공구세트,1.0,True
VIP 공구세트 (20PCS),공구세트,영문/약어,공구 세트,공구 세트,False,공구세트,0.889,True
보쉬 수공구세트,공구세트,브랜드 혼입,수공구 세트,수공구 세트,False,공구세트,0.8,True
세신 가정용 공구 세트,공구세트,브랜드 혼입,,,False,A형사다리,0.0,False
세신공구세트,공구세트,브랜드 혼입,,,False,A형사다리,0.0,False
디월트 공구함세트,공구함세트,브랜드 혼입,공구함 세트,공구함 세트,False,공구함세트,0.909,True
공구함키트박스(디월트),공구함,브랜드 혼입,공구함 키트 박스,공구함 키트 박스,False,공구함세트,0.571,False
보쉬 전동공구세트,전동공구세트,브랜드 혼입,전동공구세트,전동공구세트,True,전동공구세트,1.0,True
LED 작업등,LED작업등,영문/약어,LED 작업등,LED 작업등,False,LED작업등,0.923,True
LED작업등,LED작업등,영문/약어,LED 작업등,LED 작업등,False,LED작업등,0.923,True
led 작업등,LED작업등,영문/약어,LED 작업등,LED 작업등,False,LED작업등,0.923,True
LED작업등(충전용),LED작업등,동력원 명시,LED 작업등,LED 작업등,False,LED작업등,0.923,True
LED충전작업등,LED작업등,동력원 명시,LED 작업등,LED 작업등,False,LED작업등,0.923,True
LED 랜턴,LED손전등,영문/약어,LED 랜턴,LED 랜턴,False,LED투광기,0.5,False
LED랜턴,LED손전등,영문/약어,LED 작업등,LED 작업등,False,LED작업등,0.923,False
LED 손전등,LED손전등,영문/약어,손전등,손전등,False,LED손전등,0.667,True
led손전등,LED손전등,영문/약어,손전등,손전등,False,LED손전등,0.667,True
LED후레쉬,LED손전등,영문/약어,LED 손전지,LED 손전지,False,LED손전등,0.769,True
(18)손전등,LED손전등,메타데이터,손전등,손전등,False,LED손전등,0.667,True
랜턴,LED손전등,기타,,,False,A형사다리,0.0,False
LED 투광기,LED투광기,영문/약어,투광기,투광기,False,LED투광기,0.667,True
에어콤프레셔,에어컴프레서,동력원 명시,공기 압축기,공기 압축기,False,검전기,0.222,False
콤프레셔,에어컴프레서,오탈자,에어 컴프레서,에어 컴프레서,False,에어컴프레서,0.923,True
에어건,에어건,동력원 명시,에어건,에어건,True,에어건,1.0,True
에어펌프,에어펌프,동력원 명시,에어 컴프레서,에어 컴프레서,False,에어컴프레서,0.923,False
(45)에어펌프(자전거 공기주입기),자전거펌프,메타데이터,에어펌프,에어펌프,False,에어펌프,1.0,False
자전거펌프,자전거펌프,오탈자,공기 펌프,공기 펌프,False,에어펌프,0.444,False
자전거 펌프,자전거펌프,오탈자,공기 펌프,공기 펌프,False,에어펌프,0.444,False
전선릴,전선릴,오탈자,전선통,전선통,False,전선릴,0.667,True
전기릴선,전선릴,오탈자,전선,전선,False,전선릴,0.8,True
50m릴선(작업선),전선릴,속성 기입,릴선,릴선,False,전선릴,0.4,True
30M 작업닐선,전선릴,속성 기입,작업닐선,작업닐선,False,LED작업등,0.4,False
4구 코드릴,전선릴,오탈자,,,False,A형사다리,0.0,False
스트리퍼,와이어스트리퍼,오탈자,와이어 스트리퍼,와이어 스트리퍼,False,와이어스트리퍼,0.933,True
백터스트리퍼,와이어스트리퍼,오탈자,와이어 스트리퍼,와이어 스트리퍼,False,와이어스트리퍼,0.933,True
스프링청소기,스프링배관청소기,오탈자,,,False,A형사다리,0.0,False
점프선,점프케이블,오탈자,점프선,점프선,False,점프케이블,0.5,True
점프선(3M),점프케이블,속성 기입,점프선,점프선,False,점프케이블,0.5,True
드라이버,드라이버,오탈자,드라이버,드라이버,True,드라이버,1.0,True
겸용드라이버,양용드라이버,오탈자,드라이버,드라이버,False,드라이버,1.0,False
(42)양용드라이버,양용드라이버,메타데이터,양용드라이버,양용드라이버,True,양용드라이버,1.0,True
겸용드라이버(6*200),양용드라이버,오탈자,드라이버,드라이버,False,드라이버,1.0,False
정밀드라이버세트,정밀드라이버세트,세트/구성품,정밀 드라이버 세트,정밀 드라이버 세트,False,정밀드라이버세트,0.889,True
드라이버세트,드라이버세트,세트/구성품,드라이버 세트,드라이버 세트,False,드라이버세트,0.923,True
T핸드 드라이버,T핸드드라이버,오탈자,T형 드라이버,T형 드라이버,False,드라이버,0.727,False
T핸드드라이버,T핸드드라이버,오탈자,T형 핸드 드라이버,T형 핸드 드라이버,False,T핸드드라이버,0.824,True
인두기,전기인두,오탈자,납땜 인두기,납땜 인두기,False,전기인두,0.4,True
전기인두,전기인두,오탈자,납땜 인두,납땜 인두,False,전기인두,0.444,True
권총인두(60W),전기인두,속성 기입,,,False,A형사다리,0.0,False
열풍기,열풍기,오탈자,,,False,A형사다리,0.0,False
가열총(열풍기),열풍기,오탈자,열풍기,열풍기,True,열풍기,1.0,True
보쉬 열풍기,열풍기,브랜드 혼입,열풍기,열풍기,True,열풍기,1.0,True
고압세척기,고압세척기,오탈자,고압세척기,고압세척기,True,고압세척기,1.0,True
고압 세척기,고압세척기,오탈자,고압 세척기,고압 세척기,False,고압세척기,0.909,True
송풍기,송풍기,오탈자,송풍기,송풍기,True,송풍기,1.0,True
충전송풍기,송풍기,동력원 명시,,,False,A형사다리,0.0,False
스크래퍼,스크레퍼,오탈자,스크래퍼,스크래퍼,False,스크레퍼,0.75,True
헤라 3인치,스크레퍼,속성 기입,헤라,헤라,False,드라이버,0.333,False
헤라 5인치,스크레퍼,속성 기입,헤라,헤라,False,드라이버,0.333,False
보안경,보안경,오탈자,보안경,보안경,True,보안경,1.0,True
고글,보안경,기타,보안 고글,보안 고글,False,보안경,0.5,True
안전모,안전모,오탈자,안전모,안전모,True,안전모,1.0,True
핸드카트,핸드카트,오탈자,운반용 수레,운반용 수레,False,수평기,0.222,False
접이식 카트,핸드카트,오탈자,접이식 운반대,접이식 운반대,False,대패,0.222,False
가스토치,가스토치,동력원 명시,토치,토치,False,토크렌치,0.667,False
목공줄,목공줄,오탈자,줄자,줄자,False,줄자,1.0,False
끌세트,끌세트,세트/구성품,끌세트,끌세트,True,끌세트,1.0,True
F 클램프,F클램프,오탈자,F 클램프,F 클램프,False,F클램프,0.889,True
앤드컷팅니퍼,앤드컷팅니퍼,오탈자,와이어 커터,와이어 커터,False,커터,0.5,False
콘크리트니퍼,콘크리트니퍼,오탈자,콘크리트 절단기,콘크리트 절단기,False,콘크리트니퍼,0.571,True
전자산업용니퍼,전자산업용니퍼,오탈자,전자산업용 니퍼,전자산업용 니퍼,False,전자산업용니퍼,0.933,True
스냅링플라이어,스냅링플라이어,오탈자,스냅링플라이어,스냅링플라이어,True,스냅링플라이어,1.0,True
워터펌프플라이어,워터펌프플라이어,오탈자,플라이어,플라이어,False,플라이어,1.0,False
플라이어렌치,플라이어렌치,오탈자,플라이어 렌치,플라이어 렌치,False,플라이어렌치,0.923,True
토크렌치,토크렌치,오탈자,토크렌치,토크렌치,True,토크렌치,1.0,True
옵셋렌치,옵셋렌치,오탈자,오프셋 렌치,오프셋 렌치,False,옵셋렌치,0.6,True
편구스패너,편구스패너,오탈자,스패너,스패너,False,스패너,1.0,False
센터펀치,센터펀치,오탈자,센터 펀치,센터 펀치,False,센터펀치,0.889,True
핀펀치,핀펀치,오탈자,핀펀치,핀펀치,True,핀펀치,1.0,True
철공용드릴비트,철공용드릴비트,오탈자,철공용 드릴 비트,철공용 드릴 비트,False,철공용드릴비트,0.875,True
목공용드릴비트,목공용드릴비트,오탈자,목공드릴비트,목공드릴비트,False,목공용드릴비트,0.923,True
콘크리트용드릴비트,콘크리트용드릴비트,오탈자,콘크리트 드릴 비트,콘크리트 드릴 비트,False,콘크리트용드릴비트,0.842,True
탭세트,탭세트,세트/구성품,탭세트,탭세트,True,탭세트,1.0,True
다이스세트,다이스세트,세트/구성품,다이스 세트,다이스 세트,False,다이스세트,0.909,True
카운터싱크,카운터싱크,오탈자,카운터싱크 드릴,카운터싱크 드릴,False,카운터싱크,0.769,True
레이저수평기,레이저수평기,오탈자,레이저 수평계,레이저 수평계,False,레이저수평기,0.769,True
디지털수평기,디지털수평기,오탈자,디지털 수평계,디지털 수평계,False,디지털수평기,0.769,True
적외선온도계,적외선온도계,오탈자,적외선 온도계,적외선 온도계,False,적외선온도계,0.923,True
열화상카메라,열화상카메라,오탈자,열화상 카메라,열화상 카메라,False,열화상카메라,0.923,True
멀티테스터,멀티테스터,오탈자,멀티미터,멀티미터,False,멀티테스터,0.667,True
클램프미터,클램프미터,오탈자,클램프미터,클램프미터,True,클램프미터,1.0,True
로터리해머드릴,로터리해머드릴,오탈자,로터리 해머 드릴,로터리 해머 드릴,False,로터리해머드릴,0.875,True
앵글그라인더,앵글그라인더,오탈자,그라인더,그라인더,False,앵글그라인더,0.8,True
임팩트드라이버,임팩트드라이버,오탈자,임팩트 드라이버,임팩트 드라이버,False,임팩트드라이버,0.933,True
원형톱,원형톱,오탈자,원형톱,원형톱,True,원형톱,1.0,True
왕복톱(레시프로쏘),왕복톱(레시프로쏘),오탈자,레시프로케이트톱,레시프로케이트톱,False,점프케이블,0.462,False
전동압착기,전동압착기,동력원 명시,,,False,A형사다리,0.0,False
와이어스트리퍼,와이어스트리퍼,오탈자,와이어 스트리퍼,와이어 스트리퍼,False,와이어스트리퍼,0.933,True
케이블컷터,케이블컷터,오탈자,케이블 커터,케이블 커터,False,케이블컷터,0.727,True
PVC컷터,PVC컷터,영문/약어,PVC 절단기,PVC 절단기,False,고속절단기,0.5,False
타일컷터,타일컷터,오탈자,커터,"커터
공구명: 톱날
표준 공구명:
공구명: 톱날 세트
표준 공구",False,커터,1.0,False
모종삽,모종삽,오탈자,모종삽,모종삽,True,모종삽,1.0,True
도끼,도끼,기타,도끼,도끼,True,도끼,1.0,True
안전장갑,안전장갑,오탈자,안전장갑,안전장갑,True,안전장갑,1.0,True
방진마스크,방진마스크,오탈자,방진 마스크,방진 마스크,False,방진마스크,0.909,True
안전로프,안전로프,오탈자,안전 로프,안전 로프,False,안전로프,0.889,True
대패,대패,기타,대패,대패,True,대패,1.0,True
석고대패,석고대패,오탈자,석고대패,석고대패,True,석고대패,1.0,True
먹통,먹통,기타,,,False,A형사다리,0.0,False
연마석,연마석,오탈자,연마석,연마석,True,연마석,1.0,True
절단석,절단석,오탈자,절단석,절단석,True,절단석,1.0,True
기리,드릴비트,일본어 잔재,,,False,A형사다리,0.0,False
철기리,철공용드릴비트,일본어 잔재,철기,철기,False,직소기,0.4,False
목기리,목공용드릴비트,일본어 잔재,목공 끌,목공 끌,False,목공톱,0.571,False
뺀치,펜치,일본어 잔재,플라이어,플라이어,False,플라이어,1.0,False
빤치,펜치,일본어 잔재,펀치,펀치,False,핀펀치,0.8,False
함마,망치,일본어 잔재,망치,망치,True,망치,1.0,True
빠루,쇠지렛대,일본어 잔재,,,False,A형사다리,0.0,False
구루마,핸드카트,일본어 잔재,,,False,A형사다리,0.0,False
사게후리,다림추,오탈자,,,False,A형사다리,0.0,False
사시가네,직각자,일본어 잔재,,,False,A형사다리,0.0,False
갓다,커터,기타,,,False,A형사다리,0.0,False
셋트,세트,기타,,,False,A형사다리,0.0,False
렌지,렌치,기타,,,False,A형사다리,0.0,False
센트,세트,기타,,,False,A형사다리,0.0,False
