model_name,Input_Name,status,rag_top1,rag_candidates,standard_name,brand,power_source,specification,fallback_used,gt_standard_name,is_correct
granite4.1:8b,가정용 공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 스패너세트, 정밀드라이버세트, 탭세트, 플라이어세트, 비트세트, 소켓렌치세트, 기어렌치세트, 볼렌치세트, 드릴비트세트",공구세트,,,,False,공구세트,True
granite4.1:8b,가정용 공구세트 #25PCS,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, PVC컷터, 세트, 탭세트, 스패너세트, 정밀드라이버세트, 비트세트, 소켓렌치세트, 플라이어세트, 드릴비트세트, 기어렌치세트",공구세트,,,,False,,
granite4.1:8b,"가정용 공구세트 (예약시 전화주세요 02-2241-5084) 2박3일 1,000원",success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 세트, 철공용드릴비트세트, 탭세트, 스패너세트, 비트세트, 끌세트, 플라이어세트, 볼렌치세트, 기어렌치세트, T렌치세트, 정밀드라이버세트",공구세트,,,,False,,
granite4.1:8b,가정용 공구세트18pcs,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 탭세트, 정밀드라이버세트, 스패너세트, 플라이어세트, 비트세트, 소켓렌치세트, 철공용드릴비트, 드릴비트세트, 끌세트",공구세트,,,,False,,
granite4.1:8b,가정용 공구세트20pcs,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 스패너세트, 정밀드라이버세트, 탭세트, 플라이어세트, 비트세트, 소켓렌치세트, 드릴비트세트, 목공용접톱, 끌세트",공구세트,,,,False,,
granite4.1:8b,가정용 공구셋트 1개,success,공구세트,"공구세트, 공구함세트, 공구함, 전동공구세트, 철공용드릴비트세트, 목공용접톱, 철공용드릴비트, 목공용드릴비트, 옵셋렌치, 정밀드라이버세트, 전정톱, 목공톱, 편구스패너, 목공줄, 세트",공구세트,,,,False,,
granite4.1:8b,가정용 기본공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 기어렌치세트, 정밀드라이버세트, 탭세트, 비트세트, 스패너세트, 목공용접톱, 플라이어세트, 드릴비트세트, 볼렌치세트",공구세트,,,,False,,
granite4.1:8b,가정용 미니드릴 Set,success,SDS드릴비트,"SDS드릴비트, 철공용드릴비트세트, 전동드릴, 목공용드릴비트, 철공용드릴비트, 충전드릴, 드릴비트세트, 해머드릴, 임팩트드릴, 드릴비트, 콘크리트용드릴비트, 콘크리트드릴비트세트, 충전해머드릴, 정밀드라이버세트, 로터리해머드릴",드릴비트세트,,,,False,충전드릴,False
granite4.1:8b,가정용 사다,success,사다리,"사다리, A형사다리, 다목적가위, 라돈측정기, 다림추, 전정톱, 양용드라이버, 철판가위, 다이스세트, 전지가위, 레이저거리측정기, 정밀드라이버세트, 철공용드릴비트, 가스토치, 고지가위",사다리,,,,False,,
granite4.1:8b,가정용 사다리,success,사다리,"사다리, A형사다리, 다목적가위, 전정톱, 레이저거리측정기, 철판가위, 콘크리트용드릴비트, 목공용접톱, 철공용드릴비트, 목공용드릴비트, 철공용드릴비트세트, 라돈측정기, 전지가위, 로터리해머드릴, 고지가위",사다리,,,,False,사다리,True
granite4.1:8b,가정용 소형 드릴,success,전동드릴,"전동드릴, 철공용드릴비트, 목공용드릴비트, 충전드릴, 해머드릴, 임팩트드릴, 철공용드릴비트세트, 드릴비트, 콘크리트용드릴비트, 드릴비트세트, 충전해머드릴, SDS드릴비트, 로터리해머드릴, 원형톱, 콘크리트드릴비트세트",전동드릴,,,,False,전동드릴,True
granite4.1:8b,가정용 일반 2단사다리,success,사다리,"사다리, A형사다리, 다목적가위, 타일컷터, 절단석, 전정톱, 목공용접톱, 레이저거리측정기, 고속절단기, 라돈측정기, 철판가위, 콘크리트용드릴비트, 철공용드릴비트, 목공용드릴비트, 양용드라이버",사다리,,,,False,,
granite4.1:8b,가정용 일반 3단사다리,success,사다리,"사다리, A형사다리, 다목적가위, 타일컷터, 절단석, 전정톱, 레이저거리측정기, 고속절단기, 목공용접톱, 라돈측정기, 콘크리트용드릴비트, 철판가위, 철공용드릴비트, 목공용드릴비트, 철공용드릴비트세트",사다리,,,,False,,
granite4.1:8b,가정용 절단기,success,고속절단기,"고속절단기, 절단석, 라돈측정기, 직소기, 케이블컷터, 레이저거리측정기, PVC컷터, 커터, 타일컷터, 목공용접톱, 전정톱, 검전기, 송풍기, 열풍기, 고압세척기",고속절단기,,,,False,,
granite4.1:8b,가정용공구 세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 정밀드라이버세트, 스패너세트, 탭세트, 비트세트, 플라이어세트, 기어렌치세트, 드릴비트세트, 볼렌치세트, 끌세트",공구세트,,,,False,,
granite4.1:8b,가정용공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 스패너세트, 정밀드라이버세트, 탭세트, 플라이어세트, 비트세트, 볼렌치세트, 기어렌치세트, 소켓렌치세트, 드릴비트세트",공구세트,,,,False,,
granite4.1:8b,가정용공구세트(18pcs),success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 탭세트, 정밀드라이버세트, 스패너세트, 플라이어세트, 비트세트, 소켓렌치세트, 볼렌치세트, 끌세트, 드릴비트세트",공구세트,,,,False,공구세트,True
granite4.1:8b,가정용공구세트(25pcs),success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 탭세트, 스패너세트, 정밀드라이버세트, 비트세트, 플라이어세트, 기어렌치세트, 소켓렌치세트, 볼렌치세트, 드릴비트세트",공구세트,,,,False,공구세트,True
granite4.1:8b,가정용공구셋트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 철공용드릴비트, 목공용드릴비트, 목공용접톱, 정밀드라이버세트, 옵셋렌치, 전정톱, 세트, 목공톱, 목공줄, 소켓렌치세트",공구세트,,,,False,,
granite4.1:8b,가정용공구함세트,success,공구함세트,"공구함세트, 공구함, 공구세트, 전동공구세트, 철공용드릴비트세트, 세트, 탭세트, 스패너세트, 정밀드라이버세트, 목공용접톱, 비트세트, 플라이어세트, 소켓렌치세트, 볼렌치세트, 기어렌치세트",공구함세트,,,,False,,
granite4.1:8b,가정용사다리,success,사다리,"사다리, A형사다리, 다목적가위, 전정톱, 레이저거리측정기, 철판가위, 목공용접톱, 철공용드릴비트, 콘크리트용드릴비트, 목공용드릴비트, 철공용드릴비트세트, 라돈측정기, 전지가위, 로터리해머드릴, 다림추",사다리,,,,False,,
granite4.1:8b,가정용일반공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 정밀드라이버세트, 탭세트, 스패너세트, 드릴비트세트, 비트세트, 기어렌치세트, 플라이어세트, 철공용드릴비트, 목공용접톱",공구세트,,,,False,,
granite4.1:8b,가정용전동공구세트,success,전동공구세트,"전동공구세트, 공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 전동드릴, 전동타카, 전동압착기, 세트, 전정톱, 정밀드라이버세트, 전동드라이버, 볼렌치세트, 탭세트, 스패너세트",전동공구세트,,,,False,,
granite4.1:8b,각도조절 작업용 LED 조명,success,LED작업등,"LED작업등, LED손전등, LED투광기, 조합렌치세트, 전자산업용니퍼, 직각자, 육각렌치, 육각렌치세트, 적외선온도계, 도끼, 목공용접톱, 고속절단기, 절단석, 장도리, 양용드라이버",LED작업등,,,,False,,
granite4.1:8b,각도컷팅기(몰딩겸용),success,앤드컷팅니퍼,"앤드컷팅니퍼, 볼트컷터, 타일컷터, 케이블컷터, PVC컷터, 직각자, 도끼, 육각렌치, 육각렌치세트, 장도리, 목공용접톱, 고속절단기, 적외선온도계, 직소기, 양용드라이버",고속절단기,,,,False,,
granite4.1:8b,각도톱,success,톱,"톱, 도끼, 쇠톱, 원형톱, 직각자, 접톱, 전정톱, 장도리, 테이블톱, 육각렌치, 목공톱, 육각렌치세트, 적외선온도계, 목공용접톱, 왕복톱(레시프로쏘)",전정톱,,,,False,,
granite4.1:8b,각삽,success,모종삽,"모종삽, 직각자, 육각렌치, 육각렌치세트, 전동압착기, 쇠톱, 접톱, 충전드릴, 안전장갑, 전동드릴, 전선릴, 세트, 사다리, 충전해머드릴, 카운터싱크",모종삽,,,,False,,
granite4.1:8b,각삽(1),success,모종삽,"모종삽, 직각자, 육각렌치, 육각렌치세트, 전동압착기, 쇠톱, 사다리, 접톱, 세트, 충전드릴, 안전장갑, 임팩트드릴, 전선릴, 충전해머드릴, 전동드릴",모종삽,,,,False,,
granite4.1:8b,갓다,success,사다리,"사다리, 다림추, A형사다리, 다목적가위, 다이스세트, 다이아고날플라이어, 건타카, 줄자, 고지가위, 가스토치, 도끼, 글루스틱, 손타카, 글루건, 타카",타카,,,,False,커터,False
granite4.1:8b,강력 절단기,success,고속절단기,"고속절단기, 절단석, 강력니퍼, 직소기, 고압세척기, 열풍기, 전동압착기, 케이블컷터, 커터, 검전기, 송풍기, PVC컷터, 수평기, 커터칼, 라돈측정기",강력니퍼,,,,False,,
granite4.1:8b,강력니퍼,success,강력니퍼,"강력니퍼, 니퍼, 콘크리트니퍼, 전자산업용니퍼, 앤드컷팅니퍼, 버니어캘리퍼스, 와이어스트리퍼, 스크레퍼, 임팩트드라이버, 만능렌치, 스패너, 플라이어, 굽은노즈플라이어, 충전임팩트드라이버, 점프케이블",강력니퍼,,,,False,강력니퍼,True
granite4.1:8b,강력절단기,success,고속절단기,"고속절단기, 절단석, 강력니퍼, 직소기, 고압세척기, 열풍기, 전동압착기, 검전기, 송풍기, 케이블컷터, 수평기, 라돈측정기, 커터, PVC컷터, 볼트컷터",강력니퍼,,,,False,볼트컷터,False
granite4.1:8b,강력절단기(45cm),success,고속절단기,"고속절단기, 절단석, 강력니퍼, 직소기, 고압세척기, 열풍기, 전동압착기, 검전기, 케이블컷터, 수평기, 라돈측정기, 송풍기, 스프링배관청소기, 커터, PVC컷터",고속절단기,,,길이 45cm,False,볼트컷터,False
granite4.1:8b,강력절단기45CM,success,고속절단기,"고속절단기, 절단석, 강력니퍼, PVC컷터, 직소기, 고압세척기, 열풍기, 검전기, 전동압착기, 케이블컷터, 수평기, 스프링배관청소기, 라돈측정기, 송풍기, 커터칼",고속절단기,,,45CM,False,,
granite4.1:8b,거리측정기,success,레이저거리측정기,"레이저거리측정기, 라돈측정기, 검전기, 송풍기, 열풍기, 고속절단기, 직소기, 수평기, 정밀드라이버세트, 전동압착기, 전정톱, 고압세척기, 클램프미터, 레이저수평기, 디지털수평기",레이저거리측정기,,,,False,레이저거리측정기,True
granite4.1:8b,거짓말탐지기,success,디지털수평기,"디지털수평기, 레이저거리측정기, 전지가위, 쇠지렛대, 자전거펌프, 고지가위, 피스제거용비트, 직소기, 검전기, 열풍기, 라돈측정기, 송풍기, 수평기, 전기인두, 전동압착기",디지털수평기,,,,False,,
granite4.1:8b,건 타카,success,건타카,"건타카, 타카, 손타카, 전동타카, 타카핀, 에어타카, 실리콘건, 에어건, 글루건, 핸드카트, 타일컷터, 카운터싱크, 열화상카메라, 톱, 탭세트",전동타카,,,,False,,
granite4.1:8b,건습식 청소기(집진형),success,스프링배관청소기,"스프링배관청소기, 직소기, 방진마스크, 원형톱, 건타카, 글루건, 고압세척기, 에어건, 송풍기, 열풍기, A형사다리, 실리콘건, 전동압착기, 소켓렌치세트, 라돈측정기",스프링배관청소기,,,,False,,
granite4.1:8b,건식다리미,success,사다리,"사다리, A형사다리, 실리콘건, 건타카, 다림추, 클램프미터, 에어건, 글루건, 다목적가위, 로터리해머드릴, 장도리, 다이스세트, 와이어스트리퍼, 배터리팩, 다이아고날플라이어",사다리,,,,False,,
granite4.1:8b,건타카,success,건타카,"건타카, 손타카, 타카, 전동타카, 에어타카, 타카핀, 글루건, 실리콘건, 핸드카트, 에어건, 카운터싱크, 타일컷터, 열화상카메라, 줄자, 연마석",건타카,,,,False,건타카,True
granite4.1:8b,건타카 AT-519 아펙스,success,건타카,"건타카, 타카, 에어타카, 손타카, 전동타카, 타카핀, A형사다리, T핸드드라이버, 에어건, 핸드카트, 다이아고날플라이어, 글루건, 카운터싱크, 실리콘건, 글루스틱",건타카,,,,False,,
granite4.1:8b,건타카(다기능),success,건타카,"건타카, 손타카, 전동타카, 타카, 에어타카, 타카핀, 다목적가위, 만능렌치, 핸드카트, 카운터싱크, 글루건, 다림추, 열풍기, 에어건, 실리콘건",건타카,,,,False,,
granite4.1:8b,건타카(다기능),success,건타카,"건타카, 손타카, 전동타카, 타카, 에어타카, 타카핀, 다목적가위, 만능렌치, 핸드카트, 카운터싱크, 글루건, 다림추, 열풍기, 에어건, 실리콘건",건타카,,,,False,,
granite4.1:8b,건타카(손타카),success,건타카,"건타카, 손타카, 타카, 전동타카, 에어타카, 타카핀, 핸드카트, 카운터싱크, LED손전등, 타일컷터, 글루건, 실리콘건, 에어건, 열화상카메라, 전정톱",건타카,,,,False,,
granite4.1:8b,건타카+타카핀,success,건타카,"건타카, 타카핀, 타카, 손타카, 전동타카, 에어타카, 카운터싱크, 핸드카트, 타일컷터, 글루건, 핀펀치, 실리콘건, 열화상카메라, 에어건, 글루스틱",건타카,,,,False,,
granite4.1:8b,건타카+핀,success,건타카,"건타카, 타카핀, 손타카, 타카, 에어타카, 전동타카, 핀펀치, 카운터싱크, 글루건, 실리콘건, 핸드카트, 에어건, 타일컷터, 열화상카메라, 앤드컷팅니퍼",건타카,,,,False,,
granite4.1:8b,건타카/타카핀 추가시 개당 500원 추가,success,타카핀,"타카핀, 건타카, 타카, 손타카, 전동타카, 에어타카, 다림추, 철판가위, 카운터싱크, 핸드카트, 다목적가위, 타일컷터, 가스토치, 원형톱, 고지가위",건타카,,,,False,,
granite4.1:8b,건타카핀,success,타카핀,"타카핀, 건타카, 타카, 손타카, 에어타카, 전동타카, 글루건, 핀펀치, 실리콘건, 핸드카트, 에어건, 카운터싱크, 타일컷터, 글루스틱, 열화상카메라",건타카,,,,False,,
granite4.1:8b,검전기,success,검전기,"검전기, 전기인두, 전동압착기, 직소기, 열풍기, 전정톱, 송풍기, 라돈측정기, 고속절단기, 전지가위, 수평기, 전동드릴, LED투광기, 레이저거리측정기, 디지털수평기",검전기,,,,False,검전기,True
granite4.1:8b,검전드라이버,success,드라이버,"드라이버, 전동드라이버, 검전기, 양용드라이버, 드라이버세트, 임팩트드라이버, T핸드드라이버, 정밀드라이버세트, 충전임팩트드라이버, 충전드릴, 플라이어, 플라이어렌치, 전동드릴, 다이아고날플라이어, 롱노즈플라이어",검전기,,,,False,검전기,True
granite4.1:8b,겸용드라이버,success,양용드라이버,"양용드라이버, 드라이버, 전동드라이버, 드라이버세트, 임팩트드라이버, T핸드드라이버, 충전임팩트드라이버, 정밀드라이버세트, 철공용드릴비트, 목공용드릴비트, 플라이어, 철공용드릴비트세트, 콘크리트용드릴비트, 플라이어렌치, 플라이어세트",양용드라이버,,,,False,양용드라이버,True
granite4.1:8b,겸용드라이버(4150),success,양용드라이버,"양용드라이버, 드라이버, 전동드라이버, 드라이버세트, 임팩트드라이버, T핸드드라이버, 충전임팩트드라이버, 정밀드라이버세트, 철공용드릴비트, 목공용드릴비트, 철공용드릴비트세트, 플라이어, 콘크리트용드릴비트, 플라이어렌치, 워터펌프플라이어",양용드라이버,,,,False,,
granite4.1:8b,겸용드라이버(6200),success,양용드라이버,"양용드라이버, 드라이버, 전동드라이버, 드라이버세트, 임팩트드라이버, 충전임팩트드라이버, T핸드드라이버, 정밀드라이버세트, 철공용드릴비트, 목공용드릴비트, 철공용드릴비트세트, 플라이어, 콘크리트용드릴비트, 스냅링플라이어, 다이아고날플라이어",양용드라이버,,,,False,,
granite4.1:8b,겸용해머드릴(GBH5-38X),success,해머드릴,"해머드릴, 충전해머드릴, 로터리해머드릴, 철공용드릴비트, 충전드릴, 임팩트드릴, 철공용드릴비트세트, 전동드릴, 목공용드릴비트, 콘크리트용드릴비트, 드릴비트, 드릴비트세트, SDS드릴비트, 콘크리트드릴비트세트, 양용드라이버",해머드릴,,,,False,해머드릴,True
granite4.1:8b,경광등,success,보안경,"보안경, LED투광기, LED작업등, LED손전등, 고무망치, F클램프, 앵글그라인더, 클램프미터, 돌망치, 글루스틱, 그립망치, 버니어캘리퍼스, 검전기, 안전장갑, 쇠지렛대",LED작업등,,,,False,,
granite4.1:8b,경랑첼라(10인치),success,보안경,"보안경, 앵글그라인더, 전기인두, 냉동라쳇렌치, 플라이어렌치, 라쳇렌치세트, 렌치, 망치, 돌망치, 그립망치, 볼렌치, 고무망치, 펜치, 몽키렌치, 별렌치세트",보안경,,,10인치,True,,
granite4.1:8b,경랑첼라(12인치),success,보안경,"보안경, 앵글그라인더, 전기인두, 냉동라쳇렌치, 플라이어렌치, 라쳇렌치세트, 렌치, 망치, 돌망치, 볼렌치, 고무망치, 별렌치세트, 그립망치, 센터펀치, 펜치",보안경,,,12인치,True,,
granite4.1:8b,경량 몽키,success,몽키렌치,"몽키렌치, 보안경, 고무망치, 망치, 소켓렌치세트, 토크렌치, 도끼, 정밀드라이버세트, 전동타카, 공구세트, 전정톱, 센터펀치, 카운터싱크, 핸드카트, 송풍기",몽키렌치,,,,False,,
granite4.1:8b,경량 몽키렌치,success,몽키렌치,"몽키렌치, 렌치, 토크렌치, 육각렌치, 소켓렌치세트, 만능렌치, 별렌치세트, 볼렌치, 플라이어렌치, 볼렌치세트, 육각렌치세트, 옵셋렌치, T렌치세트, 조합렌치세트, 기어렌치세트",몽키렌치,,,,False,몽키렌치,True
granite4.1:8b,경량몽키,success,몽키렌치,"몽키렌치, 보안경, 고무망치, 소켓렌치세트, 망치, 도끼, 토크렌치, 정밀드라이버세트, 송풍기, 돌망치, 카운터싱크, 센터펀치, 양용드라이버, 공구세트, 그립망치",몽키렌치,,,,False,몽키렌치,True
granite4.1:8b,경량몽키(10인치),success,몽키렌치,"몽키렌치, 보안경, 전기인두, 망치, 앵글그라인더, 고무망치, 핀펀치, 돌망치, 렌치, 토크렌치, 센터펀치, 납볼망치, 소켓렌치세트, 그립망치, 펜치",몽키렌치,,,10인치,False,,
granite4.1:8b,경량몽키(8인치),success,몽키렌치,"몽키렌치, 보안경, 전기인두, 망치, 앵글그라인더, 고무망치, 납볼망치, 렌치, 토크렌치, 돌망치, 핀펀치, 그립망치, 센터펀치, 소켓렌치세트, 육각렌치",몽키렌치,,,"경량, 8인치",False,,
granite4.1:8b,경량몽키(칼라),success,몽키렌치,"몽키렌치, 커터칼, 보안경, 라돈측정기, 플라이어, 플라이어렌치, 롱노즈플라이어, 양용드라이버, 플라이어세트, 충전임팩트드라이버, 정밀드라이버세트, 드라이버, 다이아고날플라이어, 앵글그라인더, 드라이버세트",몽키렌치,,,,False,,
granite4.1:8b,경량몽키렌치,success,몽키렌치,"몽키렌치, 렌치, 토크렌치, 소켓렌치세트, 육각렌치, 별렌치세트, 만능렌치, 볼렌치, 육각렌치세트, 플라이어렌치, 볼렌치세트, 옵셋렌치, 조합렌치세트, 기어렌치세트, T렌치세트",몽키렌치,,,,False,,
granite4.1:8b,경량안전발판 3단,success,안전모,"안전모, 안전장갑, 안전로프, 보안경, 절단석, 고속절단기, 철판가위, LED손전등, 전선릴, 전동타카, 전정톱, 충전드릴, 전동압착기, 충전임팩트드라이버, 전자산업용니퍼",사다리,,,,False,,
granite4.1:8b,계단용 수레,success,레이저수평기,"레이저수평기, 절단석, 수평기, 스크레퍼, 고속절단기, 적외선온도계, 디지털수평기, 목공용접톱, 레이저거리측정기, 에어컴프레서, 목공용드릴비트, 전자산업용니퍼, 양용드라이버, 왕복톱(레시프로쏘), 철공용드릴비트",스크레퍼,,,,False,,
granite4.1:8b,계양임팩드릴,success,임팩트드릴,"임팩트드릴, 임팩트드라이버, 충전임팩트드라이버, 해머드릴, 전동드릴, 충전드릴, 충전해머드릴, 로터리해머드릴, 드릴비트, 목공용드릴비트, 철공용드릴비트, 철공용드릴비트세트, 양용드라이버, 드릴비트세트, SDS드릴비트",해머드릴,계양,,,False,임팩트드릴,False
granite4.1:8b,계양전동드릴,success,전동드릴,"전동드릴, 충전드릴, 전동드라이버, 전동압착기, 임팩트드릴, 충전해머드릴, 전동공구세트, 해머드릴, 전동타카, 전선릴, 철공용드릴비트, 로터리해머드릴, 목공용드릴비트, 철공용드릴비트세트, SDS드릴비트",전동드릴,계양,,,False,전동드릴,True
granite4.1:8b,고글,success,글루건,"글루건, 글루스틱, 고무망치, 앵글그라인더, 고지가위, 고속절단기, 고압세척기, 석고대패, 다이아고날플라이어, 도끼, 톱, 안전장갑, 점프케이블, 토크렌치, 원형톱",글루건,,,,True,보안경,False
granite4.1:8b,고글 (보안경),success,보안경,"보안경, 안전장갑, 안전모, 안전로프, 앵글그라인더, 고무망치, 글루건, 고지가위, 고압세척기, 고속절단기, 글루스틱, 석고대패, 다이아고날플라이어, 톱, 도끼",보안경,,,,False,,
granite4.1:8b,고글(보안경),success,보안경,"보안경, 안전장갑, 안전모, 안전로프, 앵글그라인더, 고무망치, 글루건, 고지가위, 고압세척기, 고속절단기, 글루스틱, 석고대패, 다이아고날플라이어, 톱, 점프케이블",보안경,,,,False,,
granite4.1:8b,고급 드라이버7종세트,success,드라이버세트,"드라이버세트, 정밀드라이버세트, 드라이버, 전동드라이버, 양용드라이버, 임팩트드라이버, T핸드드라이버, 충전임팩트드라이버, 플라이어세트, 드릴비트세트, 세트, 다이스세트, 공구세트, 콘크리트드릴비트세트, 철공용드릴비트세트",드라이버세트,,,,False,,
granite4.1:8b,고무 망치(중) 1개,success,고무망치,"고무망치, 망치, 그립망치, 돌망치, 납볼망치, 빠루망치, 렌치, 고속절단기, 만능렌치, 펜치, 핀펀치, 소켓렌치세트, 볼렌치세트, 기어렌치세트, 몽키렌치",고무망치,,,,False,,
granite4.1:8b,고무 피복줄자(7.2M25),success,줄자,"줄자, 고무망치, 목공줄, 고속절단기, 왕복톱(레시프로쏘), 직각자, 피스제거용비트, 고압세척기, 고지가위, 석고대패, 자전거펌프, 다이아고날플라이어, 임팩트드릴, 전자산업용니퍼, 사다리",줄자,,,,False,,
granite4.1:8b,고무롤러,success,고무망치,"고무망치, 고압세척기, 고속절단기, 고지가위, 전동드릴, 석고대패, 다이아고날플라이어, 전동드라이버, 로터리해머드릴, 전동압착기, 충전드릴, 볼트컷터, 충전해머드릴, 해머드릴, 임팩트드릴",고무망치,,,,False,,
granite4.1:8b,고무망치,success,고무망치,"고무망치, 망치, 돌망치, 그립망치, 빠루망치, 납볼망치, 렌치, 몽키렌치, 고속절단기, 만능렌치, 펜치, 핀펀치, 볼렌치, 옵셋렌치, 토크렌치",고무망치,,,,False,고무망치,True
granite4.1:8b,고무망치(검정),success,고무망치,"고무망치, 망치, 돌망치, 그립망치, 납볼망치, 빠루망치, 검전기, 렌치, 전정톱, 고속절단기, 옵셋렌치, 몽키렌치, 펜치, 만능렌치, 핀펀치",고무망치,,,,False,,
granite4.1:8b,고무압축기 1개,success,고무망치,"고무망치, 고압세척기, 전동압착기, 고속절단기, 송풍기, 열풍기, 고지가위, 직소기, 수평기, 석고대패, 검전기, 라돈측정기, 레이저수평기, 기어렌치세트, 레이저거리측정기",고무망치,,,,False,,
granite4.1:8b,고무양용드라이버,success,양용드라이버,"양용드라이버, 드라이버, 전동드라이버, 드라이버세트, 고무망치, 임팩트드라이버, T핸드드라이버, 충전임팩트드라이버, 정밀드라이버세트, 철공용드릴비트, 목공용드릴비트, 콘크리트용드릴비트, 다이아고날플라이어, 철공용드릴비트세트, 고속절단기",양용드라이버,,,,False,,
granite4.1:8b,고무피복줄자,success,줄자,"줄자, 고무망치, 목공줄, 왕복톱(레시프로쏘), 고속절단기, 직각자, 고압세척기, 피스제거용비트, 고지가위, 석고대패, 다이아고날플라이어, 전자산업용니퍼, 철공용드릴비트, 철공용드릴비트세트, 임팩트드릴",줄자,,,,False,줄자,True
granite4.1:8b,고무피복줄자,success,줄자,"줄자, 고무망치, 목공줄, 왕복톱(레시프로쏘), 고속절단기, 직각자, 고압세척기, 피스제거용비트, 고지가위, 석고대패, 다이아고날플라이어, 전자산업용니퍼, 철공용드릴비트, 철공용드릴비트세트, 임팩트드릴",줄자,,,,False,줄자,True
granite4.1:8b,고무피복줄자(3),success,줄자,"줄자, 고무망치, 목공줄, 왕복톱(레시프로쏘), 직각자, 고속절단기, 고압세척기, 피스제거용비트, 고지가위, 석고대패, 전자산업용니퍼, 다이아고날플라이어, 자전거펌프, 임팩트드릴, 사다리",줄자,,,,False,,
granite4.1:8b,고무피복줄자(5.5M),success,줄자,"줄자, 고무망치, 목공줄, 왕복톱(레시프로쏘), 고속절단기, 직각자, 고압세척기, 피스제거용비트, 고지가위, 자전거펌프, 다이아고날플라이어, 전자산업용니퍼, 석고대패, 임팩트드릴, 철공용드릴비트세트",줄자,,,길이 5.5M,False,줄자,True
granite4.1:8b,고무피복줄자(7.5M),success,줄자,"줄자, 고무망치, 목공줄, 왕복톱(레시프로쏘), 고속절단기, 고압세척기, 직각자, 피스제거용비트, 고지가위, 자전거펌프, 다이아고날플라이어, 석고대패, 전자산업용니퍼, 임팩트드릴, 안전모",줄자,,,길이 7.5미터,False,,
granite4.1:8b,고무호스,success,고무망치,"고무망치, 고압세척기, 고지가위, 고속절단기, 석고대패, 글루스틱, 편구스패너, 방진마스크, 가스토치, 멀티테스터, 스패너, 다이스세트, 다이아고날플라이어, 스패너세트, 피스제거용비트",고압세척기,,,,False,,
granite4.1:8b,고속스팀해빙기,success,고속절단기,"고속절단기, 고압세척기, 해머드릴, 열풍기, 고지가위, 송풍기, 충전해머드릴, 고무망치, 수평기, 로터리해머드릴, 스프링배관청소기, 전동압착기, 글루스틱, 직소기, 레이저수평기",고압세척기,,,,False,,
granite4.1:8b,고속절단기,success,고속절단기,"고속절단기, 절단석, 고압세척기, 직소기, 고무망치, 전동압착기, 열풍기, 검전기, 송풍기, 고지가위, 라돈측정기, 수평기, 케이블컷터, PVC컷터, 석고대패",고속절단기,,,,False,고속절단기,True
granite4.1:8b,고압 세척기,success,고압세척기,"고압세척기, 고속절단기, 전동압착기, 열풍기, 송풍기, 고지가위, 직소기, 고무망치, 기어렌치세트, 스프링배관청소기, 수평기, 라돈측정기, 세트, 석고대패, 전동공구세트",고압세척기,,,,False,고압세척기,True
granite4.1:8b,"고압력 쌍발 발펌프(자동차,오토바이,자전거)",success,자전거펌프,"자전거펌프, 에어펌프, 고압세척기, 전동압착기, 워터펌프플라이어, 바이스그립플라이어, 전동드라이버, 전동드릴, 줄자, 직각자, 고속절단기, 전동타카, 전자산업용니퍼, 클램프미터, F클램프",에어펌프,,,,False,,
granite4.1:8b,고압세척기,success,고압세척기,"고압세척기, 고속절단기, 전동압착기, 열풍기, 송풍기, 고지가위, 직소기, 고무망치, 기어렌치세트, 스프링배관청소기, 라돈측정기, 세트, 수평기, 전동공구세트, 석고대패",고압세척기,,,,False,고압세척기,True
granite4.1:8b,고압용세척기,success,고압세척기,"고압세척기, 고속절단기, 전동압착기, 열풍기, 송풍기, 직소기, 고지가위, 기어렌치세트, 목공용접톱, 양용드라이버, 고무망치, 철공용드릴비트세트, 스프링배관청소기, 라돈측정기, 전동공구세트",고압세척기,,,,False,,
granite4.1:8b,고전지가위,success,고지가위,"고지가위, 전지가위, 철판가위, 다목적가위, 고압세척기, 쇠지렛대, 고속절단기, 고무망치, 가스토치, 검전기, 전정톱, 전동압착기, 전동드릴, 석고대패, 디지털수평기",고지가위,,,,False,,
