model,input_name,predicted,ground_truth,rag_top1,gt_in_candidates,gt_rank_in_candidates,fallback_used,input_dirty_types,system_failure_type,error_detail_type
deepseek-r1:8b,전동 무선드릴,전동드릴,충전드릴,전동드릴,True,3,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,전동드릴(무선),전동드릴,충전드릴,전동드릴,True,4,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,전동드릴(보쉬 GSR14.4-2),전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,전동일자톱,접톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
deepseek-r1:8b,전동일자톱,접톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
deepseek-r1:8b,전동충전드릴,전동드릴,충전드릴,충전드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,접이식 카트,손타카,핸드카트,핸드카트,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
deepseek-r1:8b,접이식 카트,손타카,핸드카트,핸드카트,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
deepseek-r1:8b,조경가위,고지가위,전지가위,철판가위,True,4,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
deepseek-r1:8b,직소,직각자,직소기,직소기,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
deepseek-r1:8b,철기리,직소기,철공용드릴비트,철판가위,True,3,False,일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
deepseek-r1:8b,철판드릴비트,콘크리트드릴비트세트,철공용드릴비트,철공용드릴비트,True,1,False,단순명사형,LLM_후보내_오선택,세트_단품_혼동
deepseek-r1:8b,첼라,드라이버,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
deepseek-r1:8b,첼라,드라이버,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
deepseek-r1:8b,첼라,드라이버,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
deepseek-r1:8b,첼라 300,플라이어,워터펌프플라이어,플라이어,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
deepseek-r1:8b,충전 임팩드라이버,임팩트드라이버,충전임팩트드라이버,충전임팩트드라이버,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,충전 전동드릴,전동드릴,충전드릴,충전드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,충전 전동드릴(계양),전동드릴,충전드릴,충전드릴,True,1,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,충전 전동드릴(보쉬),전동드릴,충전드릴,충전드릴,True,1,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,충전드라이버,충전드릴,전동드라이버,충전임팩트드라이버,True,4,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
deepseek-r1:8b,충전햄머드릴,충전드릴,충전해머드릴,충전해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
deepseek-r1:8b,함마,해머드릴,망치,연마석,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
deepseek-r1:8b,함마드릴,충전해머드릴,해머드릴,해머드릴,True,1,False,일본어_잔재,LLM_유사공구_오선택,동력원_분류_오류
deepseek-r1:8b,함석가위,고지가위,철판가위,철판가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
deepseek-r1:8b,헤라 3인치,렌치,스크레퍼,앵글그라인더,False,-1,False,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
deepseek-r1:8b,헤라 5인치,앵글그라인더,스크레퍼,앵글그라인더,False,-1,False,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,보쉬 pushdrive,충전임팩트드라이버,전동드라이버,보안경,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,보쉬 수공구세트,공구함세트,공구세트,공구세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,"전동드릴(무선, 보쉬)",전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,(34)글루건(소형),글루스틱,글루건,글루건,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,(36) 유선햄머전동드릴(콘크리트용),콘크리트용드릴비트,해머드릴,콘크리트용드릴비트,True,5,True,동력원_명시,LLM_후보내_오선택,본체_부속품_혼동
exaone3.5:2.4b,(37)드릴날 세트(콘크리트용),콘크리트용드릴비트,콘크리트드릴비트세트,콘크리트용드릴비트,True,2,True,세트_복합,LLM_후보내_오선택,세트_단품_혼동
exaone3.5:2.4b,(45)에어펌프(자전거 공기주입기),에어펌프,자전거펌프,자전거펌프,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,(46)플라이어,롱노즈플라이어,플라이어,플라이어,True,1,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,(5)니퍼,강력니퍼,니퍼,니퍼,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,(54)미니충전전동드릴,충전해머드릴,충전드릴,전동드릴,True,2,False,동력원_명시,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:2.4b,12P 3종 기리세트(육각씽크),육각렌치세트,드릴비트세트,육각렌치세트,True,10,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
exaone3.5:2.4b,13RE,냉동라쳇렌치,해머드릴,LED투광기,False,-1,False,모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,18V 밧데리(디월트),PVC컷터,배터리팩,PVC컷터,True,5,True,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
exaone3.5:2.4b,300mm첼라,롱노즈플라이어,워터펌프플라이어,플라이어,False,-1,False,모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,4인치 그라인더,샌더,앵글그라인더,앵글그라인더,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,BOSCH GSB18V-21,SDS드릴비트,충전해머드릴,SDS드릴비트,False,-1,True,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,BOSCH Professional 전동드라이브,전동드릴,전동드라이버,전동드라이버,True,1,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,LED랜턴,LED작업등,LED손전등,LED손전등,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,LED작업등(충전용),충전드릴,LED작업등,LED작업등,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,L렌지세트,볼렌치세트,육각렌치세트,T렌치세트,True,5,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,L렌지셋트,볼렌치세트,육각렌치세트,옵셋렌치,True,6,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,L렌치 세트,볼렌치세트,육각렌치세트,T렌치세트,True,5,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,L렌치세트,볼렌치세트,육각렌치세트,T렌치세트,True,7,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,L렌치세트(9pcs),T렌치세트,육각렌치세트,T렌치세트,True,7,False,규격_속성_혼입 | 세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,L형 렌치세트,별렌치세트,육각렌치세트,별렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,L형 렌치세트,별렌치세트,육각렌치세트,별렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,L형 렌치센트,라쳇렌치세트,육각렌치세트,렌치,True,6,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,PVC커타,커터,PVC컷터,PVC컷터,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,usb 충전식 드라이버,충전임팩트드라이버,전동드라이버,충전임팩트드라이버,True,3,True,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,가정용 미니드릴 Set,SDS드릴비트,충전드릴,SDS드릴비트,True,6,True,세트_복합,LLM_후보내_오선택,본체_부속품_혼동
exaone3.5:2.4b,갓다,사다리,커터,사다리,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,강력절단기,강력니퍼,볼트컷터,고속절단기,True,15,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,강력절단기(45cm),고속절단기,볼트컷터,고속절단기,False,-1,False,규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,계양임팩드릴,해머드릴,임팩트드릴,임팩트드릴,True,1,False,브랜드명_혼입,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:2.4b,고글,글루건,보안경,글루건,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,고무피복줄자,고무망치,줄자,줄자,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,고무피복줄자,고무망치,줄자,줄자,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,공구셋트SMATO(16),공구함,공구세트,공구세트,True,1,False,세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,공구셋트SMATO(25),공구함세트,공구세트,공구세트,True,1,False,세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,공구함키트박스(디월트),공구함세트,공구함,공구함,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,권총인두(60W),충전임팩트드라이버,전기인두,전기인두,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,그라인더(유선),샌더,앵글그라인더,앵글그라인더,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,글루건&글루스틱,글루스틱,글루건,글루스틱,True,2,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,글루건(&심),글루스틱,글루건,글루건,True,1,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,기리세트,기어렌치세트,드릴비트세트,세트,True,9,False,세트_복합 | 일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
exaone3.5:2.4b,기리세트(10p),비트세트,드릴비트세트,세트,True,8,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,기리셋트,장도리,드릴비트세트,옵셋렌치,False,-1,False,세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,노기스,스프링배관청소기,버니어캘리퍼스,롱노즈플라이어,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,니퍼,강력니퍼,니퍼,니퍼,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,니퍼,강력니퍼,니퍼,니퍼,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,니퍼 (150mm),콘크리트니퍼,니퍼,니퍼,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,니퍼 6인치,콘크리트니퍼,니퍼,니퍼,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,니퍼(6인치),콘크리트니퍼,니퍼,니퍼,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,니퍼(7인치),강력니퍼,니퍼,니퍼,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,니퍼(8인치),콘크리트니퍼,니퍼,니퍼,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,디월트 DCD709L2,LED작업등,충전드릴,LED작업등,False,-1,True,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,디월트 공구함세트,전동공구세트,공구함세트,공구함세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,디월트 타카,타카,건타카,타카,True,4,True,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,락킹 플라이어,플라이어,바이스그립플라이어,플라이어,True,8,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,랜턴,렌치,LED손전등,렌치,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,롱로우즈,굽은노즈플라이어,롱노즈플라이어,롱노즈플라이어,True,1,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,망치/함마/장도리,장도리,망치,장도리,True,2,False,세트_복합 | 일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,매직렌치,몽키렌치,만능렌치,렌치,True,2,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,무선드릴,전동드릴,충전드릴,전동드릴,True,2,True,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,밀워키 M12 BID,몽키렌치,충전임팩트드라이버,몽키렌치,False,-1,True,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,밀워키 래치 렌치세트,볼렌치세트,라쳇렌치세트,별렌치세트,True,2,False,브랜드명_혼입 | 세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,보쉬 13RE,볼렌치,해머드릴,보안경,False,-1,False,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,보쉬 수공구세트,공구함세트,공구세트,공구세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,보쉬멀티기리세트,멀티테스터,드릴비트세트,멀티테스터,False,-1,True,브랜드명_혼입 | 세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,복스세트,다이스세트,소켓렌치세트,다이스세트,False,-1,True,세트_복합,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,빠루,빠루망치,쇠지렛대,빠루망치,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,빠루망치,망치,빠루망치,빠루망치,True,1,False,일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,빠루망치,망치,빠루망치,빠루망치,True,1,False,일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,뺀찌,핀펀치,펜치,핀펀치,True,15,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,뺀치,핀펀치,펜치,망치,True,2,False,일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,세신 가정용 공구 세트,공구함세트,공구세트,공구세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,세신공구세트,공구함세트,공구세트,공구세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,손타카,타카,손타카,손타카,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,손타카,타카,손타카,손타카,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,쇠톱,톱,쇠톱,쇠톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,쇠톱대,톱,쇠톱,쇠톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,수평계,디지털수평기,수평기,수평기,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,수평대(450mm),디지털수평기,수평기,수평기,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,수평대(디월트),디지털수평기,수평기,수평기,True,1,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,수평자,디지털수평기,수평기,수평기,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,수평자,디지털수평기,수평기,수평기,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,스패너(200mm),편구스패너,스패너,스패너,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:2.4b,아임삭 콤보드릴,전동드릴,충전드릴,임팩트드릴,True,4,False,브랜드명_혼입,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,일자겸용 충전드릴,충전임팩트드라이버,충전드릴,충전드릴,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,일자경용 충전드릴,충전임팩트드라이버,충전드릴,충전드릴,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,임팩트드라이버,충전임팩트드라이버,임팩트드라이버,임팩트드라이버,True,1,False,단순명사형,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,자석수평,디지털수평기,수평기,수평기,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,전기해머드릴,충전해머드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,전동 무선드릴,전동드릴,충전드릴,전동드릴,True,3,True,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,전동드릴(무선),전동드릴,충전드릴,전동드릴,True,4,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,전동드릴(보쉬 GSR14.4-2),전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,전동일자톱,원형톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,전동일자톱,원형톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,조경가위,다목적가위,전지가위,철판가위,True,4,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,직소,직각자,직소기,직소기,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,집톱,톱,접톱,톱,True,2,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,철기리,철공용드릴비트세트,철공용드릴비트,철판가위,True,3,False,일본어_잔재,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:2.4b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,첼라 300,플라이어,워터펌프플라이어,플라이어,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,충전 전동드릴(계양),충전해머드릴,충전드릴,충전드릴,True,1,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:2.4b,충전 전동드릴(보쉬),충전임팩트드라이버,충전드릴,충전드릴,True,1,False,브랜드명_혼입 | 동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,충전 전동드릴(아임삭),충전임팩트드라이버,충전드릴,충전드릴,True,1,False,브랜드명_혼입 | 동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,충전드라이버,충전드릴,전동드라이버,충전임팩트드라이버,True,4,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,충전함마드릴(디월트),충전임팩트드라이버,충전해머드릴,충전드릴,True,2,False,브랜드명_혼입 | 동력원_명시 | 일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,타카,타카핀,타카,타카,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,함마,해머드릴,망치,연마석,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,함석가위,다목적가위,철판가위,철판가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:2.4b,해머드릴(유선),전동드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:2.4b,헤라 3인치,앵글그라인더,스크레퍼,앵글그라인더,False,-1,True,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
exaone3.5:2.4b,헤라 5인치,앵글그라인더,스크레퍼,앵글그라인더,False,-1,True,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,바이스플라이어,플라이어세트,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:7.8b,보쉬 pushdrive,충전임팩트드라이버,전동드라이버,보안경,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,(36) 유선햄머전동드릴(콘크리트용),충전해머드릴,해머드릴,콘크리트용드릴비트,True,5,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,(45)에어펌프(자전거 공기주입기),에어펌프,자전거펌프,자전거펌프,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,12P 3종 기리세트(육각씽크),육각렌치세트,드릴비트세트,육각렌치세트,True,10,True,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
exaone3.5:7.8b,3.6v 전동드라이버,충전임팩트드라이버,전동드라이버,전동드라이버,True,1,False,규격_속성_혼입,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,300mm첼라,롱노즈플라이어,워터펌프플라이어,플라이어,False,-1,False,모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,A형 4단 사다리,사다리,A형사다리,A형사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,A형 사다리,사다리,A형사다리,A형사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,A형사다리(1.45M),사다리,A형사다리,A형사다리,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,BOSCH GSB18V-21,고속절단기,충전해머드릴,SDS드릴비트,False,-1,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,BOSCH 엑세서리 드릴 세트,공구세트,드릴비트세트,드릴비트세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_후보내_오선택,본체_부속품_혼동
exaone3.5:7.8b,LED 랜턴,LED작업등,LED손전등,LED손전등,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,LED랜턴,LED작업등,LED손전등,LED손전등,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,LED후레쉬,LED작업등,LED손전등,LED손전등,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,L렌치 세트,라쳇렌치세트,육각렌치세트,T렌치세트,True,5,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,L렌치세트,라쳇렌치세트,육각렌치세트,T렌치세트,True,7,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,L형 렌치센트,T렌치세트,육각렌치세트,렌치,True,6,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,[보쉬]테이블쏘(10인치),왕복톱(레시프로쏘),테이블톱,테이블톱,True,1,False,브랜드명_혼입 | 규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,usb 충전식 드라이버,충전임팩트드라이버,전동드라이버,충전임팩트드라이버,True,3,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,가정용 소형 드릴,충전드릴,전동드릴,전동드릴,True,1,False,단순명사형,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,갓다,타카,커터,사다리,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,강력절단기,고속절단기,볼트컷터,고속절단기,True,15,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,강력절단기(45cm),고속절단기,볼트컷터,고속절단기,False,-1,False,규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,겸용해머드릴(GBH5-38X),충전해머드릴,해머드릴,해머드릴,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,경량 몽키렌치,만능렌치,몽키렌치,몽키렌치,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,계양임팩드릴,충전임팩트드라이버,임팩트드릴,임팩트드릴,True,1,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,고글,고지가위,보안경,글루건,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,공구함키트박스(디월트),공구함세트,공구함,공구함,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:7.8b,기리세트,기어렌치세트,드릴비트세트,세트,True,9,False,세트_복합 | 일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
