Input_Name,status,rag_top1,rag_candidates,standard_name,brand,power_source,specification,fallback_used,gt_standard_name,is_correct
몽키 스패너10,success,편구스패너,"편구스패너, 와이어스트리퍼, 타일컷터, 쇠지렛대, 소켓렌치세트",편구스패너,,,,False,,
몽키 스패너10',success,다이아고날플라이어,"다이아고날플라이어, 옵셋렌치, 냉동라쳇렌치, 스냅링플라이어, 앤드컷팅니퍼",옵셋렌치,,,,False,,
몽키 스패너8,success,편구스패너,"편구스패너, 소켓렌치세트, 양용드라이버, 볼렌치세트, 쇠지렛대",편구스패너,,,,False,,
몽키 스페너,success,편구스패너,"편구스패너, 쇠지렛대, 스크레퍼, 고무망치, 전선릴",편구스패너,,,,False,,
"몽키 이레가 8″,10″,12″ /스페인",success,볼렌치세트,"볼렌치세트, 전동타카, 라쳇렌치세트, 편구스패너, 소켓렌치세트",라쳇렌치세트,,,"8"", 10"", 12""",False,,
몽키(10,success,편구스패너,"편구스패너, 볼렌치세트, 고무망치, 몽키렌치, 와이어스트리퍼",몽키렌치,,,크기·규격 정보가 부족하여 추출 불가. 입력 '10'은 크기 정보로 해석 가능하나 공구명과 연결되지 않아 specification에는 null 처리,False,,
몽키(10'') 1개,success,만능렌치,"만능렌치, 소켓렌치세트, 편구스패너, 스패너세트, 볼렌치세트",만능렌치,,,10'',False,,
몽키(10) 1개,success,소켓렌치세트,"소켓렌치세트, 만능렌치, 볼렌치세트, 스패너세트, 편구스패너",만능렌치,,,,False,,
몽키(10″),success,편구스패너,"편구스패너, 볼렌치세트, 소켓렌치세트, 만능렌치, 고무망치",만능렌치,,,10″,False,,
몽키(10인치),success,옵셋렌치,"옵셋렌치, 다이아고날플라이어, 냉동라쳇렌치, 앵글그라인더, 스냅링플라이어",옵셋렌치,,,,True,,
몽키(12'') 1개,success,만능렌치,"만능렌치, 스패너세트, 소켓렌치세트, 편구스패너, 그립망치",그립망치,,,12'',False,,
몽키(12) 1개,success,소켓렌치세트,"소켓렌치세트, 만능렌치, 스패너세트, 기어렌치세트, 볼렌치세트",만능렌치,,,,False,,
몽키(12인치),success,고무망치,"고무망치, 편구스패너, 몽키렌치, 만능렌치, 스크레퍼",몽키렌치,,,12인치,False,,
몽키(12인치) 1개,success,만능렌치,"만능렌치, 편구스패너, 스패너세트, 소켓렌치세트, 빠루망치",만능렌치,,,12인치,False,,
몽키(2),success,볼렌치세트,"볼렌치세트, 소켓렌치세트, 편구스패너, 만능렌치, 스패너세트",만능렌치,,,,False,,
몽키(8,success,볼렌치세트,"볼렌치세트, 전동타카, 장도리, 편구스패너, 소켓렌치세트",볼렌치세트,,,,True,,
몽키(8'') 1개,success,만능렌치,"만능렌치, 스패너세트, 기어렌치세트, 그립망치, 원형톱",그립망치,,,8'',False,,
몽키(8인치),success,몽키렌치,"몽키렌치, 편구스패너, 고무망치, 쇠지렛대, 만능렌치",몽키렌치,,,8인치,False,,
몽키(8인치) 1개,success,만능렌치,"만능렌치, 스패너세트, 기어렌치세트, 소켓렌치세트, 목공줄",목공줄,,,8인치,False,,
몽키(대),success,옵셋렌치,"옵셋렌치, 스냅링플라이어, 다이아고날플라이어, 냉동라쳇렌치, 플라이어렌치",옵셋렌치,,,,True,,
몽키(중),success,고무망치,"고무망치, 몽키렌치, 전선릴, 전동타카, 양용드라이버",몽키렌치,,,,False,,
"몽키,렌치,스패너",success,옵셋렌치,"옵셋렌치, 굽은노즈플라이어, 라쳇렌치세트, 플라이어렌치, 편구스패너",플라이어렌치,,,,False,,
"몽키/광폭(34mm,39mm)",success,클램프미터,"클램프미터, 라돈측정기, 고속절단기, 별렌치세트, 전동공구세트",별렌치세트,,,"광폭(34mm, 39mm)",False,,
몽키/렌치/스패너,success,옵셋렌치,"옵셋렌치, 굽은노즈플라이어, 플라이어렌치, 쇠지렛대, 라쳇렌치세트",옵셋렌치,,,,False,,
몽키2개,success,원형톱,"원형톱, 왕복톱(레시프로쏘), 직각자, 줄자, 모종삽",모종삽,,,,False,,
몽키8,success,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 편구스패너, 전동타카, 장도리",소켓렌치세트,,,,False,,
몽키렌치,success,몽키렌치,"몽키렌치, 토크렌치, 핀펀치, 전선릴, 렌치",몽키렌치,,,,False,몽키렌치,True
몽키렌치 (10),success,몽키렌치,"몽키렌치, 볼렌치세트, 토크렌치, 와이어스트리퍼, 라쳇렌치세트",몽키렌치,,,10,False,,
몽키렌치 (8),success,볼렌치세트,"볼렌치세트, 몽키렌치, 토크렌치, 소켓렌치세트, 라쳇렌치세트",몽키렌치,,,8,False,,
몽키렌치(25cm),success,클램프미터,"클램프미터, 기어렌치세트, T렌치세트, 소켓렌치세트, 스패너세트",소켓렌치세트,,,크기: 25cm,False,,
몽키렌치(30cm),success,스패너세트,"스패너세트, 클램프미터, 소켓렌치세트, T렌치세트, 기어렌치세트",소켓렌치세트,,,길이 30cm,False,,
몽키렌치15'' 1개,success,편구스패너,"편구스패너, 볼렌치세트, 와이어스트리퍼, 라쳇렌치세트, 소켓렌치세트",라쳇렌치세트,,,,False,,
몽키스패너,success,플라이어렌치,"플라이어렌치, 굽은노즈플라이어, 전동드라이버, 옵셋렌치, 스냅링플라이어",플라이어렌치,,,,False,몽키렌치,False
몽키스패너 10,success,와이어스트리퍼,"와이어스트리퍼, 라쳇렌치세트, 편구스패너, 전동드라이버, 볼렌치세트",편구스패너,,,크기·규격 등 기타 사양이 명시되지 않았습니다.,False,,
몽키스패너 10',success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 바이스그립플라이어, 앵글그라인더, 앤드컷팅니퍼",앵글그라인더,,,10'',False,,
몽키스패너 12인치,success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 옵셋렌치, 스냅링플라이어, 앤드컷팅니퍼",앤드컷팅니퍼,,,12인치,False,,
몽키스패너 1개,success,편구스패너,"편구스패너, 전선릴, 와이어스트리퍼, 스크레퍼, 쇠지렛대",편구스패너,,,,False,,
몽키스패너 200(8),success,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 스패너세트, 편구스패너, 라쳇렌치세트",편구스패너,,,200mm (8인치),False,,
몽키스패너 250(10),success,라쳇렌치세트,"라쳇렌치세트, 볼렌치세트, 와이어스트리퍼, 편구스패너, 소켓렌치세트",편구스패너,,,"250mm, 10개",False,,
몽키스패너 2개,success,편구스패너,"편구스패너, 전선릴, 와이어스트리퍼, 스크레퍼, 쇠지렛대",편구스패너,,,,False,,
몽키스패너 8,success,편구스패너,"편구스패너, 라쳇렌치세트, 볼렌치세트, 와이어스트리퍼, 소켓렌치세트",편구스패너,,,,False,,
몽키스패너 8',success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 앤드컷팅니퍼, 옵셋렌치, 버니어캘리퍼스",버니어캘리퍼스,,,,False,,
몽키스패너 대,success,옵셋렌치,"옵셋렌치, 굽은노즈플라이어, 플라이어렌치, 전동드라이버, 다이아고날플라이어",플라이어렌치,,,,False,,
"몽키스패너 대,중,소",success,옵셋렌치,"옵셋렌치, 굽은노즈플라이어, 전선릴, 몽키렌치, 앤드컷팅니퍼",몽키렌치,,,"대, 중, 소",False,,
몽키스패너 소,success,쇠지렛대,"쇠지렛대, 굽은노즈플라이어, 플라이어렌치, 옵셋렌치, 전동드라이버",옵셋렌치,,,,False,,
몽키스패너 와이드(10인치),success,바이스그립플라이어,"바이스그립플라이어, 냉동라쳇렌치, 앵글그라인더, 다이아고날플라이어, 롱노즈플라이어",앵글그라인더,,,와이드(10인치),False,,
몽키스패너 와이드(12인치),success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 바이스그립플라이어, 앤드컷팅니퍼, 앵글그라인더",앤드컷팅니퍼,,,12인치,False,,
몽키스패너 중,success,전선릴,"전선릴, 편구스패너, 와이어스트리퍼, 스크레퍼, 굽은노즈플라이어",편구스패너,,,,False,,
"몽키스패너 중,소",success,전동드릴,"전동드릴, 해머드릴, 고무망치, 전선릴, 편구스패너",편구스패너,,,"중,소",False,,
"몽키스패너(10#,12#)",success,볼렌치세트,"볼렌치세트, 소켓렌치세트, 편구스패너, 와이어스트리퍼, 라쳇렌치세트",편구스패너,,,"10#, 12#",False,,
"몽키스패너(10,12#)",success,볼렌치세트,"볼렌치세트, 라쳇렌치세트, 편구스패너, 와이어스트리퍼, 소켓렌치세트",편구스패너,,,"10,12#",False,,
몽키스패너(10인치),success,바이스그립플라이어,"바이스그립플라이어, 냉동라쳇렌치, 앵글그라인더, 다이아고날플라이어, 스냅링플라이어",앵글그라인더,,,10인치,False,,
몽키스패너(12#),success,와이어스트리퍼,"와이어스트리퍼, 편구스패너, 볼렌치세트, 라쳇렌치세트, 토크렌치",편구스패너,,,12#,False,,
몽키스패너(12인치),success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 옵셋렌치, 앤드컷팅니퍼, 앵글그라인더",앵글그라인더,,,12인치,False,,
몽키스패너(12인치) 1개,success,편구스패너,"편구스패너, 라쳇렌치세트, 굽은노즈플라이어, 와이어스트리퍼, 볼렌치세트",편구스패너,,,12인치,False,,
몽키스패너(14인치) 1개,success,편구스패너,"편구스패너, 스패너세트, 소켓렌치세트, 만능렌치, 볼렌치세트",편구스패너,,,14인치,False,,
몽키스패너(150mm),success,볼트컷터,"볼트컷터, 클램프미터, 소켓렌치세트, 전동공구세트, 고속절단기",고속절단기,,,150mm,False,,
몽키스패너(15인치),success,옵셋렌치,"옵셋렌치, 앤드컷팅니퍼, 굽은노즈플라이어, 쇠지렛대, 라쳇렌치세트",옵셋렌치,,,15인치,False,,
몽키스패너(2),success,라쳇렌치세트,"라쳇렌치세트, 앤드컷팅니퍼, 냉동라쳇렌치, 바이스그립플라이어, 옵셋렌치",옵셋렌치,,,몽키스패너 (2),False,,
몽키스패너(200mm),success,소켓렌치세트,"소켓렌치세트, 스패너세트, 편구스패너, 볼렌치세트, 볼트컷터",편구스패너,,,200mm,False,,
몽키스패너(250mm 세신),success,클램프미터,"클램프미터, 전동공구세트, 고속절단기, 공구세트, 별렌치세트",별렌치세트,,,250mm,False,몽키렌치,False
몽키스패너(250mm),success,클램프미터,"클램프미터, 전동공구세트, 고속절단기, 스패너세트, 소켓렌치세트",스패너세트,,,250mm,False,,
몽키스패너(260mm),success,클램프미터,"클램프미터, 전동공구세트, 고속절단기, 스패너세트, 소켓렌치세트",스패너세트,,,260mm,False,,
몽키스패너(300mm),success,편구스패너,"편구스패너, 소켓렌치세트, 스패너세트, 볼트컷터, 볼렌치세트",스패너세트,,,300mm,False,,
몽키스패너(308mm),success,편구스패너,"편구스패너, 와이어스트리퍼, 라쳇렌치세트, 볼렌치세트, 소켓렌치세트",편구스패너,,,308mm,False,,
몽키스패너(375mm),success,별렌치세트,"별렌치세트, 소켓렌치세트, 볼렌치세트, 전동공구세트, 스패너세트",별렌치세트,,,375mm,True,,
몽키스패너(450mm),success,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 별렌치세트, 공구세트",별렌치세트,,,450mm,False,,
몽키스패너(8),success,볼렌치세트,"볼렌치세트, 편구스패너, 라쳇렌치세트, 소켓렌치세트, 와이어스트리퍼",편구스패너,,,8,False,,
몽키스패너(8인치),success,냉동라쳇렌치,"냉동라쳇렌치, 앵글그라인더, 다이아고날플라이어, 옵셋렌치, 스냅링플라이어",앵글그라인더,,,8인치,False,,
몽키스패너(8인치) 1개,success,편구스패너,"편구스패너, 스패너세트, 소켓렌치세트, 볼렌치세트, 만능렌치",편구스패너,,,8인치,False,,
몽키스패너(8인치/10인치),success,옵셋렌치,"옵셋렌치, 라쳇렌치세트, 굽은노즈플라이어, 플라이어렌치, 냉동라쳇렌치",플라이어렌치,,,8인치/10인치,False,,
몽키스패너(대),success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 앵글그라인더, 앤드컷팅니퍼, 옵셋렌치",앵글그라인더,,,,False,,
"몽키스패너(대,중,소)",success,냉동라쳇렌치,"냉동라쳇렌치, 앤드컷팅니퍼, 옵셋렌치, 다이아고날플라이어, 버니어캘리퍼스",옵셋렌치,,,"대, 중, 소",False,,
"몽키스패너(대,중,소) 1개",success,편구스패너,"편구스패너, 와이어스트리퍼, 전선릴, 해머드릴, 볼렌치세트",편구스패너,,,"대, 중, 소",False,,
몽키스패너(소),success,플라이어렌치,"플라이어렌치, 옵셋렌치, 전동드라이버, 앤드컷팅니퍼, 굽은노즈플라이어",앤드컷팅니퍼,,,,False,,
몽키스패너(중),success,냉동라쳇렌치,"냉동라쳇렌치, 앤드컷팅니퍼, 옵셋렌치, 플라이어렌치, 다이아고날플라이어",옵셋렌치,,,,False,,
몽키스패너10',success,냉동라쳇렌치,"냉동라쳇렌치, 바이스그립플라이어, 앵글그라인더, 다이아고날플라이어, 버니어캘리퍼스",앵글그라인더,,,,False,,
몽키스패너10인치,success,옵셋렌치,"옵셋렌치, 다이아고날플라이어, 냉동라쳇렌치, 스냅링플라이어, 플라이어렌치",옵셋렌치,,,10인치,False,,
몽키스패너10인치 1개,success,와이어스트리퍼,"와이어스트리퍼, 편구스패너, 충전해머드릴, 전선릴, 쇠지렛대",편구스패너,,,10인치,False,,
몽키스패너12인치,success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 앵글그라인더, 옵셋렌치, 스냅링플라이어",앵글그라인더,,,12인치,False,,
몽키스패너6인치 1개,success,편구스패너,"편구스패너, 와이어스트리퍼, 전선릴, 굽은노즈플라이어, 볼렌치세트",편구스패너,,,6인치,False,,
몽키스패너8',success,바이스그립플라이어,"바이스그립플라이어, 냉동라쳇렌치, 앵글그라인더, 다이아고날플라이어, 스냅링플라이어",앵글그라인더,,,,False,,
몽키스패너8인치,success,옵셋렌치,"옵셋렌치, 굽은노즈플라이어, 플라이어렌치, 다이아고날플라이어, 스냅링플라이어",플라이어렌치,,,8인치,False,,
몽키스패너8인치 1개,success,편구스패너,"편구스패너, 와이어스트리퍼, 전선릴, 볼렌치세트, 라쳇렌치세트",편구스패너,,,8인치,False,,
몽키스패터,success,플라이어렌치,"플라이어렌치, 굽은노즈플라이어, 전동드라이버, 옵셋렌치, 앤드컷팅니퍼",플라이어렌치,,,,True,,
몽키스페너,success,플라이어렌치,"플라이어렌치, 굽은노즈플라이어, 전동드라이버, 라쳇렌치세트, 옵셋렌치",옵셋렌치,,,,False,,
몽키스페너(250mm),success,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 공구세트, 드릴비트세트",클램프미터,,,250mm,False,,
몽키스페너(300mm),success,고속절단기,"고속절단기, 클램프미터, 전동공구세트, 강력니퍼, 공구세트",강력니퍼,,,300mm,False,,
몽키스페너(대),success,냉동라쳇렌치,"냉동라쳇렌치, 바이스그립플라이어, 앵글그라인더, 다이아고날플라이어, 옵셋렌치",옵셋렌치,,,,False,,
무선 광택기,success,전동공구세트,"전동공구세트, 송풍기, 에어컴프레서, 소켓렌치세트, 전동압착기",전동공구세트,,충전식,,False,,
무선 드라이버,success,드라이버세트,"드라이버세트, 드라이버, 양용드라이버, 전동드릴, T핸드드라이버",드라이버,,충전식(무선),,False,,
무선 전동 드라이버,success,충전해머드릴,"충전해머드릴, 양용드라이버, 전동드릴, 전동드라이버, 로터리해머드릴",전동드라이버,,충전식(무선),,False,,
무선 전동글루건,success,전동드릴,"전동드릴, 소켓렌치세트, 편구스패너, 와이어스트리퍼, 전동공구세트",전동공구세트,,충전식(무선),,False,,
무선 전동드라이버,success,전동드릴,"전동드릴, 양용드라이버, 충전해머드릴, 전동드라이버, 와이어스트리퍼",전동드라이버,,충전식(무선),,False,,
무선 전동드릴,success,전동드릴,"전동드릴, 전동공구세트, 임팩트드릴, 전지가위, 만능렌치",전동드릴,,충전식(무선),,False,,
무선 컷쏘,success,전동드릴,"전동드릴, 전선릴, 스크레퍼, 편구스패너, 타일컷터",전동드릴,,충전식(무선),,False,,
무선/레이저 거리측정기,success,라돈측정기,"라돈측정기, 전동공구세트, 고속절단기, SDS드릴비트, 정밀드라이버세트",라돈측정기,,,,False,,
무선/전동드릴(드라이버),success,전동공구세트,"전동공구세트, 충전드릴, 충전해머드릴, 전자산업용니퍼, 정밀드라이버세트",충전드릴,,충전식(무선),,False,,
무선/전동타카,success,충전해머드릴,"충전해머드릴, 전동드릴, 전동공구세트, 양용드라이버, 에어컴프레서",전동드릴,,충전식(무선),,False,,
무선그라인더,success,다이아고날플라이어,"다이아고날플라이어, 스냅링플라이어, 앵글그라인더, 옵셋렌치, 냉동라쳇렌치",앵글그라인더,,충전식,,False,,
무선글루건,success,만능렌치,"만능렌치, 소켓렌치세트, 전지가위, 송풍기, 전동공구세트",전동공구세트,,충전식(무선),,False,,
무선드라이버드릴,success,충전해머드릴,"충전해머드릴, 전동드릴, 해머드릴, 양용드라이버, 로터리해머드릴",전동드릴,,충전식(무선),,False,,
무선드릴,success,임팩트드릴,"임팩트드릴, 전지가위, 만능렌치, 전동드릴, 드릴비트",전동드릴,,충전식(무선),,False,충전드릴,False
무선드릴(충전식),success,철공용드릴비트,"철공용드릴비트, 목공용드릴비트, 전동공구세트, 드릴비트세트, 고속절단기",드릴비트세트,,충전식,,False,,
무선소형전기톱세트(고장),success,전동공구세트,"전동공구세트, 전자산업용니퍼, 정밀드라이버세트, 철공용드릴비트, 드릴비트세트",전동공구세트,,충전식,"소형, 무선",False,,
무선안마기,success,전동드릴,"전동드릴, 타일컷터, 편구스패너, 소켓렌치세트, 와이어스트리퍼",전동드릴,,,,True,,
무선예초기,success,전동공구세트,"전동공구세트, 소켓렌치세트, 임팩트드릴, 전지가위, 전동드릴",전동드릴,,충전식(무선),,False,,
무선전동 드라이버,success,드라이버세트,"드라이버세트, 충전해머드릴, 전동드릴, 양용드라이버, 드라이버",전동드릴,,충전식(무선),,False,,
무선전동드라이버,success,전동드릴,"전동드릴, 충전해머드릴, 양용드라이버, 전동드라이버, 와이어스트리퍼",전동드라이버,,충전식(무선),,False,,
무선전동드릴,success,전동드릴,"전동드릴, 임팩트드릴, 전지가위, 전동공구세트, 만능렌치",임팩트드릴,,충전식(무선),,False,충전드릴,False
무선진공청소기,success,스프링배관청소기,"스프링배관청소기, 고속절단기, 전동공구세트, 전자산업용니퍼, 전동압착기",스프링배관청소기,,충전식,,False,,
무선충전글루건,success,편구스패너,"편구스패너, 소켓렌치세트, 만능렌치, 와이어스트리퍼, 전동드릴",전동드릴,,충전식,,False,,
무선충전드릴,success,임팩트드릴,"임팩트드릴, 전동드릴, 만능렌치, 전동공구세트, 전지가위",전동드릴,,충전식(무선),,False,,
무선컷소,success,전지가위,"전지가위, 만능렌치, 전동공구세트, 전동압착기, 임팩트드릴",전동공구세트,,충전식(무선),,False,,
무소음 콤프레샤,success,옵셋렌치,"옵셋렌치, 플라이어렌치, 스냅링플라이어, 다이아고날플라이어, 냉동라쳇렌치",옵셋렌치,,,,True,,
무소음 콤프레셔,success,스냅링플라이어,"스냅링플라이어, 다이아고날플라이어, 옵셋렌치, 플라이어렌치, 앵글그라인더",스냅링플라이어,,,,True,,
무소음콤프레샤,success,와이어스트리퍼,"와이어스트리퍼, 플라이어렌치, 전선릴, 옵셋렌치, 굽은노즈플라이어",와이어스트리퍼,,,,True,,
"무소음콤프레샤(1,5)",success,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 스패너세트, 기어렌치세트, T렌치세트",소켓렌치세트,,,,True,,
무진동중망치,success,전동압착기,"전동압착기, 석고대패, 강력니퍼, 그립망치, 고속절단기",그립망치,,,,False,,
물조리개,success,목공줄,"목공줄, 기어렌치세트, 원형톱, 육각렌치, 스패너",목공줄,,,,True,,
물호수,success,에어타카,"에어타카, 수평기, 육각렌치, 전지가위, 워터펌프플라이어",워터펌프플라이어,,,,False,,
물호스,success,장도리,"장도리, 돌망치, 타카, 다이스세트, 커터",커터,,,,False,,
물호스20M,success,전동공구세트,"전동공구세트, SDS드릴비트, 소켓렌치세트, 클램프미터, 공구세트",공구세트,,,,False,,
미니 공구세트,success,공구세트,"공구세트, 기어렌치세트, 소켓렌치세트, 스패너세트, 전동공구세트",공구세트,,,,False,,
미니 드라이버 세트,success,드라이버세트,"드라이버세트, 정밀드라이버세트, 드라이버, 핸드카트, 전동공구세트",드라이버세트,,,,False,,
미니 무선전동드라이버,success,충전해머드릴,"충전해머드릴, 양용드라이버, 전동드릴, 에어컴프레서, 로터리해머드릴",전동드릴,,충전식(무선),,False,,
미니 손대패,success,절단석,"절단석, 그립망치, 직소기, 손타카, 전동압착기",손타카,,,,False,,
미니 옥집게,success,다이아고날플라이어,"다이아고날플라이어, 냉동라쳇렌치, 스냅링플라이어, 옵셋렌치, 앵글그라인더",앵글그라인더,,,,False,,
미니 전동드릴,success,드릴비트세트,"드릴비트세트, 전동공구세트, 드릴비트, 공구세트, 고속절단기",전동공구세트,,유선,,False,,
미니 컷소,success,직소기,"직소기, 스패너세트, T렌치세트, 빠루망치, 기어렌치세트",직소기,,,,False,,
미니 탈수기,success,고속절단기,"고속절단기, 목공용드릴비트, 직소기, 드릴비트세트, 공구세트",직소기,,,,False,,
미니 톱,success,원형톱,"원형톱, 쇠톱, 스패너세트, 목공줄, 드릴비트세트",원형톱,,,,False,,
미니그라인더,success,앵글그라인더,"앵글그라인더, 스냅링플라이어, 다이아고날플라이어, 플라이어렌치, 옵셋렌치",앵글그라인더,,,,False,,
미니그라인더,success,앵글그라인더,"앵글그라인더, 스냅링플라이어, 다이아고날플라이어, 플라이어렌치, 옵셋렌치",앵글그라인더,,,,False,,
미니노즈플라이어,success,다이아고날플라이어,"다이아고날플라이어, 스냅링플라이어, 옵셋렌치, 플라이어렌치, 굽은노즈플라이어",굽은노즈플라이어,,,,False,,
미니당구대,success,목공줄,"목공줄, 빠루망치, 스패너세트, 드릴비트, 소켓렌치세트",목공줄,,,,False,,
미니드릴,success,절단석,"절단석, 드릴비트, 목공줄, 스패너, 직소기",드릴비트,,,,False,,
미니몽키,success,원형톱,"원형톱, 에어건, 줄자, 커터, 건타카",원형톱,,,,True,,
미니무선전동드릴,success,목공용드릴비트,"목공용드릴비트, 전동공구세트, 철공용드릴비트, 정밀드라이버세트, 드릴비트세트",드릴비트세트,,충전식(무선),,False,,
미니빔프로젝터,success,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 라쳇렌치세트, 에어컴프레서, 플라이어세트",소켓렌치세트,,,,True,,
미니빠루,success,빠루망치,"빠루망치, 줄자, 장도리, 만능렌치, 그립망치",빠루망치,,,,False,,
미니손전등,success,드릴비트세트,"드릴비트세트, 공구세트, 직소기, 전동공구세트, 클램프미터",드릴비트세트,,,,False,,
미니수평,success,수평기,"수평기, 다림추, 직소기, 육각렌치세트, 스패너세트",수평기,,,,False,,
"미니스패너세트(10,12,13,14,17,19mm)",success,클램프미터,"클램프미터, 전동공구세트, 기어렌치세트, 공구세트, T렌치세트",공구세트,,,"지지자리: 10, 12, 13, 14, 17, 19mm",False,,
미니예초기,success,빠루망치,"빠루망치, 소켓렌치세트, 육각렌치, 그립망치, 스패너세트",빠루망치,,,,True,,
미니전동드라이버,success,양용드라이버,"양용드라이버, 전동공구세트, 핸드카트, 드라이버세트, 끌세트",전동공구세트,,,,False,,
미니전동드라이버드릴,success,정밀드라이버세트,"정밀드라이버세트, 드라이버세트, 전동공구세트, T핸드드라이버, 고속절단기",전동공구세트,,,,False,전동드라이버,False
미니전동드릴,success,전동공구세트,"전동공구세트, 정밀드라이버세트, 목공용드릴비트, 드릴비트세트, 고속절단기",정밀드라이버세트,,,,False,,
미러리스카메라,success,와이어스트리퍼,"와이어스트리퍼, 라쳇렌치세트, 전선릴, 스크레퍼, 플라이어렌치",와이어스트리퍼,,,,True,,
미세먼지측정기,success,고속절단기,"고속절단기, 스프링배관청소기, 라돈측정기, 가스토치, 에어타카",라돈측정기,,,,False,,
미장손,success,손타카,"손타카, 절단석, 그립망치, 목공줄, 만능렌치",손타카,,,,True,,
밀워키 M12 BID,success,정밀드라이버세트,"정밀드라이버세트, 드라이버세트, 공구세트, 철공용드릴비트, 전동공구세트",전동공구세트,밀워키(Milwaukee),배터리,,False,충전임팩트드라이버,False
밀워키 M12V CID,success,PVC컷터,"PVC컷터, 충전임팩트드라이버, SDS드릴비트, 철공용드릴비트, 전동공구세트",전동공구세트,밀워키(Milwaukee),배터리,,False,,
밀워키 래치 렌치세트,success,옵셋렌치,"옵셋렌치, 플라이어렌치, 라쳇렌치세트, 냉동라쳇렌치, 다이아고날플라이어",라쳇렌치세트,마끼다,,,False,라쳇렌치세트,True
밀워키 충전해머드릴 M12V CPD,success,고속절단기,"고속절단기, 충전드릴, 충전임팩트드라이버, 정밀드라이버세트, 드라이버세트",충전임팩트드라이버,마키타,배터리,,False,충전해머드릴,False
밀차(대형),success,끌세트,"끌세트, 스패너세트, 편구스패너, 소켓렌치세트, 타일컷터",소켓렌치세트,마끼다,,대형,False,,
바둑/장기,success,타일컷터,"타일컷터, 편구스패너, 쇠지렛대, 고무망치, 전선릴",타일컷터,,,,True,,
바둑판+바둑알+장기알세트,success,소켓렌치세트,"소켓렌치세트, 스패너세트, 기어렌치세트, T렌치세트, 전동공구세트",소켓렌치세트,,,,False,,
바둑판세트,success,공구세트,"공구세트, 기어렌치세트, 공구함세트, T렌치세트, 스패너세트",공구세트,,,,True,,
바리깡,success,에어건,"에어건, 빠루망치, 고무망치, 줄자, 커터",에어건,,,,False,,
바이스,success,장도리,"장도리, 타카, 돌망치, 샌더, 펜치",펜치,,,,False,,
바이스 그립,success,와이어스트리퍼,"와이어스트리퍼, 타일컷터, 편구스패너, 볼렌치세트, 전선릴",편구스패너,,,,False,,
바이스 그립(12인치),success,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 스패너세트, 만능렌치, 편구스패너",볼렌치세트,,,12인치,False,,
바이스 플라이어,success,앵글그라인더,"앵글그라인더, 다이아고날플라이어, 바이스그립플라이어, 스냅링플라이어, 냉동라쳇렌치",바이스그립플라이어,,,,False,바이스그립플라이어,True
바이스 플라이어 10,success,플라이어렌치,"플라이어렌치, 라쳇렌치세트, 전동드라이버, 굽은노즈플라이어, 옵셋렌치",플라이어렌치,,,,False,,
바이스 플라이어 1개,success,다이아고날플라이어,"다이아고날플라이어, 스냅링플라이어, 옵셋렌치, 굽은노즈플라이어, 플라이어렌치",다이아고날플라이어,,,,False,,
바이스 플라이어(락킹 플라이어),success,다이아고날플라이어,"다이아고날플라이어, 냉동라쳇렌치, 바이스그립플라이어, 앵글그라인더, 스냅링플라이어",바이스그립플라이어,,,,False,,
바이스 플라이어8',success,앵글그라인더,"앵글그라인더, 바이스그립플라이어, 냉동라쳇렌치, 다이아고날플라이어, 스냅링플라이어",바이스그립플라이어,,,,False,,
바이스 플레이어,success,전동드라이버,"전동드라이버, 플라이어렌치, 옵셋렌치, 굽은노즈플라이어, 앤드컷팅니퍼",플라이어렌치,,,,False,,
바이스/클램프,success,송풍기,"송풍기, 목공줄, 스패너세트, 기어렌치세트, 소켓렌치세트",송풍기,,,,False,,
바이스그립,success,와이어스트리퍼,"와이어스트리퍼, 토크렌치, 전선릴, 편구스패너, 볼렌치세트",볼렌치세트,,,,False,바이스그립플라이어,False
바이스그립(10인치),success,바이스그립플라이어,"바이스그립플라이어, 냉동라쳇렌치, 다이아고날플라이어, 버니어캘리퍼스, 앵글그라인더",바이스그립플라이어,,,10인치,False,,
바이스그립플라이어,success,바이스그립플라이어,"바이스그립플라이어, 냉동라쳇렌치, 다이아고날플라이어, 앵글그라인더, 스냅링플라이어",바이스그립플라이어,,,,False,,
바이스크립,success,돌망치,"돌망치, 납볼망치, 전지가위, 장도리, 그립망치",그립망치,,,,False,,
