"구분자(PK)","공구 대분류 코드","공구 대분류","공구 중분류 코드","공구 중분류","공구 이름","공구 모델","과금기준","요금","요금(과금기준 + 요금)","수량","장소 PK","대여장소명","상세주소","위치(위도,경도)","위도","경도","웹사이트주소","전화번호","평일오픈시간","평일클로즈시간","토요일오픈시간","토요일클로즈시간","일요일오픈시간","일요일클로즈시간","공휴일오픈시간","공휴일클로즈시간","생성일시"
"10475","1","일반공구","19","기타 일반공구","랜턴","","1회","0","무료","1","47","우이동 공구대여소","서울특별시 강북구 삼양로139길49","37.6479523,127.0118533","37.6479523","127.0118533","","02-3778-4902","0900","1800","","","","","","","20201123131954"
"10469","1","일반공구","19","기타 일반공구","랜턴","","1회","0","무료","1","46","수유3동 공구대여소","서울시 강북구 노해로 36 (수유동)","37.6446371,127.0176913","37.6446371","127.0176913","","02-3778-4757","0900","1800","","","","","","","20201123131830"
"10435","1","일반공구","19","기타 일반공구","랜턴","","1회","0","무료","1","43","번3동 공구대여소","서울특별시 강북구 번동 90","37.6252095,127.0438421","37.6252095","127.0438421","","02-3778-4366","0900","1800","","","","","","","20201123131009"
"10370","1","일반공구","19","기타 일반공구","랜턴","","1회","0","무료","1","36","삼양동 공구대여소","서울시 강북구 삼양로 268 (미아동)","37.6273059,127.0161918","37.6273059","127.0161918","","02-3778-4005","0900","1800","","","","","","","20201123124840"
"14285","1","일반공구","19","기타 일반공구","랜턴(충전식)","","1일","0","무료","1","42","번2동 공구대여소","서울특별시 강북구 한천로 897","37.6323588,127.0387953","37.6323588","127.0387953","","02-3778-4302","0900","1800","","","","","","","20220624091633"
"12577","1","일반공구","19","기타 일반공구","랜턴(충전식)","","1회","0","무료","1","41","번1동 공구대여소","강북구 덕릉로41길74 번1동주민센터 1층","37.6378913,127.0288473","37.6378913","127.0288473","","02-3778-4252","0900","1800","","","","","","","20211005144955"
"15959","1","일반공구","19","기타 일반공구","렌턴","","1회","0","무료","2","105","독산1동 주민센터 공구도서관","서울특별시 금천구 독산동 289-5","37.4702486,126.8970622","37.4702486","126.8970622","","02-2104-5552","0900","1800","","","","","","","20230807145953"
"14330","1","일반공구","19","기타 일반공구","로브스터 첼라","","1회","0","무료","1","272","오륜동 주민센터","서울특별시 송파구 양재대로1232","37.515425,127.1343","37.515425","127.1343","","02-2147-4240","0900","1800","","","","","","","20220624143709"
"9285","1","일반공구","19","기타 일반공구","롱 노우즈","","1회","0","무료","1","13007","개포4동 주민센터","서울특별시 강남구 개포동 1211-4","37.4788568,127.0516419","37.4788568","127.0516419","","02-3423-7854","0900","1800","","","","","","","20181120162554"
"16715","1","일반공구","19","기타 일반공구","롱노우즈","","1일","0","1일 500원","1","13393","화곡2동주민센터","서울특별시 강서구 화곡동 860-4","37.531817,126.854613","37.531817","126.854613","","02-2600-7584","0900","1800","","","","","","","20240617101848"
"16224","1","일반공구","19","기타 일반공구","롱노우즈","","1회","0","무료","2","39","송천동 공구대여소","서울특별시 강북구 미아동 860-56","37.618282,127.023838","37.618282","127.023838","","02-3778-4152","0900","1800","","","","","","","20240321183638"
"9299","1","일반공구","19","기타 일반공구","롱노우즈","","1회","0","무료","1","13008","도곡2동 주민센터","서울특별시 강남구 도곡동 459","37.4837343,127.0464311","37.4837343","127.0464311","","02-3423-7554","0900","1800","","","","","","","20181120162945"
"9141","1","일반공구","19","기타 일반공구","롱노우즈","","1회","0","무료","1","13005","일원본동 주민센터","서울특별시 강남구 일원동 735-3","37.483362,127.0864614","37.483362","127.0864614","","02-3423-8253","0900","1800","","","","","","","20181119111057"
"17316","1","일반공구","19","기타 일반공구","롱노즈","","1회","0","무료","1","13020","개포1동 주민센터 공구대여소","서울특별시 강남구 개포로 303 현대1차상가 1층","37.4824625,127.0544858","37.4824625","127.0544858","","02-3423-7670","0900","1800","","","","","","","20250707092932"
"16123","1","일반공구","19","기타 일반공구","롱노즈","","1일","0","무료","1","193","홍제2동 공구대여소","서울특별시 서대문구 홍제동 161-1","37.5860669,126.9471619","37.5860669","126.9471619","","02-330-6765","0900","1800","","","","","","","20240112092541"
"16089","1","일반공구","19","기타 일반공구","롱노즈","","1회","0","무료","1","13025","삼성1동 주민센터 공구대여소","서울특별시 강남구 삼성동 161-2","37.5144372,127.0625398","37.5144372","127.0625398","","02-3423-7803","0900","1800","","","","","","","20231127102933"
"14193","1","일반공구","19","기타 일반공구","롱노즈","","1일","0","1일 500원","1","2431","화곡1동 주민센터 공구대여소","서울특별시 강서구 화곡동 425-13","37.5303331,126.8414902","37.5303331","126.8414902","","02-2600-7525","0900","1800","","","","","","","20220623135607"
"13734","1","일반공구","19","기타 일반공구","롱노즈","","1회","0","무료","2","47","우이동 공구대여소","서울특별시 강북구 삼양로139길49","37.6479523,127.0118533","37.6479523","127.0118533","","02-3778-4902","0900","1800","","","","","","","20220617154941"
"9726","1","일반공구","19","기타 일반공구","롱노즈","","1회","0","무료","2","13017","대치1동 주민센터 공구대여소","서울특별시 강남구 대치동 646-2","37.4931723,127.0567135","37.4931723","127.0567135","","02-3423-8326","0900","1800","","","","","","","20181123154733"
"9473","1","일반공구","19","기타 일반공구","롱노즈","","1회","0","무료","1","13013","일원1동 주민센터","서울특별시 강남구 일원동 712-3","37.4918388,127.0879628","37.4918388","127.0879628","","02-3423-8370","0900","1800","","","","","","","20181122104227"
"9235","1","일반공구","19","기타 일반공구","롱노즈","","1회","0","무료","1","13009","수서동 주민센터","서울특별시 강남구 수서동 723","37.4867306,127.1053898","37.4867306","127.1053898","","02-3423-8581","0900","1800","","","","","","","20181120160000"
"13624","1","일반공구","19","기타 일반공구","롱노즈 6인치","","1일","0","1일 300원","1","2433","발산1동 주민센터 공구대여소","서울특별시 강서구 내발산동 681-5","37.5531209,126.8331686","37.5531209","126.8331686","","02-2600-7875","0900","1800","","","","","","","20220616153118"
"12306","1","일반공구","19","기타 일반공구","롱노즈6'","","1회","0","무료","1","2415","가양1동 공구대여소","서울특별시 강서구 가양동 1462-3","37.5694674,126.8446736","37.5694674","126.8446736","","02-2600-7785","0900","1800","","","","","","","20210930150343"
"17141","1","일반공구","19","기타 일반공구","롱로우즈","","1회","0","무료","1","264","풍납1동 주민센터","서울특별시 송파구 천호대로 152길 7","37.53808,127.12208","37.53808","127.12208","","02-2147-4000","0900","1800","","","","","","","20250120161413"
"14286","1","일반공구","19","기타 일반공구","롱로우즈","","1일","0","무료","1","42","번2동 공구대여소","서울특별시 강북구 한천로 897","37.6323588,127.0387953","37.6323588","127.0387953","","02-3778-4302","0900","1800","","","","","","","20220624091746"
"12734","1","일반공구","19","기타 일반공구","롱로우즈","","1회","0","무료","1","244","사근동 공구대여소","서울특별시 성동구 사근동길 37","37.56152,127.04535","37.56152","127.04535","","02-2286-7271","0900","1800","","","","","","","20211012153944"
"17426","1","일반공구","19","기타 일반공구","롱로우즈(8' 펜치)","","1회","0","무료","1","13386","목3동주민센터 공구대여소","서울특별시 양천구 목동 642-1","37.5448009,126.8644431","37.5448009","126.8644431","","02-2084-5298","0900","1800","","","","","","","20250826173937"
"16587","1","일반공구","19","기타 일반공구","롱로즈","","1일","0","1일 500원","1","13376","방화2동 주민센터 공구대여소","서울특별시 강서구 방화동 850","37.5717834,126.8058069","37.5717834","126.8058069","","02-2600-5204","0900","1800","","","","","","","20240520114338"
"15506","1","일반공구","19","기타 일반공구","롱로즈","","1회","0","무료","1","462","응암3동 공구도서관","서울특별시 은평구 불광천길 410-17(응암3동주민센터)","37.59223,126.91571","37.59223","126.91571","","02-351-5273","0900","1800","","","","","","","20230501122737"
"15266","1","일반공구","19","기타 일반공구","롱로즈","","1회","0","무료","1","13276","쌍문4동주민센터","서울특별시 도봉구 쌍문동 59-7","37.656482,127.028425","37.656482","127.028425","","02-2091-5578","0900","1800","","","","","","","20230130142312"
"12518","1","일반공구","19","기타 일반공구","롱별렌치세트(T10~T40)","","1회","0","무료","2","120","공릉2동주민센터 공구대여소","노원로1길 68","37.621332,127.083488","37.621332","127.083488","","02-2116-2528","0900","1800","","","","","","","20211001134653"
"15264","1","일반공구","19","기타 일반공구","리베터","","1회","0","무료","1","13276","쌍문4동주민센터","서울특별시 도봉구 쌍문동 59-7","37.656482,127.028425","37.656482","127.028425","","02-2091-5578","0900","1800","","","","","","","20230130142149"
"17195","1","일반공구","19","기타 일반공구","리벳건","","1회","0","무료","1","13222","도일공구","서울특별시 도봉구 도봉동 593-69","37.6786913,127.0434369","37.6786913","127.0434369","","02-2091-5804","0900","1800","","","","","","","20250318145938"
"13404","1","일반공구","19","기타 일반공구","리벳건","","1회","0","무료","1","130","쌍문1동 응답하라, 공구야","서울특별시 도봉구 쌍문동 378-45","37.6480275,127.0261145","37.6480275","127.0261145","","02-2091-5522","0900","1800","","","","","","","20220607172734"
"17313","1","일반공구","19","기타 일반공구","릴선","","1회","0","무료","1","95","구로5동 공구대여소","서울 구로구 구로중앙로28길 66","37.500076,126.8871354","37.500076","126.8871354","","02-2620-7619","0900","1800","","","","","","","20250704142355"
"17230","1","일반공구","19","기타 일반공구","릴선","","1회","0","무료","1","82","구의3동 공구대여소","서울특별시 광진구 구의동 587-29","37.5380706,127.0920204","37.5380706","127.0920204","","02-450-5383","0900","1800","","","","","","","20250422084725"
"14029","1","일반공구","19","기타 일반공구","릴선","","1일","0","1일 300원","1","64","인헌동주민센터 가정용 공구대여소","서울특별시 관악구 남부순환로246가길 20","37.4751153,126.9652589","37.4751153","126.9652589","","02-879-4448","0900","1800","","","","","","","20220622104244"
"12478","1","일반공구","19","기타 일반공구","릴선","","1일","0","1일 1000원","1","13168","집수리지원센터 공구대여소(건축과)","서울특별시 성북구 삼선동5가 411","37.5894,127.016749","37.5894","127.016749","","02-2241-2923","0900","1800","","","","","","","20211001130801"
"11078","1","일반공구","19","기타 일반공구","릴선","","1회","0","무료","1","508","면목4동주민센터 공구대여소","서울특별시 중랑구 면목동 378-9","37.5747,127.08561","37.5747","127.08561","","02-2094-6133","0900","1800","","","","","","","20201125141128"
"14582","1","일반공구","19","기타 일반공구","릴호스","","1회","0","","1","2416","가양2동 공구대여소","서울특별시 강서구 가양동 1472-4","37.5673159,126.8512729","37.5673159","126.8512729","","02-2600-7813","0900","1700","","","","","","","20220630104344"
"14217","1","일반공구","19","기타 일반공구","릴호스","","1일","0","1일 500원","1","2431","화곡1동 주민센터 공구대여소","서울특별시 강서구 화곡동 425-13","37.5303331,126.8414902","37.5303331","126.8414902","","02-2600-7525","0900","1800","","","","","","","20220623142738"
"12324","1","일반공구","19","기타 일반공구","릴호스","","1회","0","무료","1","2415","가양1동 공구대여소","서울특별시 강서구 가양동 1462-3","37.5694674,126.8446736","37.5694674","126.8446736","","02-2600-7785","0900","1800","","","","","","","20210930150955"
"11435","1","일반공구","19","기타 일반공구","릴호스","","1일","0","1일 1000원","1","2436","화곡3동 주민센터 공구대여소","서울특별시 강서구 강서로33가길 17","37.5425392,126.8384231","37.5425392","126.8384231","","02-2600-7565","0900","1800","","","","","","","20201127095650"
"11393","1","일반공구","19","기타 일반공구","릴호스","","1일","0","1일 1000원","1","52","우장산동 공구대여소","서울특별시 강서구 화곡동 1159-4","37.5482468,126.8418849","37.5482468","126.8418849","","02-2600-7726","0900","1800","","","","","","","20201127093439"
"11305","1","일반공구","19","기타 일반공구","릴호스","","1회","0","","1","2429","등촌1동 주민센터 공구대여소","서울특별시 강서구 등촌동 642-1","37.555787,126.8588487","37.555787","126.8588487","","02-2600-7346","0900","1800","","","","","","","20201125173701"
"9290","1","일반공구","19","기타 일반공구","링고리세트","","1회","0","무료","2","13008","도곡2동 주민센터","서울특별시 강남구 도곡동 459","37.4837343,127.0464311","37.4837343","127.0464311","","02-3423-7554","0900","1800","","","","","","","20181120162714"
"16861","1","일반공구","19","기타 일반공구","마끼타 송풍기","","1회","0","무료","1","2438","면목3.8동 주민센터","서울특별시 중랑구 면목동 498-6","37.582968,127.0880956","37.582968","127.0880956","","02-2094-6098","0900","1800","","","","","","","20240712094334"
"17385","1","일반공구","19","기타 일반공구","마모된 피스제거용 비트","","1회","0","무료","1","342","우리동네 공구도서관(신길1동)","서울특별시 영등포구 신길동 465-1","37.51116,126.92144","37.51116","126.92144","","02-2670-1245","0900","1800","","","","","","","20250805140622"
"9617","1","일반공구","19","기타 일반공구","막대본드","","1회","0","무료","1","13015","신사동 주민센터","서울특별시 강남구 신사동 548-1","37.5239769,127.0227755","37.5239769","127.0227755","","02-3423-7303","0900","1800","","","","","","","20181123135044"
"17023","1","일반공구","19","기타 일반공구","만능관통기","","1회","0","무료","1","13364","역삼2동 주민센터","서울특별시 강남구 역삼동 761-26","37.4959674,127.0468034","37.4959674","127.0468034","","02-3423-7353","0900","1800","","","","","","","20241119170316"
"15701","1","일반공구","19","기타 일반공구","만능관통기","","1회","0","무료","1","13338","우리 동네 생활지원센터(마을활력소)","삼성로75길 24","37.5032271,127.0562528","37.5032271","127.0562528","","02-561-3423","0900","1800","","","","","","","20230619140450"
"10070","1","일반공구","19","기타 일반공구","만능관통기","","1회","0","무료","2","13025","삼성1동 주민센터 공구대여소","서울특별시 강남구 삼성동 161-2","37.5144372,127.0625398","37.5144372","127.0625398","","02-3423-7803","0900","1800","","","","","","","20181127145151"
"9666","1","일반공구","19","기타 일반공구","만능관통기","","1회","0","무료","2","13016","역삼2동 주민센터 공구대여소","서울특별시 강남구 역삼동 761-26","37.4959857,127.0467983","37.4959857","127.0467983","","02-3423-7353","0900","1800","","","","","","","20181123151816"
"9383","1","일반공구","19","기타 일반공구","만능관통기","","1회","0","무료","2","13010","청담동주민센터","서울특별시 강남구 청담동 124-1","37.5250639,127.049282","37.5250639","127.049282","","02-3423-7712","0900","1800","","","","","","","20181122101322"
"15801","1","일반공구","19","기타 일반공구","만능드라이버핸들","","1회","0","무료","2","78","중곡4동 생활공구대여소","서울특별시 광진구 중곡동 62-24","37.559041,127.0893589","37.559041","127.0893589","","02-450-5135","0900","1800","","","","","","","20230719141659"
"17318","1","일반공구","19","기타 일반공구","만능렌치","","1회","0","무료","1","13020","개포1동 주민센터 공구대여소","서울특별시 강남구 개포로 303 현대1차상가 1층","37.4824625,127.0544858","37.4824625","127.0544858","","02-3423-7670","0900","1800","","","","","","","20250707093059"
"17084","1","일반공구","19","기타 일반공구","만능지렛대","","1회","0","무료","1","100","개봉3동 공구대여소","서울특별시 구로구 개봉로3길 47-5","37.4859537,126.8516385","37.4859537","126.8516385","","02-2620-7369","0900","1800","","","","","","","20241205174548"
"8580","1","일반공구","19","기타 일반공구","망치","","1일","0","무료","1","87","자양4동 생활공구대여소","서울특별시 광진구 자양동 63-1","37.5341115,127.0662969","37.5341115","127.0662969","","02-450-1823","0900","1800","","","","","","","20180202133000"
"17326","1","일반공구","19","기타 일반공구","몽키 스페너","","1회","0","무료","1","13020","개포1동 주민센터 공구대여소","서울특별시 강남구 개포로 303 현대1차상가 1층","37.4824625,127.0544858","37.4824625","127.0544858","","02-3423-7670","0900","1800","","","","","","","20250707175722"
"12730","1","일반공구","19","기타 일반공구","몽키스패너","","1회","0","무료","1","244","사근동 공구대여소","서울특별시 성동구 사근동길 37","37.56152,127.04535","37.56152","127.04535","","02-2286-7271","0900","1800","","","","","","","20211012153715"
"16069","1","일반공구","19","기타 일반공구","무선충전글루건","","1회","0","무료","1","150","답십리제1동 공구대여소","서울시 동대문구 사가정로 30","37.5718898,127.0489465","37.5718898","127.0489465","","02-2171-6223","0900","1800","","","","","","","20231116145257"
"15897","1","일반공구","19","기타 일반공구","물호스","","1일","0","1일 1000원","1","13241","정릉2동 주민센터","서울특별시 성북구 정릉로 26길 1","37.6044729,127.0111047","37.6044729","127.0111047","","02-2241-5322","0900","1800","","","","","","","20230728003416"
"15941","1","일반공구","19","기타 일반공구","미니 옥집게","","1회","0","무료","1","13360","잠원동주민센터","나루터로 38","37.5149619,127.0140771","37.5149619","127.0140771","","02-2155-7543","0900","1800","","","","","","","20230802082503"
"17355","1","일반공구","19","기타 일반공구","미니빠루","","1회","0","무료","1","13511","서촌마을관리소","필운대로 45","37.5802058,126.9685189","37.5802058","126.9685189","","027206650","1000","1700","1000","1700","1000","1700","","","20250724170918"
"16638","1","일반공구","19","기타 일반공구","미니손전등","","1회","0","무료","1","13062","홍제1동주민센터 공구대여소","서울특별시 서대문구 홍제동 173-9","37.5876932,126.9448708","37.5876932","126.9448708","","02-330-8290","0900","1800","","","","","","","20240611111639"
"12735","1","일반공구","19","기타 일반공구","바이스","","1회","0","무료","1","244","사근동 공구대여소","서울특별시 성동구 사근동길 37","37.56152,127.04535","37.56152","127.04535","","02-2286-7271","0900","1800","","","","","","","20211012154229"
"9496","1","일반공구","19","기타 일반공구","바이스 플라이어","","1회","0","무료","1","13013","일원1동 주민센터","서울특별시 강남구 일원동 712-3","37.4918388,127.0879628","37.4918388","127.0879628","","02-3423-8370","0900","1800","","","","","","","20181122104820"
"9239","1","일반공구","19","기타 일반공구","바이스 플라이어","","1회","0","무료","1","13009","수서동 주민센터","서울특별시 강남구 수서동 723","37.4867306,127.1053898","37.4867306","127.1053898","","02-3423-8581","0900","1800","","","","","","","20181120160207"
"14555","1","일반공구","19","기타 일반공구","바이스 플라이어(락킹 플라이어)","","1일","0","1일 1000원","1","2430","등촌3동 주민센터 공구대여소","서울특별시 강서구 등촌동 705-4","37.5589142,126.8478309","37.5589142","126.8478309","","02-2600-7445","0900","1800","","","","","","","20220630102052"
"8577","1","일반공구","19","기타 일반공구","바이스그립","","1회","0","무료","1","87","자양4동 생활공구대여소","서울특별시 광진구 자양동 63-1","37.5341115,127.0662969","37.5341115","127.0662969","","02-450-1823","0900","1800","","","","","","","20180202133000"
"12942","1","일반공구","19","기타 일반공구","발펌프","","1회","0","무료","2","184","우리동네 무료 공구 대여소","서울특별시 마포구 망원동 409-3","37.5555853,126.9033902","37.5555853","126.9033902","","02-3153-6814","0900","1800","","","","","","","20211124163909"
"12527","1","일반공구","19","기타 일반공구","발펌프(쌍발) SM-FP7-스마토","","1회","0","무료","1","120","공릉2동주민센터 공구대여소","노원로1길 68","37.621332,127.083488","37.621332","127.083488","","02-2116-2528","0900","1800","","","","","","","20211001134923"
"17052","1","일반공구","19","기타 일반공구","방우형 전선릴 KXGBP-13(1.05*30M)","","1회","0","무료","1","504","중림종합사회복지관","서울특별시 중구 중림동 156-176","37.5595228,126.9662513","37.5595228","126.9662513","","02-362-3348","0900","2000","0930","1500","","","","","20241204150924"
"10535","1","일반공구","19","기타 일반공구","방울집게","","1일","0","1일 300원","1","64","인헌동주민센터 가정용 공구대여소","서울특별시 관악구 남부순환로246가길 20","37.4751153,126.9652589","37.4751153","126.9652589","","02-879-4448","0900","1800","","","","","","","20201123134826"
"16755","1","일반공구","19","기타 일반공구","벡터 스트리퍼","","1일","0","1일 10000원","1","274","송파1동 주민센터","서울특별시 송파구 백제고분로 392","37.50626,127.10931","37.50626","127.10931","","02-2147-4300","0900","1800","","","","","","","20240621120428"
"17367","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","13511","서촌마을관리소","필운대로 45","37.5802058,126.9685189","37.5802058","126.9685189","","027206650","1000","1700","1000","1700","1000","1700","","","20250724172613"
"17312","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","3","95","구로5동 공구대여소","서울 구로구 구로중앙로28길 66","37.500076,126.8871354","37.500076","126.8871354","","02-2620-7619","0900","1800","","","","","","","20250704142316"
"16974","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","13059","천연동주민센터 공구대여소","서울특별시 서대문구 영천동 101","37.5711306,126.9590337","37.5711306","126.9590337","","02-330-8262","0900","1800","","","","","","","20241021175209"
"16953","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","13170","노량진1동주민센터 공구대여소","서울특별시 동작구 노량진동 333","37.5132374,126.9465794","37.5132374","126.9465794","","02-820-2405","0900","1800","","","","","","","20241007145558"
"12653","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","5","103","수궁동 공구대여소","서울특별시 구로구 궁동 213-42","37.4939422,126.8314627","37.4939422","126.8314627","","02-2620-7659","0900","1800","","","","","","","20211007164625"
"12135","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","169","대방동주민센터 공구대여소","서울특별시 동작구 대방동 350-8","37.5081314,126.9263503","37.5081314","126.9263503","","02-820-2750","0900","1800","","","","","","","20201127164935"
"11709","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","13063","홍제3동주민센터 공구대여소","서울특별시 서대문구 홍제동 7-13","37.5938312,126.9496719","37.5938312","126.9496719","","02-330-8609","0900","1800","","","","","","","20201127113920"
"11677","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","4","13062","홍제1동주민센터 공구대여소","서울특별시 서대문구 홍제동 173-9","37.5876932,126.9448708","37.5876932","126.9448708","","02-330-8290","0900","1800","","","","","","","20201127111708"
"11642","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","13061","홍은2동주민센터 공구대여소","서울특별시 서대문구 홍은동 273-10","37.5801972,126.9342509","37.5801972","126.9342509","","02-330-8786","0900","1800","","","","","","","20201127110622"
"11528","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","13058","북아현동주민센터 공구대여소","서울특별시 서대문구 북아현로 24","37.5595,126.957025","37.5595","126.957025","","02-330-6763","0900","1800","","","","","","","20201127103533"
"11503","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","13057","북가좌2동주민센터 공구대여소","서울특별시 서대문구 북가좌동 324-13","37.5814973,126.911201","37.5814973","126.911201","","02-330-4368","0900","1800","","","","","","","20201127102313"
"10596","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","5","98","개봉1동 공구대여소","서울 구로구 경인로33길 51","37.5001669,126.848879","37.5001669","126.848879","","02-2620-7176","0900","1800","","","","","","","20201123143009"
"8725","1","일반공구","19","기타 일반공구","보안경","","1일","0","무료","3","92","구로2동 공구대여소","서울특별시 구로구 구로동 704-12","37.4913771,126.8834703","37.4913771","126.8834703","","02-2620-7304","0900","1800","","","","","","","20180202133000"
"8667","1","일반공구","19","기타 일반공구","보안경","","1회","0","무료","1","90","신도림동 공구대여소","서울특별시 구로구 신도림로 40","37.5077664,126.8805826","37.5077664","126.8805826","","02-2620-7103","0900","1800","","","","","","","20180202133000"
"1433","1","일반공구","19","기타 일반공구","보안경","","1일","0","무료","2","471","사직동 공구대여소","서울특별시 종로구 경희궁1길 15","37.5713641,126.9706183","37.5713641","126.9706183","","02-2148-5033","0900","1800","","","","","","","20180123173300"
"16712","1","일반공구","19","기타 일반공구","보안경(고글)","","1일","0","1일 500원","1","13393","화곡2동주민센터","서울특별시 강서구 화곡동 860-4","37.531817,126.854613","37.531817","126.854613","","02-2600-7584","0900","1800","","","","","","","20240617101655"
"15949","1","일반공구","19","기타 일반공구","보호안경 투명","","1회","0","무료","1","167","사당2동주민센터 공구대여소","서울특별시 동작구 사당동 105-12","37.4887395,126.9792749","37.4887395","126.9792749","","02-820-2593","0900","1800","","","","","","","20230807094938"
"16242","1","일반공구","19","기타 일반공구","복쉬수공구세트","","1회","0","무료","1","497","약수동주민센터 공구대여소","서울특별시 중구 신당동 366-15","37.55247,127.00899","37.55247","127.00899","","02-3396-8522","0900","1800","","","","","","","20240402210029"
"17447","1","일반공구","19","기타 일반공구","복스 (10개 1세트)","","1회","0","무료","1","476","교남동 공구대여소","서울특별시 종로구 송월길 154","37.57192,126.96196","37.57192","126.96196","","02-2148-5184","0900","1800","","","","","","","20250903152020"
"17469","1","일반공구","19","기타 일반공구","복스렌치세트","","1회","0","무료","1","13516","신설동 주민센터","천호대로 26 2층","37.5738924,127.0260332","37.5738924","127.0260332","","02-2171-6713","0900","1800","","","","","","","20250911163232"
"17165","1","일반공구","19","기타 일반공구","복스세트","","1회","0","무료","1","13364","역삼2동 주민센터","서울특별시 강남구 역삼동 761-26","37.4959674,127.0468034","37.4959674","127.0468034","","02-3423-7353","0900","1800","","","","","","","20250226131039"
"16604","1","일반공구","19","기타 일반공구","복스세트","","1일","0","1일 500원","1","13376","방화2동 주민센터 공구대여소","서울특별시 강서구 방화동 850","37.5717834,126.8058069","37.5717834","126.8058069","","02-2600-5204","0900","1800","","","","","","","20240520115119"
"9985","1","일반공구","19","기타 일반공구","복스세트","","1회","0","무료","2","13022","도곡1동 주민센터","서울특별시 강남구 도곡동 892-6","37.488238,127.0390246","37.488238","127.0390246","","02-3423-7453","0900","1800","","","","","","","20181127135329"
"2253","1","일반공구","19","기타 일반공구","복스세트","","1회","0","무료","1","468","진관동 공구도서관","서울특별시 은평구 진관2로 31(진관동주민센터)","37.6349324,126.9209775","37.6349324","126.9209775","","02-351-5477","0900","1800","","","","","","","20180123173300"
"16240","1","일반공구","19","기타 일반공구","복스셋","","1회","0","무료","1","497","약수동주민센터 공구대여소","서울특별시 중구 신당동 366-15","37.55247,127.00899","37.55247","127.00899","","02-3396-8522","0900","1800","","","","","","","20240402205754"
"9451","1","일반공구","19","기타 일반공구","복스셋트","","1회","0","무료","1","13010","청담동주민센터","서울특별시 강남구 청담동 124-1","37.5250639,127.049282","37.5250639","127.049282","","02-3423-7712","0900","1800","","","","","","","20181122103537"
"17071","1","일반공구","19","기타 일반공구","볼렌치","","1회","0","무료","1","504","중림종합사회복지관","서울특별시 중구 중림동 156-176","37.5595228,126.9662513","37.5595228","126.9662513","","02-362-3348","0900","2000","0930","1500","","","","","20241204151852"
"13627","1","일반공구","19","기타 일반공구","볼렌치세트","","1일","0","1일 300원","1","2433","발산1동 주민센터 공구대여소","서울특별시 강서구 내발산동 681-5","37.5531209,126.8331686","37.5531209","126.8331686","","02-2600-7875","0900","1800","","","","","","","20220616153523"
"9288","1","일반공구","19","기타 일반공구","볼렌치세트","","1회","0","무료","2","13008","도곡2동 주민센터","서울특별시 강남구 도곡동 459","37.4837343,127.0464311","37.4837343","127.0464311","","02-3423-7554","0900","1800","","","","","","","20181120162644"
"15045","1","일반공구","19","기타 일반공구","볼트리무버","","1회","0","무료","1","343","우리동네 공구도서관(신길5동)","서울특별시 영등포구 신길동 422","37.50164,126.90522","37.50164","126.90522","","02-2670-1304","0900","1800","","","","","","","20221101130137"
"11940","1","일반공구","19","기타 일반공구","볼트커터","","1회","0","무료","1","164","상도2동주민센터 공구대여소","서울특별시 동작구 상도동 25-48","37.5055235,126.9423089","37.5055235","126.9423089","","02-820-2493","0900","1800","","","","","","","20201127154251"
"13645","1","일반공구","19","기타 일반공구","볼트커터 18인치","","1일","0","1일 500원","1","2433","발산1동 주민센터 공구대여소","서울특별시 강서구 내발산동 681-5","37.5531209,126.8331686","37.5531209","126.8331686","","02-2600-7875","0900","1800","","","","","","","20220616164825"
"16008","1","일반공구","19","기타 일반공구","부탄가스 히터","","1회","0","무료","1","13364","역삼2동 주민센터","서울특별시 강남구 역삼동 761-26","37.4959674,127.0468034","37.4959674","127.0468034","","02-3423-7353","0900","1800","","","","","","","20230818173049"
"9264","1","일반공구","19","기타 일반공구","부탄가스 히터","","1회","0","무료","2","13009","수서동 주민센터","서울특별시 강남구 수서동 723","37.4867306,127.1053898","37.4867306","127.1053898","","02-3423-8581","0900","1800","","","","","","","20181120161357"
"6315","1","일반공구","19","기타 일반공구","부탄가스토치","","1일","0","무료","2","244","사근동 공구대여소","서울특별시 성동구 사근동길 37","37.56152,127.04535","37.56152","127.04535","","02-2286-7271","0900","1800","","","","","","","20180123173300"
"9512","1","일반공구","19","기타 일반공구","부탄가스히타","","1회","0","무료","1","13010","청담동주민센터","서울특별시 강남구 청담동 124-1","37.5250639,127.049282","37.5250639","127.049282","","02-3423-7712","0900","1800","","","","","","","20181122105128"
