input_name,standard_name_gt,dirty_type,llm_output,llm_raw,exact_match,nearest_name,nearest_sim,nearest_correct
글루스틱,글루스틱,오탈자,접착제,접착제,False,접톱,0.4,False
실리콘건,실리콘건,오탈자,실리콘 뿜대기,실리콘 뿜대기,False,실리콘건,0.545,True
실리콘 건,실리콘건,오탈자,실리콘 펌프,실리콘 펌프,False,실리콘건,0.6,True
타카,타카,기타,칼 Cutter,칼 Cutter,False,커터칼,0.182,False
손타카,손타카,오탈자,손잡이칼,손잡이칼,False,손타카,0.286,True
건타카,건타카,오탈자,건드릴,건드릴,False,해머드릴,0.571,False
디월트 타카,건타카,브랜드 혼입,디월트 타카,디월트 타카,False,타카,0.5,False
에어타카,에어타카,동력원 명시,"에어타카는 표준 공구명으로 ""에어 잭""으로 변경됩니다.","에어타카는 표준 공구명으로 ""에어 잭""으로 변경됩니다.",False,에어타카,0.235,True
전동타카,전동타카,동력원 명시,전동타카,전동타카,True,전동타카,1.0,True
타카핀,타카핀,오탈자,타카핀,타카핀,True,타카핀,1.0,True
ㄷ형 타카핀,타카핀,오탈자,타카핀,타카핀,True,타카핀,1.0,True
드릴비트세트,드릴비트세트,세트/구성품,드릴비트세트,드릴비트세트,True,드릴비트세트,1.0,True
드릴비트 세트,드릴비트세트,세트/구성품,드릴비트 세트,드릴비트 세트,False,드릴비트세트,0.923,True
비트세트,비트세트,세트/구성품,비트,비트,False,비트세트,0.667,True
기리세트,드릴비트세트,일본어 잔재,기린세트,기린세트,False,세트,0.667,False
기리셋트,드릴비트세트,일본어 잔재,기리셋트,기리셋트,False,콘크리트니퍼,0.4,False
기리세트(10p),드릴비트세트,일본어 잔재,기리세트,기리세트,False,세트,0.667,False
12P 3종 기리세트(육각씽크),드릴비트세트,일본어 잔재,육각기리,육각기리,False,육각렌치,0.5,False
(40)철기리 세트,철공용드릴비트세트,메타데이터,철기 세트,철기 세트,False,세트,0.571,False
철판드릴비트,철공용드릴비트,오탈자,철판용 드릴 비트,철판용 드릴 비트,False,철공용드릴비트,0.75,True
(37)드릴날 세트(콘크리트용),콘크리트드릴비트세트,메타데이터,드릴날 세트,드릴날 세트,False,드릴비트세트,0.667,False
SDS 기리,SDS드릴비트,일본어 잔재,SDS 기리,SDS 기리,False,SDS드릴비트,0.462,True
SDS기리 (14×160),SDS드릴비트,일본어 잔재,SDS 드릴 (14×160),SDS 드릴 (14×160),False,SDS드릴비트,0.455,True
보쉬 비트세트(100PCS),비트세트,브랜드 혼입,보쉬 비트,보쉬 비트,False,비트세트,0.444,True
보쉬멀티기리세트,드릴비트세트,일본어 잔재,보쉬 멀티기리 세트,보쉬 멀티기리 세트,False,기어렌치세트,0.375,False
BOSCH 엑세서리 드릴 세트,드릴비트세트,브랜드 혼입,드릴 세트,드릴 세트,False,드릴비트세트,0.727,True
아임삭 비트세트,비트세트,브랜드 혼입,비트 세트,비트 세트,False,비트세트,0.889,True
피스제거용비트,피스제거용비트,오탈자,피스 제거 비트,피스 제거 비트,False,피스제거용비트,0.8,True
마모된 피스제거용 비트,피스제거용비트,오탈자,마모용 피스 제거 비트,마모용 피스 제거 비트,False,피스제거용비트,0.632,True
18V 밧데리(디월트),배터리팩,브랜드 혼입,배터리 드릴,배터리 드릴,False,로터리해머드릴,0.615,False
사다리,사다리,오탈자,사다리,사다리,True,사다리,1.0,True
2단 사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
2단사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
3단 사다리,사다리,속성 기입,3단사다리,3단사다리,False,사다리,0.75,True
3단사다리,사다리,속성 기입,3단사다리,3단사다리,False,사다리,0.75,True
3단 사다리(접이식),사다리,속성 기입,접이식 사다리,접이식 사다리,False,사다리,0.6,True
4단 사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
4단사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
5단 사다리,사다리,속성 기입,사다리,사다리,True,사다리,1.0,True
A형 사다리,A형사다리,오탈자,사다리,사다리,False,사다리,1.0,False
A형 4단 사다리,A형사다리,속성 기입,4단사다리,4단사다리,False,사다리,0.75,False
LS 사다리 3단,사다리,속성 기입,3단 사다리,3단 사다리,False,사다리,0.667,True
LS사다리,사다리,오탈자,사다리,사다리,True,사다리,1.0,True
LS사다리(3단),사다리,속성 기입,3단사다리,3단사다리,False,사다리,0.75,True
가정용 사다리,사다리,오탈자,사다리,사다리,True,사다리,1.0,True
A형사다리(1.45M),A형사다리,특수기호,A형사다리,A형사다리,True,A형사다리,1.0,True
공구세트,공구세트,세트/구성품,공구세트,공구세트,True,공구세트,1.0,True
공구셋트,공구세트,오탈자,공구세트,공구세트,True,공구세트,1.0,True
가정용 공구세트,공구세트,세트/구성품,가정용 공구 세트,가정용 공구 세트,False,공구세트,0.615,True
가정용공구세트(18pcs),공구세트,영문/약어,가정용공구세트,가정용공구세트,False,공구세트,0.727,True
가정용공구세트(25pcs),공구세트,영문/약어,가정용공구세트,가정용공구세트,False,공구세트,0.727,True
공구세트(대)-139pcs,공구세트,영문/약어,공구세트,공구세트,True,공구세트,1.0,True
공구세트(JAYA JTS80),공구세트,영문/약어,공구세트,공구세트,True,공구세트,1.0,True
공구세트(대)-HARDEN,공구세트,영문/약어,공구세트-HARDEN,공구세트-HARDEN,False,공구세트,0.533,True
공구셋트SMATO(16),공구세트,영문/약어,SMATO 16종 세트,SMATO 16종 세트,False,T렌치세트,0.353,False
공구셋트SMATO(25),공구세트,영문/약어,공구셋트,공구셋트,False,공구세트,0.75,True
VIP 공구세트 (20PCS),공구세트,영문/약어,공구세트,공구세트,True,공구세트,1.0,True
보쉬 수공구세트,공구세트,브랜드 혼입,보쉬 수공구 세트,보쉬 수공구 세트,False,공구세트,0.615,True
세신 가정용 공구 세트,공구세트,브랜드 혼입,가정용 공구 세트,가정용 공구 세트,False,공구세트,0.615,True
세신공구세트,공구세트,브랜드 혼입,세트형 공구,세트형 공구,False,세트,0.5,False
디월트 공구함세트,공구함세트,브랜드 혼입,디월트 공구함세트,디월트 공구함세트,False,공구함세트,0.714,True
공구함키트박스(디월트),공구함,브랜드 혼입,디월트 공구함,디월트 공구함,False,공구함,0.6,True
보쉬 전동공구세트,전동공구세트,브랜드 혼입,보쉬 전동공구세트,보쉬 전동공구세트,False,전동공구세트,0.8,True
LED 작업등,LED작업등,영문/약어,LED 작업등,LED 작업등,False,LED작업등,0.923,True
LED작업등,LED작업등,영문/약어,LED 작업등,LED 작업등,False,LED작업등,0.923,True
led 작업등,LED작업등,영문/약어,LED 작업등,LED 작업등,False,LED작업등,0.923,True
LED작업등(충전용),LED작업등,동력원 명시,LED 작업등 (충전식),LED 작업등 (충전식),False,LED작업등,0.632,True
LED충전작업등,LED작업등,동력원 명시,LED 충전 작업등,LED 충전 작업등,False,LED작업등,0.75,True
LED 랜턴,LED손전등,영문/약어,LED 랜턴,LED 랜턴,False,LED투광기,0.5,False
LED랜턴,LED손전등,영문/약어,LED 랜턴,LED 랜턴,False,LED투광기,0.5,False
LED 손전등,LED손전등,영문/약어,LED 손전등,LED 손전등,False,LED손전등,0.923,True
led손전등,LED손전등,영문/약어,LED 손전등,LED 손전등,False,LED손전등,0.923,True
LED후레쉬,LED손전등,영문/약어,LED 손전등,LED 손전등,False,LED손전등,0.923,True
(18)손전등,LED손전등,메타데이터,손전등,손전등,False,LED손전등,0.667,True
랜턴,LED손전등,기타,랜턴,랜턴,False,A형사다리,0.0,False
LED 투광기,LED투광기,영문/약어,LED 투광기,LED 투광기,False,LED투광기,0.923,True
에어콤프레셔,에어컴프레서,동력원 명시,에어콤프레셔,에어콤프레셔,False,에어컴프레서,0.667,True
콤프레셔,에어컴프레서,오탈자,압축기,압축기,False,전동압착기,0.5,False
에어건,에어건,동력원 명시,에어건포,에어건포,False,에어건,0.857,True
에어펌프,에어펌프,동력원 명시,에어펌프,에어펌프,True,에어펌프,1.0,True
(45)에어펌프(자전거 공기주입기),자전거펌프,메타데이터,에어펌프,에어펌프,False,에어펌프,1.0,False
자전거펌프,자전거펌프,오탈자,공기주입기,공기주입기,False,검전기,0.25,False
자전거 펌프,자전거펌프,오탈자,공기 펌프,공기 펌프,False,에어펌프,0.444,False
전선릴,전선릴,오탈자,전선릴,전선릴,True,전선릴,1.0,True
전기릴선,전선릴,오탈자,전기릴선,전기릴선,False,전선릴,0.571,True
50m릴선(작업선),전선릴,속성 기입,릴선,릴선,False,전선릴,0.4,True
30M 작업닐선,전선릴,속성 기입,30M 작업선,30M 작업선,False,LED작업등,0.308,False
4구 코드릴,전선릴,오탈자,4구 코드리더,4구 코드리더,False,샌더,0.222,False
스트리퍼,와이어스트리퍼,오탈자,전선 스트리퍼,전선 스트리퍼,False,와이어스트리퍼,0.571,True
백터스트리퍼,와이어스트리퍼,오탈자,벡터 스트리퍼,벡터 스트리퍼,False,와이어스트리퍼,0.571,True
스프링청소기,스프링배관청소기,오탈자,스프링식 청소기,스프링식 청소기,False,스프링배관청소기,0.75,True
점프선,점프케이블,오탈자,점프선,점프선,False,점프케이블,0.5,True
점프선(3M),점프케이블,속성 기입,점프선,점프선,False,점프케이블,0.5,True
드라이버,드라이버,오탈자,드라이버,드라이버,True,드라이버,1.0,True
겸용드라이버,양용드라이버,오탈자,십종합드라이버,십종합드라이버,False,드라이버,0.727,False
(42)양용드라이버,양용드라이버,메타데이터,양용드라이버,양용드라이버,True,양용드라이버,1.0,True
겸용드라이버(6*200),양용드라이버,오탈자,십자드라이버,십자드라이버,False,드라이버,0.8,False
정밀드라이버세트,정밀드라이버세트,세트/구성품,드라이버세트,드라이버세트,False,드라이버세트,1.0,False
드라이버세트,드라이버세트,세트/구성품,드라이버,드라이버,False,드라이버,1.0,False
T핸드 드라이버,T핸드드라이버,오탈자,십자 드라이버,십자 드라이버,False,드라이버,0.727,False
T핸드드라이버,T핸드드라이버,오탈자,토크렌치,토크렌치,False,토크렌치,1.0,False
인두기,전기인두,오탈자,인두기,인두기,False,전기인두,0.571,True
전기인두,전기인두,오탈자,전기인두,전기인두,True,전기인두,1.0,True
권총인두(60W),전기인두,속성 기입,인두,인두,False,전기인두,0.667,True
열풍기,열풍기,오탈자,팬,팬,False,A형사다리,0.0,False
가열총(열풍기),열풍기,오탈자,열풍기,열풍기,True,열풍기,1.0,True
보쉬 열풍기,열풍기,브랜드 혼입,보쉬 팬,보쉬 팬,False,보안경,0.286,False
고압세척기,고압세척기,오탈자,고압세척기,고압세척기,True,고압세척기,1.0,True
고압 세척기,고압세척기,오탈자,고압 세척기,고압 세척기,False,고압세척기,0.909,True
송풍기,송풍기,오탈자,송풍기,송풍기,True,송풍기,1.0,True
충전송풍기,송풍기,동력원 명시,송풍기,송풍기,True,송풍기,1.0,True
스크래퍼,스크레퍼,오탈자,스크래퍼 제거기,스크래퍼 제거기,False,스크레퍼,0.5,True
헤라 3인치,스크레퍼,속성 기입,헤라,헤라,False,드라이버,0.333,False
헤라 5인치,스크레퍼,속성 기입,헤라,헤라,False,드라이버,0.333,False
보안경,보안경,오탈자,보안경,보안경,True,보안경,1.0,True
고글,보안경,기타,보안경,보안경,True,보안경,1.0,True
안전모,안전모,오탈자,안전모,안전모,True,안전모,1.0,True
핸드카트,핸드카트,오탈자,운반차,운반차,False,카운터싱크,0.25,False
접이식 카트,핸드카트,오탈자,접이식 카트,접이식 카트,False,핸드카트,0.4,True
가스토치,가스토치,동력원 명시,가스 토치,가스 토치,False,가스토치,0.889,True
목공줄,목공줄,오탈자,톱,톱,False,톱,1.0,False
끌세트,끌세트,세트/구성품,끌,끌,False,끌세트,0.5,True
F 클램프,F클램프,오탈자,F클램프,F클램프,True,F클램프,1.0,True
앤드컷팅니퍼,앤드컷팅니퍼,오탈자,앤드컷팅니퍼,앤드컷팅니퍼,True,앤드컷팅니퍼,1.0,True
콘크리트니퍼,콘크리트니퍼,오탈자,콘크리트 절단기,콘크리트 절단기,False,콘크리트니퍼,0.571,True
전자산업용니퍼,전자산업용니퍼,오탈자,니퍼,니퍼,False,니퍼,1.0,False
스냅링플라이어,스냅링플라이어,오탈자,스냅링 钳,스냅링 钳,False,스냅링플라이어,0.5,True
워터펌프플라이어,워터펌프플라이어,오탈자,워터펌프 플라이어,워터펌프 플라이어,False,워터펌프플라이어,0.941,True
플라이어렌치,플라이어렌치,오탈자,플라이어렌치,플라이어렌치,True,플라이어렌치,1.0,True
토크렌치,토크렌치,오탈자,토크렌치,토크렌치,True,토크렌치,1.0,True
옵셋렌치,옵셋렌치,오탈자,옵셋렌치,옵셋렌치,True,옵셋렌치,1.0,True
편구스패너,편구스패너,오탈자,스패너,스패너,False,스패너,1.0,False
센터펀치,센터펀치,오탈자,센터펀치,센터펀치,True,센터펀치,1.0,True
핀펀치,핀펀치,오탈자,핀펀치,핀펀치,True,핀펀치,1.0,True
철공용드릴비트,철공용드릴비트,오탈자,드릴비트,드릴비트,False,드릴비트,1.0,False
목공용드릴비트,목공용드릴비트,오탈자,드릴비트,드릴비트,False,드릴비트,1.0,False
콘크리트용드릴비트,콘크리트용드릴비트,오탈자,콘크리트용드릴비트,콘크리트용드릴비트,True,콘크리트용드릴비트,1.0,True
탭세트,탭세트,세트/구성품,탭 세트,탭 세트,False,탭세트,0.857,True
다이스세트,다이스세트,세트/구성품,다이스공구세트,다이스공구세트,False,다이스세트,0.833,True
카운터싱크,카운터싱크,오탈자,카운터싱크,카운터싱크,True,카운터싱크,1.0,True
레이저수평기,레이저수평기,오탈자,수평계,수평계,False,수평기,0.667,False
디지털수평기,디지털수평기,오탈자,수평계,수평계,False,수평기,0.667,False
적외선온도계,적외선온도계,오탈자,적외선 온도계,적외선 온도계,False,적외선온도계,0.923,True
열화상카메라,열화상카메라,오탈자,열화상카메라,열화상카메라,True,열화상카메라,1.0,True
멀티테스터,멀티테스터,오탈자,전압계,전압계,False,전동압착기,0.5,False
클램프미터,클램프미터,오탈자,전압계,전압계,False,전동압착기,0.5,False
로터리해머드릴,로터리해머드릴,오탈자,로터리 햄머 드릴,로터리 햄머 드릴,False,로터리해머드릴,0.75,True
앵글그라인더,앵글그라인더,오탈자,각인용기계,각인용기계,False,검전기,0.25,False
임팩트드라이버,임팩트드라이버,오탈자,임팩트 드라이버,임팩트 드라이버,False,임팩트드라이버,0.933,True
원형톱,원형톱,오탈자,원형톱날,원형톱날,False,원형톱,0.857,True
왕복톱(레시프로쏘),왕복톱(레시프로쏘),오탈자,왕복톱,왕복톱,False,톱,0.5,False
전동압착기,전동압착기,동력원 명시,압착기,압착기,False,전동압착기,0.75,True
와이어스트리퍼,와이어스트리퍼,오탈자,와이어 스트리퍼,와이어 스트리퍼,False,와이어스트리퍼,0.933,True
케이블컷터,케이블컷터,오탈자,케이블 절단기,케이블 절단기,False,케이블컷터,0.5,True
PVC컷터,PVC컷터,영문/약어,PVC 절단기,PVC 절단기,False,고속절단기,0.5,False
타일컷터,타일컷터,오탈자,타일 절단기,타일 절단기,False,고속절단기,0.545,False
모종삽,모종삽,오탈자,모종삽,모종삽,True,모종삽,1.0,True
도끼,도끼,기타,도끼,도끼,True,도끼,1.0,True
안전장갑,안전장갑,오탈자,안전장갑,안전장갑,True,안전장갑,1.0,True
방진마스크,방진마스크,오탈자,방진마스크,방진마스크,True,방진마스크,1.0,True
안전로프,안전로프,오탈자,안전로프,안전로프,True,안전로프,1.0,True
대패,대패,기타,대패,대패,True,대패,1.0,True
석고대패,석고대패,오탈자,석고돌판,석고돌판,False,석고대패,0.5,True
먹통,먹통,기타,먹통 → 흑색광,먹통 → 흑색광,False,먹통,0.4,True
연마석,연마석,오탈자,연마석,연마석,True,연마석,1.0,True
절단석,절단석,오탈자,절단석톱,절단석톱,False,절단석,0.857,True
기리,드릴비트,일본어 잔재,기리칼라,기리칼라,False,검전기,0.286,False
철기리,철공용드릴비트,일본어 잔재,철강류,철강류,False,강력니퍼,0.286,False
목기리,목공용드릴비트,일본어 잔재,목톱,목톱,False,목공톱,0.8,False
뺀치,펜치,일본어 잔재,기존공구,기존공구,False,공구함,0.571,False
빤치,펜치,일본어 잔재,반아치,반아치,False,펜치,0.4,True
함마,망치,일본어 잔재,햄머,햄머,False,해머드릴,0.333,False
빠루,쇠지렛대,일본어 잔재,채찍,채찍,False,A형사다리,0.0,False
구루마,핸드카트,일본어 잔재,굴삭기,굴삭기,False,검전기,0.333,False
사게후리,다림추,오탈자,사게후리,사게후리,False,사다리,0.571,False
사시가네,직각자,일본어 잔재,사시가네,사시가네,False,사다리,0.286,False
갓다,커터,기타,칼,칼,False,커터칼,0.5,False
셋트,세트,기타,세트,세트,True,세트,1.0,True
렌지,렌치,기타,연도봉,연도봉,False,도끼,0.4,False
센트,세트,기타,센트,센트,False,세트,0.5,True
